"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2015","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2015","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2015","TenthTeeLatePar3ScoringAverage_ROUNDS_2015","TenthTeeLatePar3ScoringAverage_AVG_2015","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2015","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Dustin Johnson",75,2.75,22,8,"TenthTeeLatePar3ScoringAverage",2015
2,2,"Graham DeLaet",65,2.81,101,36,"TenthTeeLatePar3ScoringAverage",2015
3,3,"Johnson Wagner",68,2.85,57,20,"TenthTeeLatePar3ScoringAverage",2015
4,4,"JB Holmes",89,2.88,138,48,"TenthTeeLatePar3ScoringAverage",2015
4,4,"Justin Rose",69,2.88,23,8,"TenthTeeLatePar3ScoringAverage",2015
4,4,"Webb Simpson",81,2.88,92,32,"TenthTeeLatePar3ScoringAverage",2015
4,4,"Will Wilcox",58,2.88,118,41,"TenthTeeLatePar3ScoringAverage",2015
8,8,"Erik Compton",86,2.9,139,48,"TenthTeeLatePar3ScoringAverage",2015
9,9,"Scott Piercy",90,2.91,224,77,"TenthTeeLatePar3ScoringAverage",2015
9,9,"Chez Reavie",56,2.91,96,33,"TenthTeeLatePar3ScoringAverage",2015
9,9,"Justin Thomas",106,2.91,201,69,"TenthTeeLatePar3ScoringAverage",2015
12,12,"Matt Jones",89,2.92,225,77,"TenthTeeLatePar3ScoringAverage",2015
13,13,"Aaron Baddeley",76,2.94,203,69,"TenthTeeLatePar3ScoringAverage",2015
13,13,"Russell Henley",87,2.94,141,48,"TenthTeeLatePar3ScoringAverage",2015
13,13,"Max Homa",78,2.94,153,52,"TenthTeeLatePar3ScoringAverage",2015
13,13,"Ryo Ishikawa",90,2.94,141,48,"TenthTeeLatePar3ScoringAverage",2015
13,13,"Brandt Snedeker",98,2.94,94,32,"TenthTeeLatePar3ScoringAverage",2015
18,18,"Paul Casey",87,2.95,130,44,"TenthTeeLatePar3ScoringAverage",2015
18,18,"Bill Haas",89,2.95,118,40,"TenthTeeLatePar3ScoringAverage",2015
18,18,"Pat Perez",96,2.95,236,80,"TenthTeeLatePar3ScoringAverage",2015
18,18,"Andrew Svoboda",80,2.95,239,81,"TenthTeeLatePar3ScoringAverage",2015
22,22,"Luke Donald",71,2.96,83,28,"TenthTeeLatePar3ScoringAverage",2015
22,22,"Retief Goosen",81,2.96,252,85,"TenthTeeLatePar3ScoringAverage",2015
22,22,"Chesson Hadley",101,2.96,243,82,"TenthTeeLatePar3ScoringAverage",2015
22,22,"Brian Harman",90,2.96,225,76,"TenthTeeLatePar3ScoringAverage",2015
22,22,"Kevin Na",98,2.96,157,53,"TenthTeeLatePar3ScoringAverage",2015
22,22,"Hudson Swafford",97,2.96,198,67,"TenthTeeLatePar3ScoringAverage",2015
28,28,"Jason Kokrak",88,2.97,178,60,"TenthTeeLatePar3ScoringAverage",2015
28,28,"David Lingmerth",90,2.97,285,96,"TenthTeeLatePar3ScoringAverage",2015
28,28,"SJ Park",79,2.97,178,60,"TenthTeeLatePar3ScoringAverage",2015
28,28,"Cameron Tringale",96,2.97,107,36,"TenthTeeLatePar3ScoringAverage",2015
32,32,"Fabian Gomez",83,2.98,194,65,"TenthTeeLatePar3ScoringAverage",2015
32,32,"Martin Laird",77,2.98,143,48,"TenthTeeLatePar3ScoringAverage",2015
32,32,"Carl Pettersson",106,2.98,259,87,"TenthTeeLatePar3ScoringAverage",2015
32,32,"Robert Streb",110,2.98,155,52,"TenthTeeLatePar3ScoringAverage",2015
36,36,"Jon Curran",83,2.99,230,77,"TenthTeeLatePar3ScoringAverage",2015
