"Scrambling1020ydsRTPScore_RANKTHISWEEK_2005","Scrambling1020ydsRTPScore_RANKLASTWEEK_2005","Scrambling1020ydsRTPScore_PLAYERNAME_2005","Scrambling1020ydsRTPScore_ROUNDS_2005","Scrambling1020ydsRTPScore_AVGRTP_2005","Scrambling1020ydsRTPScore_TOTALHOLES_2005","Scrambling1020ydsRTPScore_TOTALRTP_2005","stat_name","year"
1,1,"Luke Donald",67,0.22,91,20,"Scrambling1020ydsRTPScore",2005
2,2,"Richard Johnson",50,0.243,103,25,"Scrambling1020ydsRTPScore",2005
3,3,"Steve Stricker",62,0.254,142,36,"Scrambling1020ydsRTPScore",2005
4,4,"Loren Roberts",54,0.265,117,31,"Scrambling1020ydsRTPScore",2005
5,5,"Mike Weir",71,0.269,119,32,"Scrambling1020ydsRTPScore",2005
6,6,"Corey Pavin",77,0.278,169,47,"Scrambling1020ydsRTPScore",2005
7,7,"Tim Herron",100,0.279,215,60,"Scrambling1020ydsRTPScore",2005
8,8,"Brad Faxon",75,0.285,151,43,"Scrambling1020ydsRTPScore",2005
9,9,"Shigeki Maruyama",99,0.287,209,60,"Scrambling1020ydsRTPScore",2005
10,10,"Jose Coceres",56,0.288,146,42,"Scrambling1020ydsRTPScore",2005
10,10,"Andrew Magee",82,0.288,198,57,"Scrambling1020ydsRTPScore",2005
12,12,"Kevin Na",88,0.29,245,71,"Scrambling1020ydsRTPScore",2005
13,13,"JP Hayes",63,0.291,141,41,"Scrambling1020ydsRTPScore",2005
14,14,"Kevin Sutherland",89,0.293,184,54,"Scrambling1020ydsRTPScore",2005
15,15,"Brent Geiberger",61,0.295,112,33,"Scrambling1020ydsRTPScore",2005
16,16,"Jose Maria Olazabal",55,0.298,114,34,"Scrambling1020ydsRTPScore",2005
17,17,"Brett Quigley",96,0.299,231,69,"Scrambling1020ydsRTPScore",2005
18,18,"Bob Estes",92,0.303,185,56,"Scrambling1020ydsRTPScore",2005
18,18,"Tiger Woods",76,0.303,122,37,"Scrambling1020ydsRTPScore",2005
20,20,"Chris Riley",67,0.304,125,38,"Scrambling1020ydsRTPScore",2005
21,21,"Jesper Parnevik",84,0.312,186,58,"Scrambling1020ydsRTPScore",2005
22,22,"Tjaart van der Walt",56,0.313,131,41,"Scrambling1020ydsRTPScore",2005
23,23,"Brian Gay",101,0.314,242,76,"Scrambling1020ydsRTPScore",2005
24,24,"Doug Barron",70,0.315,165,52,"Scrambling1020ydsRTPScore",2005
25,25,"Jim Furyk",94,0.316,158,50,"Scrambling1020ydsRTPScore",2005
26,26,"Chris DiMarco",83,0.317,142,45,"Scrambling1020ydsRTPScore",2005
27,27,"Ben Crane",78,0.318,195,62,"Scrambling1020ydsRTPScore",2005
27,27,"Lee Janzen",75,0.318,129,41,"Scrambling1020ydsRTPScore",2005
29,29,"Franklin Langham",91,0.321,196,63,"Scrambling1020ydsRTPScore",2005
30,30,"Len Mattiace",86,0.322,202,65,"Scrambling1020ydsRTPScore",2005
31,31,"Brenden Pappas",51,0.323,96,31,"Scrambling1020ydsRTPScore",2005
32,32,"Tom Lehman",69,0.325,120,39,"Scrambling1020ydsRTPScore",2005
33,33,"Carlos Franco",78,0.326,144,47,"Scrambling1020ydsRTPScore",2005
33,33,"Darron Stiles",78,0.326,175,57,"Scrambling1020ydsRTPScore",2005
35,35,"Jim Carter",62,0.327,156,51,"Scrambling1020ydsRTPScore",2005
35,35,"Dan Forsman",52,0.327,101,33,"Scrambling1020ydsRTPScore",2005
35,35,"Carl Pettersson",109,0.327,248,81,"Scrambling1020ydsRTPScore",2005
35,35,"Hidemichi Tanaka",106,0.327,275,90,"Scrambling1020ydsRTPScore",2005
39,39,"Aaron Baddeley",84,0.328,204,67,"Scrambling1020ydsRTPScore",2005
39,39,"Matt Davidson",53,0.328,131,43,"Scrambling1020ydsRTPScore",2005
39,39,"Justin Leonard",78,0.328,131,43,"Scrambling1020ydsRTPScore",2005
39,39,"Phil Mickelson",81,0.328,122,40,"Scrambling1020ydsRTPScore",2005
43,43,"Fred Funk",102,0.329,222,73,"Scrambling1020ydsRTPScore",2005
44,44,"Stephen Ames",82,0.33,191,63,"Scrambling1020ydsRTPScore",2005
44,44,"Gavin Coles",70,0.33,191,63,"Scrambling1020ydsRTPScore",2005
46,46,"Bob Tway",87,0.331,151,50,"Scrambling1020ydsRTPScore",2005
47,47,"Mark Brooks",72,0.333,207,69,"Scrambling1020ydsRTPScore",2005
47,47,"Sergio Garcia",73,0.333,117,39,"Scrambling1020ydsRTPScore",2005
47,47,"David Toms",87,0.333,126,42,"Scrambling1020ydsRTPScore",2005
50,50,"Marco Dawson",82,0.335,194,65,"Scrambling1020ydsRTPScore",2005
50,50,"Matt Gogel",78,0.335,182,61,"Scrambling1020ydsRTPScore",2005
50,50,"Freddie Jacobson",72,0.335,173,58,"Scrambling1020ydsRTPScore",2005
50,50,"JL Lewis",98,0.335,185,62,"Scrambling1020ydsRTPScore",2005
50,50,"Pat Perez",89,0.335,197,66,"Scrambling1020ydsRTPScore",2005
55,55,"KJ Choi",78,0.336,146,49,"Scrambling1020ydsRTPScore",2005
