"StrokesGainedTotal_RANKTHISWEEK_2005","StrokesGainedTotal_RANKLASTWEEK_2005","StrokesGainedTotal_PLAYERNAME_2005","StrokesGainedTotal_ROUNDS_2005","StrokesGainedTotal_AVERAGE_2005","StrokesGainedTotal_TOTALSGT_2005","StrokesGainedTotal_TOTALSGT2G_2005","StrokesGainedTotal_TOTALSGP_2005","StrokesGainedTotal_MEASUREDROUNDS_2005","stat_name","year"
17,17,"Loren Roberts",54,0.931,44.7,19.016,25.684,48,"StrokesGainedTotal",2005
18,18,"Ben Crane",78,0.921,59.835,0.173,59.662,65,"StrokesGainedTotal",2005
19,19,"Scott Verplank",87,0.912,60.214,64.659,-4.445,66,"StrokesGainedTotal",2005
20,20,"Billy Mayfair",114,0.903,92.095,104.419,-12.324,102,"StrokesGainedTotal",2005
21,21,"Charles Howell III",95,0.89,64.073,43.676,20.397,72,"StrokesGainedTotal",2005
22,22,"Zach Johnson",96,0.856,71.043,43.556,27.487,83,"StrokesGainedTotal",2005
23,23,"Bob Estes",92,0.819,65.542,52.881,12.661,80,"StrokesGainedTotal",2005
24,24,"Rod Pampling",89,0.795,55.615,48.05,7.565,70,"StrokesGainedTotal",2005
25,25,"Stewart Cink",98,0.779,55.284,17.027,38.257,71,"StrokesGainedTotal",2005
25,25,"Richard Johnson",50,0.779,35.816,9.457,26.359,46,"StrokesGainedTotal",2005
27,27,"Chris DiMarco",83,0.77,45.427,32.007,13.42,59,"StrokesGainedTotal",2005
28,28,"Stephen Ames",82,0.755,46.065,19.888,26.177,61,"StrokesGainedTotal",2005
29,29,"Justin Rose",99,0.736,65.468,85.886,-20.418,89,"StrokesGainedTotal",2005
30,30,"Tim Clark",92,0.732,47.58,57.715,-10.135,65,"StrokesGainedTotal",2005
31,31,"Brett Quigley",96,0.72,61.167,34.141,27.026,85,"StrokesGainedTotal",2005
32,32,"Robert Allenby",95,0.711,51.916,63.389,-11.473,73,"StrokesGainedTotal",2005
33,33,"Chad Campbell",95,0.687,52.22,39.788,12.432,76,"StrokesGainedTotal",2005
34,34,"Bob Tway",87,0.657,43.376,-5.178,48.554,66,"StrokesGainedTotal",2005
35,35,"Stuart Appleby",84,0.65,40.924,45.222,-4.298,63,"StrokesGainedTotal",2005
36,36,"Tom Pernice Jr",111,0.636,56.638,31.781,24.857,89,"StrokesGainedTotal",2005
37,37,"Jeff Brehaut",71,0.635,39.995,40.095,-0.1,63,"StrokesGainedTotal",2005
38,38,"Geoff Ogilvy",97,0.627,47.007,36.062,10.945,75,"StrokesGainedTotal",2005
39,39,"Jerry Kelly",101,0.623,47.351,48.028,-0.677,76,"StrokesGainedTotal",2005
40,40,"Brian Davis",75,0.619,39.612,58.783,-19.171,64,"StrokesGainedTotal",2005
41,41,"Mark Calcavecchia",92,0.617,47.478,48.988,-1.51,77,"StrokesGainedTotal",2005
42,42,"Brandt Jobe",96,0.607,49.803,41.315,8.488,82,"StrokesGainedTotal",2005
43,43,"Retief Goosen",71,0.598,25.717,21.851,3.866,43,"StrokesGainedTotal",2005
44,44,"Padraig Harrington",50,0.595,24.39,10.99,13.4,41,"StrokesGainedTotal",2005
45,45,"Fred Funk",102,0.585,47.996,38.116,9.88,82,"StrokesGainedTotal",2005
46,46,"JL Lewis",98,0.582,47.698,34.151,13.547,82,"StrokesGainedTotal",2005
47,47,"Lucas Glover",88,0.577,45.62,49.507,-3.887,79,"StrokesGainedTotal",2005
48,48,"Dudley Hart",84,0.575,41.94,11.486,30.454,73,"StrokesGainedTotal",2005
49,49,"Jason Bohn",91,0.565,46.337,45.76,0.577,82,"StrokesGainedTotal",2005
50,50,"Woody Austin",100,0.559,50.888,66.919,-16.031,91,"StrokesGainedTotal",2005
51,51,"Fred Couples",72,0.541,23.786,48.529,-24.743,44,"StrokesGainedTotal",2005
52,52,"John Senden",101,0.539,49.058,58.266,-9.208,91,"StrokesGainedTotal",2005
53,53,"Bo Van Pelt",112,0.537,49.9,31.658,18.242,93,"StrokesGainedTotal",2005
54,54,"Justin Leonard",78,0.536,29.494,31.327,-1.833,55,"StrokesGainedTotal",2005
55,55,"KJ Choi",78,0.53,28.643,18.98,9.663,54,"StrokesGainedTotal",2005
56,56,"Kevin Sutherland",89,0.521,38.52,20.005,18.515,74,"StrokesGainedTotal",2005
57,57,"Steve Elkington",67,0.481,26.437,13.033,13.404,55,"StrokesGainedTotal",2005
58,58,"Heath Slocum",103,0.472,42.468,49.248,-6.78,90,"StrokesGainedTotal",2005
59,59,"Billy Andrade",83,0.46,34.06,9.037,25.023,74,"StrokesGainedTotal",2005
60,60,"Scott Gutschewski",86,0.457,32.902,28.645,4.257,72,"StrokesGainedTotal",2005
61,61,"Rory Sabbatini",81,0.453,27.2,12.552,14.648,60,"StrokesGainedTotal",2005
62,62,"Greg Owen",84,0.444,31.529,56.197,-24.668,71,"StrokesGainedTotal",2005
63,63,"Olin Browne",99,0.413,34.706,7.096,27.61,84,"StrokesGainedTotal",2005
64,64,"Jay Haas",54,0.408,15.914,17.344,-1.43,39,"StrokesGainedTotal",2005
65,65,"Corey Pavin",77,0.392,23.939,0.402,23.537,61,"StrokesGainedTotal",2005
66,66,"Arron Oberholser",65,0.38,19.384,11.59,7.794,51,"StrokesGainedTotal",2005
67,67,"Bernhard Langer",67,0.371,17.061,10.388,6.673,46,"StrokesGainedTotal",2005
68,68,"Carlos Franco",78,0.36,24.126,29.035,-4.909,67,"StrokesGainedTotal",2005
69,69,"Mathias Gronberg",60,0.358,20.067,34.126,-14.059,56,"StrokesGainedTotal",2005
70,70,"Sean OHair",103,0.355,30.546,19.419,11.127,86,"StrokesGainedTotal",2005
71,71,"Stephen Leaney",89,0.348,26.476,30.573,-4.097,76,"StrokesGainedTotal",2005
72,72,"Carl Pettersson",109,0.331,31.082,22.12,8.962,94,"StrokesGainedTotal",2005
73,73,"Jonathan Kaye",77,0.33,21.101,31.38,-10.279,64,"StrokesGainedTotal",2005
74,74,"Jeff Maggert",79,0.329,19.724,27.564,-7.84,60,"StrokesGainedTotal",2005
75,75,"Joe Durant",81,0.301,20.803,74.162,-53.359,69,"StrokesGainedTotal",2005
76,76,"JJ Henry",102,0.295,25.697,45.706,-20.009,87,"StrokesGainedTotal",2005
77,77,"Daniel Chopra",108,0.293,27.229,7.052,20.177,93,"StrokesGainedTotal",2005
77,77,"Jesper Parnevik",84,0.293,19.944,-6.523,26.467,68,"StrokesGainedTotal",2005
79,79,"Vaughn Taylor",99,0.292,26.262,42.546,-16.284,90,"StrokesGainedTotal",2005
80,80,"Dan Forsman",52,0.289,13.585,3.746,9.839,47,"StrokesGainedTotal",2005
81,81,"Steve Stricker",62,0.281,16.587,-21.676,38.263,59,"StrokesGainedTotal",2005
82,82,"Dean Wilson",86,0.273,21.816,-13.724,35.54,80,"StrokesGainedTotal",2005
83,83,"Jeff Sluman",94,0.268,22.791,22.035,0.756,85,"StrokesGainedTotal",2005
84,84,"Harrison Frazar",105,0.267,25.062,33.89,-8.828,94,"StrokesGainedTotal",2005
85,85,"DJ Trahan",81,0.263,18.639,43.137,-24.498,71,"StrokesGainedTotal",2005
86,86,"Marco Dawson",82,0.26,20.569,28.62,-8.051,79,"StrokesGainedTotal",2005
86,86,"John Rollins",97,0.26,21.543,35.968,-14.425,83,"StrokesGainedTotal",2005
88,88,"Joe Ogilvie",103,0.259,20.482,-1.483,21.965,79,"StrokesGainedTotal",2005
89,89,"Briny Baird",98,0.253,22.5,16.114,6.386,89,"StrokesGainedTotal",2005
90,90,"Joey Sindelar",104,0.226,22.403,59.028,-36.625,99,"StrokesGainedTotal",2005
91,91,"Darron Stiles",78,0.216,15.138,2.638,12.5,70,"StrokesGainedTotal",2005
92,92,"Jay Williamson",53,0.214,10.038,14.539,-4.501,47,"StrokesGainedTotal",2005
93,93,"Tommy Armour III",103,0.206,18.922,40.652,-21.73,92,"StrokesGainedTotal",2005
94,94,"Joey Snyder III",102,0.189,17.43,25.215,-7.785,92,"StrokesGainedTotal",2005
95,95,"Rocco Mediate",73,0.186,12.294,43.541,-31.247,66,"StrokesGainedTotal",2005
96,96,"Alex Cejka",84,0.155,10.815,55.108,-44.293,70,"StrokesGainedTotal",2005
97,97,"Peter Lonard",85,0.142,9.343,19.827,-10.484,66,"StrokesGainedTotal",2005
98,98,"Phillip Price",77,0.131,8.354,-17.941,26.295,64,"StrokesGainedTotal",2005
99,99,"Kirk Triplett",55,0.118,5.202,-13.071,18.273,44,"StrokesGainedTotal",2005
100,100,"Tom Lehman",69,0.114,5.692,22.313,-16.621,50,"StrokesGainedTotal",2005
101,101,"Craig Barlow",81,0.111,7.083,25.296,-18.213,64,"StrokesGainedTotal",2005
102,102,"Omar Uresti",84,0.106,7.852,34.851,-26.999,74,"StrokesGainedTotal",2005
103,103,"Robert Gamez",91,0.102,8.261,0.605,7.656,81,"StrokesGainedTotal",2005
104,104,"Brenden Pappas",51,0.098,4.796,-17.343,22.139,49,"StrokesGainedTotal",2005
105,105,"Pat Perez",89,0.097,7.174,7.092,0.082,74,"StrokesGainedTotal",2005
106,106,"Jonathan Byrd",103,0.088,8.306,18.371,-10.065,94,"StrokesGainedTotal",2005
107,107,"Ted Purdy",122,0.084,8.368,33.413,-25.045,100,"StrokesGainedTotal",2005
108,108,"Brett Wetterich",76,0.081,5.476,35.706,-30.23,68,"StrokesGainedTotal",2005
109,109,"Hidemichi Tanaka",106,0.047,4.422,8.395,-3.973,95,"StrokesGainedTotal",2005
110,110,"Brian Bateman",98,0.033,2.815,10.983,-8.168,86,"StrokesGainedTotal",2005
111,111,"Tag Ridings",93,0.018,1.523,-28.777,30.3,84,"StrokesGainedTotal",2005
112,112,"Lee Westwood",50,0.017,0.548,13.264,-12.716,33,"StrokesGainedTotal",2005
113,113,"Tim Petrovic",97,0.014,1.093,6.266,-5.173,80,"StrokesGainedTotal",2005
114,114,"Michael Allen",90,0.008,0.635,-9.225,9.86,77,"StrokesGainedTotal",2005
115,115,"Freddie Jacobson",72,0.004,0.228,-19.947,20.175,56,"StrokesGainedTotal",2005
116,116,"Charles Warren",89,-0.006,-0.468,16.047,-16.515,81,"StrokesGainedTotal",2005
117,117,"Shaun Micheel",81,-0.011,-0.712,-10.788,10.076,64,"StrokesGainedTotal",2005
118,118,"Hunter Mahan",103,-0.025,-2.338,-15.957,13.619,93,"StrokesGainedTotal",2005
119,119,"Brian Gay",101,-0.028,-2.626,-59.274,56.648,93,"StrokesGainedTotal",2005
120,120,"Mike Weir",71,-0.037,-1.745,6.875,-8.62,47,"StrokesGainedTotal",2005
121,121,"Doug Barron",70,-0.069,-4.462,12.968,-17.43,65,"StrokesGainedTotal",2005
122,122,"Steve Lowery",100,-0.087,-7.594,-1.941,-5.653,87,"StrokesGainedTotal",2005
123,123,"Neal Lancaster",95,-0.096,-8.221,6.266,-14.487,86,"StrokesGainedTotal",2005
124,124,"Todd Hamilton",94,-0.097,-7.293,-11.056,3.763,75,"StrokesGainedTotal",2005
125,125,"Kent Jones",99,-0.102,-8.959,-37.907,28.948,88,"StrokesGainedTotal",2005
126,126,"Scott McCarron",78,-0.114,-6.937,-25.789,18.852,61,"StrokesGainedTotal",2005
127,127,"Glen Hnatiuk",59,-0.125,-6.363,8.948,-15.311,51,"StrokesGainedTotal",2005
128,128,"Kevin Na",88,-0.129,-10.335,-18.131,7.796,80,"StrokesGainedTotal",2005
129,129,"Matt Kuchar",60,-0.139,-7.774,-25.788,18.014,56,"StrokesGainedTotal",2005
130,130,"Lee Janzen",75,-0.146,-8.777,-10.192,1.415,60,"StrokesGainedTotal",2005
131,131,"David Hearn",68,-0.153,-9.335,37.356,-46.691,61,"StrokesGainedTotal",2005
132,132,"Charlie Wi",67,-0.159,-9.729,-37.372,27.643,61,"StrokesGainedTotal",2005
133,133,"Glen Day",80,-0.175,-12.934,-19.992,7.058,74,"StrokesGainedTotal",2005
134,134,"Ryan Palmer",101,-0.176,-14.229,-34.061,19.832,81,"StrokesGainedTotal",2005
135,135,"Cameron Beckman",96,-0.183,-15.583,-7.669,-7.914,85,"StrokesGainedTotal",2005
135,135,"Ryuji Imada",78,-0.183,-12.274,8.562,-20.836,67,"StrokesGainedTotal",2005
137,137,"Aaron Baddeley",84,-0.185,-14.022,-59.424,45.402,76,"StrokesGainedTotal",2005
138,138,"John Huston",90,-0.186,-14.857,4.325,-19.182,80,"StrokesGainedTotal",2005
139,139,"Duffy Waldorf",86,-0.19,-13.473,-15.541,2.068,71,"StrokesGainedTotal",2005
140,140,"Tom Byrum",83,-0.2,-15.182,-27.712,12.53,76,"StrokesGainedTotal",2005
141,141,"Nick Watney",91,-0.201,-16.079,-30.949,14.87,80,"StrokesGainedTotal",2005
142,142,"Mark Wilson",74,-0.242,-15.483,-22.656,7.173,64,"StrokesGainedTotal",2005
143,143,"Larry Mize",54,-0.243,-11.168,-26.193,15.025,46,"StrokesGainedTotal",2005
144,144,"Frank Lickliter II",100,-0.288,-24.785,-0.93,-23.855,86,"StrokesGainedTotal",2005
145,145,"Hunter Haas",83,-0.293,-21.415,-30.797,9.382,73,"StrokesGainedTotal",2005
146,146,"Mario Tiziani",67,-0.295,-18.023,-27.219,9.196,61,"StrokesGainedTotal",2005
147,147,"Paul Azinger",66,-0.298,-17.569,-23.471,5.902,59,"StrokesGainedTotal",2005
148,148,"Matt Gogel",78,-0.301,-20.477,-46.033,25.556,68,"StrokesGainedTotal",2005
149,149,"Todd Fischer",99,-0.303,-26.702,-42.936,16.234,88,"StrokesGainedTotal",2005
150,150,"Patrick Sheehan",114,-0.316,-30.657,-65.205,34.548,97,"StrokesGainedTotal",2005
151,151,"James Driscoll",73,-0.328,-20.689,-32.64,11.951,63,"StrokesGainedTotal",2005
152,152,"JP Hayes",63,-0.338,-17.922,-30.041,12.119,53,"StrokesGainedTotal",2005
153,153,"Robert Damron",89,-0.343,-27.447,10.869,-38.316,80,"StrokesGainedTotal",2005
154,154,"John Cook",72,-0.361,-21.302,-26.811,5.509,59,"StrokesGainedTotal",2005
155,155,"Chris Smith",93,-0.401,-34.507,-4.626,-29.881,86,"StrokesGainedTotal",2005
156,156,"John Daly",78,-0.434,-24.328,-5.526,-18.802,56,"StrokesGainedTotal",2005
157,157,"Bob Heintz",67,-0.461,-28.6,-48.96,20.36,62,"StrokesGainedTotal",2005
158,158,"DA Points",94,-0.465,-38.633,-6.068,-32.565,83,"StrokesGainedTotal",2005
159,159,"Brendan Jones",81,-0.479,-34.985,-19.1,-15.885,73,"StrokesGainedTotal",2005
160,160,"Brent Geiberger",61,-0.503,-26.137,-49.387,23.25,52,"StrokesGainedTotal",2005
161,161,"Franklin Langham",91,-0.508,-39.102,-28.814,-10.288,77,"StrokesGainedTotal",2005
162,162,"Mark Hensby",70,-0.562,-28.076,-22.792,-5.284,50,"StrokesGainedTotal",2005
163,163,"Kevin Stadler",96,-0.564,-46.848,-40.883,-5.965,83,"StrokesGainedTotal",2005
164,164,"Steve Flesch",90,-0.584,-37.395,-39.622,2.227,64,"StrokesGainedTotal",2005
165,165,"Roland Thatcher",75,-0.596,-40.539,-2.041,-38.498,68,"StrokesGainedTotal",2005
166,166,"Andrew Magee",82,-0.597,-42.363,-18.938,-23.425,71,"StrokesGainedTotal",2005
167,167,"Paul Claxton",79,-0.613,-40.457,-23.164,-17.293,66,"StrokesGainedTotal",2005
168,168,"Will Ma Kenzie",75,-0.644,-43.794,-12.981,-30.813,68,"StrokesGainedTotal",2005
169,169,"Steve Jones",56,-0.648,-29.821,-8.365,-21.456,46,"StrokesGainedTotal",2005
169,169,"Ian Poulter",62,-0.648,-23.321,-26.211,2.89,36,"StrokesGainedTotal",2005
171,171,"Paul Gow",78,-0.66,-44.91,-20.724,-24.186,68,"StrokesGainedTotal",2005
172,172,"Gavin Coles",70,-0.669,-42.816,-66.283,23.467,64,"StrokesGainedTotal",2005
173,173,"Steve Allan",102,-0.678,-60.322,-44.729,-15.593,89,"StrokesGainedTotal",2005
174,174,"Michael Long",72,-0.687,-43.943,-25.165,-18.778,64,"StrokesGainedTotal",2005
175,175,"Tom Gillis",77,-0.688,-47.483,-34.785,-12.698,69,"StrokesGainedTotal",2005
176,176,"Justin Bolli",65,-0.702,-41.393,-32.954,-8.439,59,"StrokesGainedTotal",2005
177,177,"Tjaart van der Walt",56,-0.706,-38.102,-51.743,13.641,54,"StrokesGainedTotal",2005
178,178,"Skip Kendall",80,-0.717,-50.92,-43.456,-7.464,71,"StrokesGainedTotal",2005
179,179,"Rich Beem",66,-0.751,-36.026,-16.829,-19.197,48,"StrokesGainedTotal",2005
180,180,"Mark OMeara",66,-0.79,-41.099,-63.455,22.356,52,"StrokesGainedTotal",2005
181,181,"Bradley Hughes",52,-0.795,-38.965,-13.101,-25.864,49,"StrokesGainedTotal",2005
182,182,"Jeff Hart",63,-0.84,-48.716,-36.051,-12.665,58,"StrokesGainedTotal",2005
183,183,"Danny Briggs",70,-0.847,-52.491,-44.508,-7.983,62,"StrokesGainedTotal",2005
184,184,"Bill Glasson",54,-0.898,-39.492,-31.085,-8.407,44,"StrokesGainedTotal",2005
185,185,"Jose Coceres",56,-0.925,-49.004,-32.683,-16.321,53,"StrokesGainedTotal",2005
186,186,"Chris Anderson",66,-0.927,-53.793,-47.774,-6.019,58,"StrokesGainedTotal",2005
187,187,"Hank Kuehne",84,-0.94,-70.489,-75.268,4.779,75,"StrokesGainedTotal",2005
188,188,"Rob Rashell",65,-0.994,-54.663,-58.331,3.668,55,"StrokesGainedTotal",2005
189,189,"Scott Hend",75,-1.011,-65.717,-37.201,-28.516,65,"StrokesGainedTotal",2005
190,190,"Dennis Paulson",63,-1.046,-59.594,-37.217,-22.377,57,"StrokesGainedTotal",2005
191,191,"DJ Brigman",76,-1.12,-69.435,-25.311,-44.124,62,"StrokesGainedTotal",2005
192,192,"Len Mattiace",86,-1.165,-88.554,-147.008,58.454,76,"StrokesGainedTotal",2005
193,193,"Jason Allred",75,-1.192,-76.299,-85.654,9.355,64,"StrokesGainedTotal",2005
194,194,"Ben Curtis",65,-1.194,-59.679,-55.178,-4.501,50,"StrokesGainedTotal",2005
195,195,"Matt Davidson",53,-1.219,-60.966,-58.101,-2.865,50,"StrokesGainedTotal",2005
196,196,"Jim Carter",62,-1.274,-70.078,-31.047,-39.031,55,"StrokesGainedTotal",2005
197,197,"Hideto Tanihara",50,-1.292,-58.128,-33.108,-25.02,45,"StrokesGainedTotal",2005
198,198,"Mark Brooks",72,-1.326,-83.541,-59.69,-23.851,63,"StrokesGainedTotal",2005
199,199,"Thomas Levet",54,-1.368,-49.238,-19.277,-29.961,36,"StrokesGainedTotal",2005
200,200,"Chris Riley",67,-1.437,-61.801,-40.823,-20.978,43,"StrokesGainedTotal",2005
201,201,"John Elliott",58,-1.478,-76.869,-69.644,-7.225,52,"StrokesGainedTotal",2005
202,202,"Craig Perks",67,-1.649,-97.301,-58.228,-39.073,59,"StrokesGainedTotal",2005
