"Front9Round3ScoringAverage_RANKTHISWEEK_2009","Front9Round3ScoringAverage_RANKLASTWEEK_2009","Front9Round3ScoringAverage_PLAYERNAME_2009","Front9Round3ScoringAverage__2009","Front9Round3ScoringAverage_AVG_2009","Front9Round3ScoringAverage_TOTALSTROKES_2009","Front9Round3ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"George McNeill",NA,34,510,15,"Front9Round3ScoringAverage",2009
2,2,"Fred Couples",NA,34.09,375,11,"Front9Round3ScoringAverage",2009
2,2,"Joe Durant",NA,34.09,375,11,"Front9Round3ScoringAverage",2009
4,4,"Brendon Todd",NA,34.17,205,6,"Front9Round3ScoringAverage",2009
5,5,"Zach Johnson",NA,34.19,718,21,"Front9Round3ScoringAverage",2009
6,6,"Greg Kraft",NA,34.2,171,5,"Front9Round3ScoringAverage",2009
7,7,"Steve Stricker",NA,34.22,616,18,"Front9Round3ScoringAverage",2009
8,8,"Briny Baird",NA,34.25,548,16,"Front9Round3ScoringAverage",2009
9,9,"Lucas Glover",NA,34.35,687,20,"Front9Round3ScoringAverage",2009
9,9,"Justin Leonard",NA,34.35,687,20,"Front9Round3ScoringAverage",2009
11,11,"Tim Clark",NA,34.39,619,18,"Front9Round3ScoringAverage",2009
11,11,"Marc Leishman",NA,34.39,619,18,"Front9Round3ScoringAverage",2009
13,13,"Tiger Woods",NA,34.47,517,15,"Front9Round3ScoringAverage",2009
14,14,"Leif Olson",NA,34.5,207,6,"Front9Round3ScoringAverage",2009
15,15,"Brandt Snedeker",NA,34.53,518,15,"Front9Round3ScoringAverage",2009
16,16,"David Toms",NA,34.55,760,22,"Front9Round3ScoringAverage",2009
17,17,"Charlie Wi",NA,34.56,622,18,"Front9Round3ScoringAverage",2009
18,18,"Bill Lunde",NA,34.6,519,15,"Front9Round3ScoringAverage",2009
19,19,"Jeff Klauk",NA,34.65,693,20,"Front9Round3ScoringAverage",2009
19,19,"Webb Simpson",NA,34.65,589,17,"Front9Round3ScoringAverage",2009
21,21,"Michael Allen",NA,34.67,520,15,"Front9Round3ScoringAverage",2009
22,22,"Matt Bettencourt",NA,34.68,659,19,"Front9Round3ScoringAverage",2009
22,22,"Jerry Kelly",NA,34.68,659,19,"Front9Round3ScoringAverage",2009
24,24,"Bryce Molder",NA,34.71,486,14,"Front9Round3ScoringAverage",2009
24,24,"Darron Stiles",NA,34.71,243,7,"Front9Round3ScoringAverage",2009
26,26,"Davis Love III",NA,34.74,660,19,"Front9Round3ScoringAverage",2009
27,27,"Adam Scott",NA,34.75,278,8,"Front9Round3ScoringAverage",2009
28,28,"Chris Riley",NA,34.76,591,17,"Front9Round3ScoringAverage",2009
29,29,"JB Holmes",NA,34.77,452,13,"Front9Round3ScoringAverage",2009
30,30,"Nick OHern",NA,34.78,626,18,"Front9Round3ScoringAverage",2009
30,30,"Kenny Perry",NA,34.78,800,23,"Front9Round3ScoringAverage",2009
32,32,"Corey Pavin",NA,34.79,487,14,"Front9Round3ScoringAverage",2009
33,33,"Scott Piercy",NA,34.8,522,15,"Front9Round3ScoringAverage",2009
34,34,"Brian Davis",NA,34.81,731,21,"Front9Round3ScoringAverage",2009
35,35,"Charley Hoffman",NA,34.82,766,22,"Front9Round3ScoringAverage",2009
