"OnePuttPercentageRound3_RANKTHISWEEK_2010","OnePuttPercentageRound3_RANKLASTWEEK_2010","OnePuttPercentageRound3_PLAYERNAME_2010","OnePuttPercentageRound3__2010","OnePuttPercentageRound3_Pct_2010","OnePuttPercentageRound3_OF1PUTTS_2010","OnePuttPercentageRound3_OFHOLES_2010","stat_name","year"
1,1,"Brandt Snedeker",NA,51.85,168,324,"OnePuttPercentageRound3",2010
2,2,"Troy Merritt",NA,45.93,124,270,"OnePuttPercentageRound3",2010
3,3,"Brian Gay",NA,45.83,165,360,"OnePuttPercentageRound3",2010
4,4,"Ryuji Imada",NA,45.42,139,306,"OnePuttPercentageRound3",2010
5,5,"Greg Chalmers",NA,45.03,154,342,"OnePuttPercentageRound3",2010
6,6,"Luke Donald",NA,44.44,120,270,"OnePuttPercentageRound3",2010
7,7,"Tom Gillis",NA,43.92,166,378,"OnePuttPercentageRound3",2010
7,7,"Charlie Wi",NA,43.92,166,378,"OnePuttPercentageRound3",2010
9,9,"Freddie Jacobson",NA,43.83,142,324,"OnePuttPercentageRound3",2010
9,9,"Pat Perez",NA,43.83,142,324,"OnePuttPercentageRound3",2010
11,11,"Brenden Pappas",NA,43.21,70,162,"OnePuttPercentageRound3",2010
12,12,"Geoff Ogilvy",NA,43.06,93,216,"OnePuttPercentageRound3",2010
13,13,"Ryan Palmer",NA,42.96,116,270,"OnePuttPercentageRound3",2010
13,13,"YE Yang",NA,42.96,116,270,"OnePuttPercentageRound3",2010
15,15,"Camilo Villegas",NA,42.81,131,306,"OnePuttPercentageRound3",2010
16,16,"Nathan Green",NA,42.71,123,288,"OnePuttPercentageRound3",2010
16,16,"Scott Verplank",NA,42.71,123,288,"OnePuttPercentageRound3",2010
18,18,"Justin Rose",NA,42.48,130,306,"OnePuttPercentageRound3",2010
19,19,"Justin Leonard",NA,42.28,137,324,"OnePuttPercentageRound3",2010
20,20,"Ryan Moore",NA,42.16,129,306,"OnePuttPercentageRound3",2010
21,21,"Bob Estes",NA,42.06,106,252,"OnePuttPercentageRound3",2010
22,22,"Charles Warren",NA,41.92,83,198,"OnePuttPercentageRound3",2010
23,23,"George McNeill",NA,41.67,90,216,"OnePuttPercentageRound3",2010
23,23,"Phil Mickelson",NA,41.67,135,324,"OnePuttPercentageRound3",2010
23,23,"Webb Simpson",NA,41.67,135,324,"OnePuttPercentageRound3",2010
