"FirstTeeLateLowestRound_RANKTHISWEEK_2008","FirstTeeLateLowestRound_RANKLASTWEEK_2008","FirstTeeLateLowestRound_PLAYERNAME_2008","FirstTeeLateLowestRound_ROUNDS_2008","FirstTeeLateLowestRound_LOWRND_2008","stat_name","year"
1,1,"Mike Weir",88,61,"FirstTeeLateLowestRound",2008
1,1,"Charlie Wi",97,61,"FirstTeeLateLowestRound",2008
3,3,"Stephen Ames",83,62,"FirstTeeLateLowestRound",2008
3,3,"Briny Baird",113,62,"FirstTeeLateLowestRound",2008
3,3,"Brian Gay",102,62,"FirstTeeLateLowestRound",2008
3,3,"Nathan Green",95,62,"FirstTeeLateLowestRound",2008
3,3,"JJ Henry",108,62,"FirstTeeLateLowestRound",2008
3,3,"Zach Johnson",85,62,"FirstTeeLateLowestRound",2008
3,3,"Bob Tway",70,62,"FirstTeeLateLowestRound",2008
10,10,"Ryan Armour",87,63,"FirstTeeLateLowestRound",2008
10,10,"Cameron Beckman",87,63,"FirstTeeLateLowestRound",2008
10,10,"Rich Beem",90,63,"FirstTeeLateLowestRound",2008
10,10,"Chris DiMarco",87,63,"FirstTeeLateLowestRound",2008
10,10,"Mathew Goggin",91,63,"FirstTeeLateLowestRound",2008
10,10,"Richard Johnson",60,63,"FirstTeeLateLowestRound",2008
10,10,"Matt Jones",95,63,"FirstTeeLateLowestRound",2008
10,10,"Martin Laird",98,63,"FirstTeeLateLowestRound",2008
10,10,"Troy Matteson",94,63,"FirstTeeLateLowestRound",2008
10,10,"Rod Pampling",83,63,"FirstTeeLateLowestRound",2008
10,10,"Pat Perez",93,63,"FirstTeeLateLowestRound",2008
10,10,"Rory Sabbatini",77,63,"FirstTeeLateLowestRound",2008
10,10,"Vijay Singh",82,63,"FirstTeeLateLowestRound",2008
10,10,"Graeme Storm",10,63,"FirstTeeLateLowestRound",2008
10,10,"Kevin Sutherland",98,63,"FirstTeeLateLowestRound",2008
10,10,"Camilo Villegas",79,63,"FirstTeeLateLowestRound",2008
10,10,"Nick Watney",96,63,"FirstTeeLateLowestRound",2008
10,10,"Tim Wilkinson",95,63,"FirstTeeLateLowestRound",2008
10,10,"Mark Wilson",107,63,"FirstTeeLateLowestRound",2008
29,29,"Brad Adamonis",87,64,"FirstTeeLateLowestRound",2008
29,29,"Michael Allen",91,64,"FirstTeeLateLowestRound",2008
29,29,"Shane Bertsch",96,64,"FirstTeeLateLowestRound",2008
29,29,"KJ Choi",74,64,"FirstTeeLateLowestRound",2008
29,29,"Stewart Cink",87,64,"FirstTeeLateLowestRound",2008
29,29,"Tim Clark",90,64,"FirstTeeLateLowestRound",2008
29,29,"Paul Claxton",63,64,"FirstTeeLateLowestRound",2008
29,29,"Gavin Coles",54,64,"FirstTeeLateLowestRound",2008
29,29,"Brian Davis",108,64,"FirstTeeLateLowestRound",2008
29,29,"Jim Furyk",95,64,"FirstTeeLateLowestRound",2008
29,29,"Tommy Gainey",60,64,"FirstTeeLateLowestRound",2008
29,29,"Sergio Garcia",72,64,"FirstTeeLateLowestRound",2008
29,29,"Retief Goosen",59,64,"FirstTeeLateLowestRound",2008
29,29,"Anthony Kim",81,64,"FirstTeeLateLowestRound",2008
29,29,"Matt Kuchar",88,64,"FirstTeeLateLowestRound",2008
29,29,"Peter Lonard",92,64,"FirstTeeLateLowestRound",2008
29,29,"Davis Love III",78,64,"FirstTeeLateLowestRound",2008
29,29,"Hunter Mahan",87,64,"FirstTeeLateLowestRound",2008
29,29,"Steve Marino",119,64,"FirstTeeLateLowestRound",2008
29,29,"Scott McCarron",63,64,"FirstTeeLateLowestRound",2008
29,29,"John Merrick",98,64,"FirstTeeLateLowestRound",2008
29,29,"Phil Mickelson",80,64,"FirstTeeLateLowestRound",2008
29,29,"Jon Mills",95,64,"FirstTeeLateLowestRound",2008
29,29,"Jeff Overton",103,64,"FirstTeeLateLowestRound",2008
29,29,"Heath Slocum",104,64,"FirstTeeLateLowestRound",2008
29,29,"Steve Stricker",75,64,"FirstTeeLateLowestRound",2008
29,29,"Bo Van Pelt",101,64,"FirstTeeLateLowestRound",2008
29,29,"Scott Verplank",82,64,"FirstTeeLateLowestRound",2008
57,57,"Robert Allenby",108,65,"FirstTeeLateLowestRound",2008
57,57,"Tommy Armour III",77,65,"FirstTeeLateLowestRound",2008
57,57,"Woody Austin",109,65,"FirstTeeLateLowestRound",2008
57,57,"Justin Bolli",87,65,"FirstTeeLateLowestRound",2008
57,57,"Chad Campbell",94,65,"FirstTeeLateLowestRound",2008
57,57,"Paul Casey",55,65,"FirstTeeLateLowestRound",2008
57,57,"Daniel Chopra",84,65,"FirstTeeLateLowestRound",2008
57,57,"Darren Clarke",6,65,"FirstTeeLateLowestRound",2008
57,57,"Chad Collins",72,65,"FirstTeeLateLowestRound",2008
57,57,"Ben Curtis",80,65,"FirstTeeLateLowestRound",2008
57,57,"Jason Day",81,65,"FirstTeeLateLowestRound",2008
57,57,"Ken Duke",116,65,"FirstTeeLateLowestRound",2008
57,57,"Joe Durant",92,65,"FirstTeeLateLowestRound",2008
57,57,"Ernie Els",51,65,"FirstTeeLateLowestRound",2008
57,57,"Fred Funk",42,65,"FirstTeeLateLowestRound",2008
57,57,"Robert Gamez",79,65,"FirstTeeLateLowestRound",2008
57,57,"Jason Gore",94,65,"FirstTeeLateLowestRound",2008
57,57,"Dudley Hart",74,65,"FirstTeeLateLowestRound",2008
57,57,"JP Hayes",67,65,"FirstTeeLateLowestRound",2008
57,57,"Mark Hensby",71,65,"FirstTeeLateLowestRound",2008
57,57,"Tim Herron",97,65,"FirstTeeLateLowestRound",2008
57,57,"John Huston",56,65,"FirstTeeLateLowestRound",2008
57,57,"Freddie Jacobson",78,65,"FirstTeeLateLowestRound",2008
57,57,"Lee Janzen",89,65,"FirstTeeLateLowestRound",2008
57,57,"Miguel Angel Jimenez",25,65,"FirstTeeLateLowestRound",2008
57,57,"Kent Jones",68,65,"FirstTeeLateLowestRound",2008
57,57,"Craig Kanada",65,65,"FirstTeeLateLowestRound",2008
57,57,"Jerry Kelly",89,65,"FirstTeeLateLowestRound",2008
57,57,"Greg Kraft",63,65,"FirstTeeLateLowestRound",2008
57,57,"Michael Letzig",88,65,"FirstTeeLateLowestRound",2008
57,57,"Will Ma Kenzie",62,65,"FirstTeeLateLowestRound",2008
57,57,"Jeff Maggert",86,65,"FirstTeeLateLowestRound",2008
57,57,"Parker McLachlin",88,65,"FirstTeeLateLowestRound",2008
57,57,"Rocco Mediate",87,65,"FirstTeeLateLowestRound",2008
57,57,"Sean OHair",81,65,"FirstTeeLateLowestRound",2008
57,57,"Ryan Palmer",69,65,"FirstTeeLateLowestRound",2008
57,57,"Brenden Pappas",66,65,"FirstTeeLateLowestRound",2008
57,57,"Tom Pernice Jr",104,65,"FirstTeeLateLowestRound",2008
57,57,"Kenny Perry",97,65,"FirstTeeLateLowestRound",2008
57,57,"Tim Petrovic",97,65,"FirstTeeLateLowestRound",2008
57,57,"Chez Reavie",102,65,"FirstTeeLateLowestRound",2008
57,57,"Andres Romero",69,65,"FirstTeeLateLowestRound",2008
57,57,"Justin Rose",46,65,"FirstTeeLateLowestRound",2008
57,57,"Patrick Sheehan",124,65,"FirstTeeLateLowestRound",2008
57,57,"Bob Sowards",61,65,"FirstTeeLateLowestRound",2008
57,57,"DJ Trahan",94,65,"FirstTeeLateLowestRound",2008
57,57,"Kirk Triplett",25,65,"FirstTeeLateLowestRound",2008
57,57,"Omar Uresti",74,65,"FirstTeeLateLowestRound",2008
57,57,"Johnson Wagner",83,65,"FirstTeeLateLowestRound",2008
57,57,"Charles Warren",79,65,"FirstTeeLateLowestRound",2008
57,57,"Boo Weekley",86,65,"FirstTeeLateLowestRound",2008
57,57,"Brett Wetterich",36,65,"FirstTeeLateLowestRound",2008
57,57,"Dean Wilson",109,65,"FirstTeeLateLowestRound",2008
110,110,"Steve Allan",58,66,"FirstTeeLateLowestRound",2008
110,110,"Stuart Appleby",87,66,"FirstTeeLateLowestRound",2008
110,110,"Eric Axley",113,66,"FirstTeeLateLowestRound",2008
110,110,"Notah Begay III",24,66,"FirstTeeLateLowestRound",2008
110,110,"Fred Couples",60,66,"FirstTeeLateLowestRound",2008
110,110,"Ben Crane",86,66,"FirstTeeLateLowestRound",2008
110,110,"John Daly",43,66,"FirstTeeLateLowestRound",2008
110,110,"Glen Day",64,66,"FirstTeeLateLowestRound",2008
110,110,"Luke Donald",35,66,"FirstTeeLateLowestRound",2008
110,110,"James Driscoll",85,66,"FirstTeeLateLowestRound",2008
110,110,"Jason Dufner",49,66,"FirstTeeLateLowestRound",2008
110,110,"Brad Elder",67,66,"FirstTeeLateLowestRound",2008
110,110,"Steve Elkington",84,66,"FirstTeeLateLowestRound",2008
110,110,"Bob Estes",90,66,"FirstTeeLateLowestRound",2008
110,110,"Steve Flesch",95,66,"FirstTeeLateLowestRound",2008
110,110,"Carlos Franco",73,66,"FirstTeeLateLowestRound",2008
110,110,"Harrison Frazar",73,66,"FirstTeeLateLowestRound",2008
110,110,"Lucas Glover",91,66,"FirstTeeLateLowestRound",2008
110,110,"Jeff Gove",50,66,"FirstTeeLateLowestRound",2008
110,110,"Paul Goydos",78,66,"FirstTeeLateLowestRound",2008
110,110,"Bill Haas",99,66,"FirstTeeLateLowestRound",2008
110,110,"Padraig Harrington",52,66,"FirstTeeLateLowestRound",2008
110,110,"JB Holmes",86,66,"FirstTeeLateLowestRound",2008
110,110,"Charles Howell III",101,66,"FirstTeeLateLowestRound",2008
110,110,"Ryuji Imada",80,66,"FirstTeeLateLowestRound",2008
110,110,"Trevor Immelman",70,66,"FirstTeeLateLowestRound",2008
110,110,"Dustin Johnson",92,66,"FirstTeeLateLowestRound",2008
110,110,"Cliff Kresge",84,66,"FirstTeeLateLowestRound",2008
110,110,"Doug LaBelle II",65,66,"FirstTeeLateLowestRound",2008
110,110,"Justin Leonard",101,66,"FirstTeeLateLowestRound",2008
110,110,"Frank Lickliter II",107,66,"FirstTeeLateLowestRound",2008
110,110,"John Mallinger",95,66,"FirstTeeLateLowestRound",2008
110,110,"Billy Mayfair",103,66,"FirstTeeLateLowestRound",2008
110,110,"George McNeill",97,66,"FirstTeeLateLowestRound",2008
110,110,"Ryan Moore",72,66,"FirstTeeLateLowestRound",2008
110,110,"Kevin Na",97,66,"FirstTeeLateLowestRound",2008
110,110,"Nick OHern",82,66,"FirstTeeLateLowestRound",2008
110,110,"Arron Oberholser",33,66,"FirstTeeLateLowestRound",2008
110,110,"Joe Ogilvie",100,66,"FirstTeeLateLowestRound",2008
110,110,"Jin Park",85,66,"FirstTeeLateLowestRound",2008
110,110,"Jesper Parnevik",88,66,"FirstTeeLateLowestRound",2008
110,110,"Carl Pettersson",110,66,"FirstTeeLateLowestRound",2008
110,110,"Jeff Quinney",87,66,"FirstTeeLateLowestRound",2008
110,110,"Tag Ridings",88,66,"FirstTeeLateLowestRound",2008
110,110,"Chris Riley",51,66,"FirstTeeLateLowestRound",2008
110,110,"John Rollins",94,66,"FirstTeeLateLowestRound",2008
110,110,"Tom Scherrer",56,66,"FirstTeeLateLowestRound",2008
110,110,"John Senden",93,66,"FirstTeeLateLowestRound",2008
110,110,"Scott Sterling",89,66,"FirstTeeLateLowestRound",2008
110,110,"Kevin Streelman",114,66,"FirstTeeLateLowestRound",2008
110,110,"Vaughn Taylor",103,66,"FirstTeeLateLowestRound",2008
110,110,"David Toms",70,66,"FirstTeeLateLowestRound",2008
110,110,"Marc Turnesa",87,66,"FirstTeeLateLowestRound",2008
110,110,"Jimmy Walker",73,66,"FirstTeeLateLowestRound",2008
110,110,"Bubba Watson",97,66,"FirstTeeLateLowestRound",2008
110,110,"Jay Williamson",96,66,"FirstTeeLateLowestRound",2008
110,110,"Tiger Woods",26,66,"FirstTeeLateLowestRound",2008
167,167,"Jason Allred",63,67,"FirstTeeLateLowestRound",2008
167,167,"Billy Andrade",71,67,"FirstTeeLateLowestRound",2008
167,167,"Aaron Baddeley",76,67,"FirstTeeLateLowestRound",2008
167,167,"Jason Bohn",45,67,"FirstTeeLateLowestRound",2008
167,167,"Michael Bradley",40,67,"FirstTeeLateLowestRound",2008
167,167,"Bart Bryant",81,67,"FirstTeeLateLowestRound",2008
167,167,"Mark Calcavecchia",67,67,"FirstTeeLateLowestRound",2008
167,167,"Alejandro Canizares",52,67,"FirstTeeLateLowestRound",2008
167,167,"Alex Cejka",75,67,"FirstTeeLateLowestRound",2008
167,167,"Nick Dougherty",24,67,"FirstTeeLateLowestRound",2008
167,167,"Kenneth Ferrie",72,67,"FirstTeeLateLowestRound",2008
167,167,"Nick Flanagan",89,67,"FirstTeeLateLowestRound",2008
167,167,"Cody Freeman",66,67,"FirstTeeLateLowestRound",2008
167,167,"Robert Garrigus",90,67,"FirstTeeLateLowestRound",2008
167,167,"Mathias Gronberg",87,67,"FirstTeeLateLowestRound",2008
167,167,"Anders Hansen",17,67,"FirstTeeLateLowestRound",2008
167,167,"Bernhard Langer",6,67,"FirstTeeLateLowestRound",2008
167,167,"Stephen Leaney",53,67,"FirstTeeLateLowestRound",2008
167,167,"Danny Lee",6,67,"FirstTeeLateLowestRound",2008
167,167,"Tom Lehman",51,67,"FirstTeeLateLowestRound",2008
167,167,"Steve Lowery",74,67,"FirstTeeLateLowestRound",2008
167,167,"Spike McRoy",13,67,"FirstTeeLateLowestRound",2008
167,167,"Corey Pavin",69,67,"FirstTeeLateLowestRound",2008
167,167,"Travis Perkins",53,67,"FirstTeeLateLowestRound",2008
167,167,"Brett Quigley",80,67,"FirstTeeLateLowestRound",2008
167,167,"John Riegger",73,67,"FirstTeeLateLowestRound",2008
167,167,"Mike Ruiz",4,67,"FirstTeeLateLowestRound",2008
167,167,"Brett Rumford",72,67,"FirstTeeLateLowestRound",2008
167,167,"Adam Scott",51,67,"FirstTeeLateLowestRound",2008
167,167,"Jeff Sluman",6,67,"FirstTeeLateLowestRound",2008
167,167,"Kevin Stadler",90,67,"FirstTeeLateLowestRound",2008
167,167,"Henrik Stenson",36,67,"FirstTeeLateLowestRound",2008
167,167,"Chris Stroud",81,67,"FirstTeeLateLowestRound",2008
167,167,"Nicholas Thompson",113,67,"FirstTeeLateLowestRound",2008
167,167,"Michael Thompson",14,67,"FirstTeeLateLowestRound",2008
167,167,"Lee Westwood",32,67,"FirstTeeLateLowestRound",2008
167,167,"YE Yang",89,67,"FirstTeeLateLowestRound",2008
204,204,"Brian Bateman",48,68,"FirstTeeLateLowestRound",2008
204,204,"Mark Brooks",48,68,"FirstTeeLateLowestRound",2008
204,204,"Olin Browne",77,68,"FirstTeeLateLowestRound",2008
204,204,"Andrew Buckle",46,68,"FirstTeeLateLowestRound",2008
204,204,"Jonathan Byrd",88,68,"FirstTeeLateLowestRound",2008
204,204,"Tom Byrum",36,68,"FirstTeeLateLowestRound",2008
204,204,"Jose Coceres",37,68,"FirstTeeLateLowestRound",2008
204,204,"Erik Compton",4,68,"FirstTeeLateLowestRound",2008
204,204,"Jay Delsing",19,68,"FirstTeeLateLowestRound",2008
204,204,"Todd Demsey",80,68,"FirstTeeLateLowestRound",2008
204,204,"David Duval",51,68,"FirstTeeLateLowestRound",2008
204,204,"Ross Fisher",19,68,"FirstTeeLateLowestRound",2008
204,204,"Brent Geiberger",26,68,"FirstTeeLateLowestRound",2008
204,204,"Todd Hamilton",92,68,"FirstTeeLateLowestRound",2008
204,204,"Bob Heintz",48,68,"FirstTeeLateLowestRound",2008
204,204,"Charley Hoffman",94,68,"FirstTeeLateLowestRound",2008
204,204,"Daniel Im",2,68,"FirstTeeLateLowestRound",2008
204,204,"Brandt Jobe",52,68,"FirstTeeLateLowestRound",2008
204,204,"Robert Karlsson",29,68,"FirstTeeLateLowestRound",2008
204,204,"Spencer Levin",4,68,"FirstTeeLateLowestRound",2008
204,204,"JL Lewis",40,68,"FirstTeeLateLowestRound",2008
204,204,"Luke List",4,68,"FirstTeeLateLowestRound",2008
204,204,"Shigeki Maruyama",50,68,"FirstTeeLateLowestRound",2008
204,204,"Daisuke Maruyama",12,68,"FirstTeeLateLowestRound",2008
204,204,"Jim McGovern",75,68,"FirstTeeLateLowestRound",2008
204,204,"Geoff Ogilvy",65,68,"FirstTeeLateLowestRound",2008
204,204,"Ian Poulter",51,68,"FirstTeeLateLowestRound",2008
204,204,"Nick Price",4,68,"FirstTeeLateLowestRound",2008
204,204,"Dicky Pride",39,68,"FirstTeeLateLowestRound",2008
204,204,"Ted Purdy",68,68,"FirstTeeLateLowestRound",2008
204,204,"Alvaro Quiros",8,68,"FirstTeeLateLowestRound",2008
204,204,"Jake Roos",4,68,"FirstTeeLateLowestRound",2008
204,204,"Michael Sim",27,68,"FirstTeeLateLowestRound",2008
204,204,"Jeev Milkha Singh",18,68,"FirstTeeLateLowestRound",2008
204,204,"Brandt Snedeker",85,68,"FirstTeeLateLowestRound",2008
204,204,"Paul Stankowski",38,68,"FirstTeeLateLowestRound",2008
204,204,"Roland Thatcher",41,68,"FirstTeeLateLowestRound",2008
204,204,"Kyle Thompson",70,68,"FirstTeeLateLowestRound",2008
204,204,"Casey Wittenberg",12,68,"FirstTeeLateLowestRound",2008
243,243,"Alex Aragon",4,69,"FirstTeeLateLowestRound",2008
243,243,"Mark Brown",12,69,"FirstTeeLateLowestRound",2008
243,243,"Angel Cabrera",55,69,"FirstTeeLateLowestRound",2008
243,243,"Brandel Chamblee",3,69,"FirstTeeLateLowestRound",2008
243,243,"Marco Dawson",64,69,"FirstTeeLateLowestRound",2008
243,243,"Dan Forsman",36,69,"FirstTeeLateLowestRound",2008
243,243,"Jim Gallagher Jr",17,69,"FirstTeeLateLowestRound",2008
243,243,"Gregory Havret",8,69,"FirstTeeLateLowestRound",2008
243,243,"Neal Lancaster",28,69,"FirstTeeLateLowestRound",2008
243,243,"David Lutterus",59,69,"FirstTeeLateLowestRound",2008
243,243,"Pablo Martin Benavides",10,69,"FirstTeeLateLowestRound",2008
243,243,"Graeme McDowell",16,69,"FirstTeeLateLowestRound",2008
243,243,"Shaun Micheel",45,69,"FirstTeeLateLowestRound",2008
243,243,"Larry Mize",46,69,"FirstTeeLateLowestRound",2008
243,243,"David Ogrin",2,69,"FirstTeeLateLowestRound",2008
243,243,"Jose Maria Olazabal",12,69,"FirstTeeLateLowestRound",2008
243,243,"Thomas Sherreard",4,69,"FirstTeeLateLowestRound",2008
243,243,"Bruce Smith",2,69,"FirstTeeLateLowestRound",2008
243,243,"Richard Sterne",25,69,"FirstTeeLateLowestRound",2008
243,243,"Esteban Toledo",12,69,"FirstTeeLateLowestRound",2008
243,243,"Jhonattan Vegas",4,69,"FirstTeeLateLowestRound",2008
243,243,"Grant Waite",17,69,"FirstTeeLateLowestRound",2008
243,243,"Drew Weaver",8,69,"FirstTeeLateLowestRound",2008
243,243,"Ron Whittaker",54,69,"FirstTeeLateLowestRound",2008
243,243,"Garrett Willis",34,69,"FirstTeeLateLowestRound",2008
269,269,"Ronnie Black",6,70,"FirstTeeLateLowestRound",2008
269,269,"Kevin Chappell",4,70,"FirstTeeLateLowestRound",2008
269,269,"Robert Damron",22,70,"FirstTeeLateLowestRound",2008
269,269,"Bubba Dickerson",4,70,"FirstTeeLateLowestRound",2008
269,269,"John Douma",4,70,"FirstTeeLateLowestRound",2008
269,269,"Scott Dunlap",2,70,"FirstTeeLateLowestRound",2008
269,269,"Simon Dyson",4,70,"FirstTeeLateLowestRound",2008
269,269,"Rick Fehr",4,70,"FirstTeeLateLowestRound",2008
269,269,"Alastair Forsyth",8,70,"FirstTeeLateLowestRound",2008
269,269,"Rickie Fowler",6,70,"FirstTeeLateLowestRound",2008
269,269,"Hiroyuki Fujita",4,70,"FirstTeeLateLowestRound",2008
269,269,"Soren Hansen",27,70,"FirstTeeLateLowestRound",2008
269,269,"PH Horgan III",2,70,"FirstTeeLateLowestRound",2008
269,269,"David Horsey",4,70,"FirstTeeLateLowestRound",2008
269,269,"Brendan Jones",15,70,"FirstTeeLateLowestRound",2008
269,269,"Jonathan Kaye",22,70,"FirstTeeLateLowestRound",2008
269,269,"Skip Kendall",15,70,"FirstTeeLateLowestRound",2008
269,269,"Soren Kjeldsen",8,70,"FirstTeeLateLowestRound",2008
269,269,"Colt Knost",13,70,"FirstTeeLateLowestRound",2008
269,269,"Ian Leggatt",17,70,"FirstTeeLateLowestRound",2008
269,269,"WC Liang",20,70,"FirstTeeLateLowestRound",2008
269,269,"Andrew Magee",9,70,"FirstTeeLateLowestRound",2008
269,269,"Prayad Marksaeng",11,70,"FirstTeeLateLowestRound",2008
269,269,"Len Mattiace",31,70,"FirstTeeLateLowestRound",2008
269,269,"Bob May",15,70,"FirstTeeLateLowestRound",2008
269,269,"Jonathan Moore",7,70,"FirstTeeLateLowestRound",2008
269,269,"Savio Nazareth",2,70,"FirstTeeLateLowestRound",2008
269,269,"Chapchai Nirat",4,70,"FirstTeeLateLowestRound",2008
269,269,"Greg Norman",11,70,"FirstTeeLateLowestRound",2008
269,269,"Craig Parry",14,70,"FirstTeeLateLowestRound",2008
269,269,"DA Points",12,70,"FirstTeeLateLowestRound",2008
269,269,"Webb Simpson",18,70,"FirstTeeLateLowestRound",2008
269,269,"Steve Sokol",2,70,"FirstTeeLateLowestRound",2008
269,269,"Mitsuhiro Tateyama",4,70,"FirstTeeLateLowestRound",2008
269,269,"Nick Taylor",6,70,"FirstTeeLateLowestRound",2008
269,269,"Diego Vanegas",4,70,"FirstTeeLateLowestRound",2008
269,269,"Simon Wakefield",4,70,"FirstTeeLateLowestRound",2008
306,306,"Thomas Aiken",4,71,"FirstTeeLateLowestRound",2008
306,306,"Craig Barlow",43,71,"FirstTeeLateLowestRound",2008
306,306,"Michael Campbell",16,71,"FirstTeeLateLowestRound",2008
306,306,"Ariel Canete",4,71,"FirstTeeLateLowestRound",2008
306,306,"Josh Cunliffe",2,71,"FirstTeeLateLowestRound",2008
306,306,"Niclas Fasth",32,71,"FirstTeeLateLowestRound",2008
306,306,"Brad Fritsch",2,71,"FirstTeeLateLowestRound",2008
306,306,"Peter Hanson",13,71,"FirstTeeLateLowestRound",2008
306,306,"David Howell",10,71,"FirstTeeLateLowestRound",2008
306,306,"Chris Kirk",11,71,"FirstTeeLateLowestRound",2008
306,306,"Michael Knight",2,71,"FirstTeeLateLowestRound",2008
306,306,"Brian Kontak",2,71,"FirstTeeLateLowestRound",2008
306,306,"Paul McGinley",4,71,"FirstTeeLateLowestRound",2008
306,306,"Damian McGrane",2,71,"FirstTeeLateLowestRound",2008
306,306,"Colin Montgomerie",21,71,"FirstTeeLateLowestRound",2008
306,306,"John Morse",21,71,"FirstTeeLateLowestRound",2008
306,306,"Andrew Parr",4,71,"FirstTeeLateLowestRound",2008
306,306,"Jacob Scriven",2,71,"FirstTeeLateLowestRound",2008
306,306,"Chris Smith",13,71,"FirstTeeLateLowestRound",2008
306,306,"Chip Sullivan",18,71,"FirstTeeLateLowestRound",2008
306,306,"Jon Turcott",6,71,"FirstTeeLateLowestRound",2008
306,306,"Duffy Waldorf",11,71,"FirstTeeLateLowestRound",2008
306,306,"Anthony Wall",4,71,"FirstTeeLateLowestRound",2008
306,306,"Oliver Wilson",12,71,"FirstTeeLateLowestRound",2008
330,330,"Paul Azinger",21,72,"FirstTeeLateLowestRound",2008
330,330,"Jon Bevan",2,72,"FirstTeeLateLowestRound",2008
