"EarlyPar3ScoringAverage_RANKTHISWEEK_2013","EarlyPar3ScoringAverage_RANKLASTWEEK_2013","EarlyPar3ScoringAverage_PLAYERNAME_2013","EarlyPar3ScoringAverage_ROUNDS_2013","EarlyPar3ScoringAverage_AVG_2013","EarlyPar3ScoringAverage_TOTALSTROKES_2013","EarlyPar3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Webb Simpson",92,2.94,470,160,"EarlyPar3ScoringAverage",2013
2,2,"Dustin Johnson",71,2.95,393,133,"EarlyPar3ScoringAverage",2013
2,2,"Ted Potter Jr",65,2.95,330,112,"EarlyPar3ScoringAverage",2013
4,4,"Jim Furyk",80,2.96,406,137,"EarlyPar3ScoringAverage",2013
4,4,"Phil Mickelson",78,2.96,429,145,"EarlyPar3ScoringAverage",2013
4,4,"Tiger Woods",61,2.96,284,96,"EarlyPar3ScoringAverage",2013
7,7,"Stuart Appleby",88,2.97,564,190,"EarlyPar3ScoringAverage",2013
7,7,"Luke Donald",60,2.97,339,114,"EarlyPar3ScoringAverage",2013
7,7,"Bob Estes",66,2.97,461,155,"EarlyPar3ScoringAverage",2013
7,7,"Colt Knost",69,2.97,464,156,"EarlyPar3ScoringAverage",2013
7,7,"Steve LeBrun",66,2.97,407,137,"EarlyPar3ScoringAverage",2013
7,7,"Bryce Molder",82,2.97,570,192,"EarlyPar3ScoringAverage",2013
7,7,"Brian Stuard",78,2.97,461,155,"EarlyPar3ScoringAverage",2013
7,7,"Andrew Svoboda",46,2.97,312,105,"EarlyPar3ScoringAverage",2013
15,15,"Stephen Ames",49,2.98,298,100,"EarlyPar3ScoringAverage",2013
15,15,"Bill Haas",85,2.98,378,127,"EarlyPar3ScoringAverage",2013
15,15,"John Huh",88,2.98,531,178,"EarlyPar3ScoringAverage",2013
15,15,"Matt Jones",83,2.98,518,174,"EarlyPar3ScoringAverage",2013
19,19,"Sangmoon Bae",83,2.99,575,192,"EarlyPar3ScoringAverage",2013
19,19,"Michael Bradley",56,2.99,332,111,"EarlyPar3ScoringAverage",2013
19,19,"JJ Henry",83,2.99,511,171,"EarlyPar3ScoringAverage",2013
19,19,"Justin Hicks",79,2.99,488,163,"EarlyPar3ScoringAverage",2013
19,19,"Brandt Jobe",62,2.99,431,144,"EarlyPar3ScoringAverage",2013
19,19,"Matt Kuchar",93,2.99,487,163,"EarlyPar3ScoringAverage",2013
19,19,"Geoff Ogilvy",57,2.99,422,141,"EarlyPar3ScoringAverage",2013
19,19,"Kevin Stadler",83,2.99,545,182,"EarlyPar3ScoringAverage",2013
27,27,"Ricky Barnes",74,3,516,172,"EarlyPar3ScoringAverage",2013
27,27,"Pat Perez",69,3,402,134,"EarlyPar3ScoringAverage",2013
27,27,"Justin Rose",62,3,204,68,"EarlyPar3ScoringAverage",2013
