"Scrambling2030ydsRTPScore_RANKTHISWEEK_2006","Scrambling2030ydsRTPScore_RANKLASTWEEK_2006","Scrambling2030ydsRTPScore_PLAYERNAME_2006","Scrambling2030ydsRTPScore_ROUNDS_2006","Scrambling2030ydsRTPScore_AVGRTP_2006","Scrambling2030ydsRTPScore_TOTALHOLES_2006","Scrambling2030ydsRTPScore_TOTALRTP_2006","stat_name","year"
1,1,"Corey Pavin",74,0.37,54,20,"Scrambling2030ydsRTPScore",2006
2,2,"Ernie Els",69,0.379,58,22,"Scrambling2030ydsRTPScore",2006
3,3,"Vijay Singh",103,0.386,88,34,"Scrambling2030ydsRTPScore",2006
4,4,"David Toms",76,0.388,80,31,"Scrambling2030ydsRTPScore",2006
5,5,"JL Lewis",57,0.389,54,21,"Scrambling2030ydsRTPScore",2006
6,6,"Kris Cox",83,0.395,76,30,"Scrambling2030ydsRTPScore",2006
7,7,"Rory Sabbatini",84,0.404,52,21,"Scrambling2030ydsRTPScore",2006
8,8,"Greg Kraft",79,0.414,58,24,"Scrambling2030ydsRTPScore",2006
9,9,"Ben Crane",85,0.415,82,34,"Scrambling2030ydsRTPScore",2006
10,10,"Mike Sposa",68,0.416,77,32,"Scrambling2030ydsRTPScore",2006
11,11,"Jim Furyk",89,0.417,48,20,"Scrambling2030ydsRTPScore",2006
12,12,"Paul Azinger",87,0.424,85,36,"Scrambling2030ydsRTPScore",2006
13,13,"Michael Allen",84,0.43,79,34,"Scrambling2030ydsRTPScore",2006
14,14,"Tim Clark",80,0.436,55,24,"Scrambling2030ydsRTPScore",2006
14,14,"Sergio Garcia",59,0.436,39,17,"Scrambling2030ydsRTPScore",2006
16,16,"Tim Petrovic",95,0.438,105,46,"Scrambling2030ydsRTPScore",2006
17,17,"Bernhard Langer",77,0.439,66,29,"Scrambling2030ydsRTPScore",2006
18,18,"Brian Gay",107,0.447,132,59,"Scrambling2030ydsRTPScore",2006
18,18,"Brett Quigley",109,0.447,103,46,"Scrambling2030ydsRTPScore",2006
20,20,"Craig Barlow",77,0.448,58,26,"Scrambling2030ydsRTPScore",2006
20,20,"Ryuji Imada",105,0.448,134,60,"Scrambling2030ydsRTPScore",2006
22,22,"Stewart Cink",93,0.45,80,36,"Scrambling2030ydsRTPScore",2006
23,23,"Jason Bohn",104,0.452,84,38,"Scrambling2030ydsRTPScore",2006
24,24,"Jonathan Byrd",66,0.453,53,24,"Scrambling2030ydsRTPScore",2006
25,25,"Chris DiMarco",83,0.456,57,26,"Scrambling2030ydsRTPScore",2006
26,26,"Kent Jones",103,0.458,96,44,"Scrambling2030ydsRTPScore",2006
26,26,"Jesper Parnevik",84,0.458,96,44,"Scrambling2030ydsRTPScore",2006
28,28,"Mark OMeara",52,0.46,63,29,"Scrambling2030ydsRTPScore",2006
29,29,"Lucas Glover",105,0.462,91,42,"Scrambling2030ydsRTPScore",2006
29,29,"Skip Kendall",72,0.462,52,24,"Scrambling2030ydsRTPScore",2006
31,31,"Peter Lonard",77,0.463,67,31,"Scrambling2030ydsRTPScore",2006
31,31,"Ryan Moore",68,0.463,67,31,"Scrambling2030ydsRTPScore",2006
33,33,"KJ Choi",93,0.464,97,45,"Scrambling2030ydsRTPScore",2006
34,34,"Bob Tway",81,0.465,86,40,"Scrambling2030ydsRTPScore",2006
35,35,"Aaron Baddeley",78,0.467,90,42,"Scrambling2030ydsRTPScore",2006
36,36,"Trevor Immelman",86,0.468,62,29,"Scrambling2030ydsRTPScore",2006
36,36,"Rod Pampling",89,0.468,77,36,"Scrambling2030ydsRTPScore",2006
38,38,"Steve Stricker",64,0.469,32,15,"Scrambling2030ydsRTPScore",2006
39,39,"Brad Faxon",78,0.47,115,54,"Scrambling2030ydsRTPScore",2006
39,39,"Jerry Kelly",100,0.47,100,47,"Scrambling2030ydsRTPScore",2006
41,41,"Stuart Appleby",83,0.475,80,38,"Scrambling2030ydsRTPScore",2006
42,42,"Troy Matteson",101,0.477,109,52,"Scrambling2030ydsRTPScore",2006
42,42,"Jerry Smith",94,0.477,86,41,"Scrambling2030ydsRTPScore",2006
44,44,"James Driscoll",80,0.479,117,56,"Scrambling2030ydsRTPScore",2006
44,44,"Omar Uresti",61,0.479,48,23,"Scrambling2030ydsRTPScore",2006
46,46,"Marco Dawson",87,0.482,85,41,"Scrambling2030ydsRTPScore",2006
47,47,"Mark Brooks",90,0.483,87,42,"Scrambling2030ydsRTPScore",2006
47,47,"Paul Goydos",72,0.483,60,29,"Scrambling2030ydsRTPScore",2006
49,49,"Bob Estes",85,0.484,64,31,"Scrambling2030ydsRTPScore",2006
50,50,"Henrik Bjornstad",97,0.485,99,48,"Scrambling2030ydsRTPScore",2006
50,50,"Chris Riley",86,0.485,103,50,"Scrambling2030ydsRTPScore",2006
50,50,"Kevin Sutherland",100,0.485,101,49,"Scrambling2030ydsRTPScore",2006
53,53,"Jose Maria Olazabal",62,0.488,41,20,"Scrambling2030ydsRTPScore",2006
53,53,"Jeff Sluman",101,0.488,86,42,"Scrambling2030ydsRTPScore",2006
55,55,"Daniel Chopra",110,0.49,104,51,"Scrambling2030ydsRTPScore",2006
56,56,"Paul Stankowski",70,0.491,53,26,"Scrambling2030ydsRTPScore",2006
57,57,"John Cook",67,0.492,61,30,"Scrambling2030ydsRTPScore",2006
58,58,"JJ Henry",96,0.494,87,43,"Scrambling2030ydsRTPScore",2006
58,58,"Daisuke Maruyama",83,0.494,87,43,"Scrambling2030ydsRTPScore",2006
60,60,"Nathan Green",108,0.495,105,52,"Scrambling2030ydsRTPScore",2006
60,60,"Richard Johnson",94,0.495,95,47,"Scrambling2030ydsRTPScore",2006
60,60,"Shigeki Maruyama",94,0.495,103,51,"Scrambling2030ydsRTPScore",2006
60,60,"Carl Pettersson",95,0.495,91,45,"Scrambling2030ydsRTPScore",2006
60,60,"Nick Watney",97,0.495,105,52,"Scrambling2030ydsRTPScore",2006
65,65,"Doug Barron",74,0.5,74,37,"Scrambling2030ydsRTPScore",2006
65,65,"Luke Donald",66,0.5,44,22,"Scrambling2030ydsRTPScore",2006
65,65,"Charles Howell III",96,0.5,78,39,"Scrambling2030ydsRTPScore",2006
65,65,"Thomas Levet",53,0.5,46,23,"Scrambling2030ydsRTPScore",2006
65,65,"Joe Ogilvie",95,0.5,72,36,"Scrambling2030ydsRTPScore",2006
65,65,"Tom Pernice Jr",108,0.5,100,50,"Scrambling2030ydsRTPScore",2006
65,65,"Jimmy Walker",60,0.5,78,39,"Scrambling2030ydsRTPScore",2006
65,65,"Tiger Woods",55,0.5,14,7,"Scrambling2030ydsRTPScore",2006
73,73,"Jeff Overton",95,0.504,113,57,"Scrambling2030ydsRTPScore",2006
74,74,"Arjun Atwal",97,0.505,109,55,"Scrambling2030ydsRTPScore",2006
75,75,"Jonathan Kaye",95,0.506,77,39,"Scrambling2030ydsRTPScore",2006
75,75,"Frank Lickliter II",99,0.506,77,39,"Scrambling2030ydsRTPScore",2006
77,77,"Sean OHair",100,0.507,69,35,"Scrambling2030ydsRTPScore",2006
77,77,"Mark Wilson",79,0.507,69,35,"Scrambling2030ydsRTPScore",2006
79,79,"Bill Haas",99,0.509,106,54,"Scrambling2030ydsRTPScore",2006
80,80,"Scott Verplank",88,0.51,51,26,"Scrambling2030ydsRTPScore",2006
81,81,"John Huston",74,0.511,94,48,"Scrambling2030ydsRTPScore",2006
82,82,"Pat Perez",50,0.512,43,22,"Scrambling2030ydsRTPScore",2006
83,83,"John Rollins",93,0.513,78,40,"Scrambling2030ydsRTPScore",2006
84,84,"Billy Andrade",78,0.514,70,36,"Scrambling2030ydsRTPScore",2006
84,84,"Danny Ellis",68,0.514,70,36,"Scrambling2030ydsRTPScore",2006
84,84,"Phil Mickelson",74,0.514,35,18,"Scrambling2030ydsRTPScore",2006
87,87,"Brent Geiberger",99,0.517,116,60,"Scrambling2030ydsRTPScore",2006
87,87,"Zach Johnson",98,0.517,89,46,"Scrambling2030ydsRTPScore",2006
89,89,"Arron Oberholser",82,0.518,56,29,"Scrambling2030ydsRTPScore",2006
