"PowerRating_RANKTHISWEEK_2016","PowerRating_RANKLASTWEEK_2016","PowerRating_PLAYERNAME_2016","PowerRating_EVENTS_2016","PowerRating_RATING_2016","stat_name","year"
1,1,"Trey Mullinax",2,10,"PowerRating",2016
2,2,"Brandon Hagy",1,9.8,"PowerRating",2016
2,2,"JB Holmes",8,9.8,"PowerRating",2016
4,5,"Rory McIlroy",5,9.7,"PowerRating",2016
4,4,"Bubba Watson",4,9.7,"PowerRating",2016
6,7,"Dustin Johnson",6,9.5,"PowerRating",2016
6,7,"Luke List",7,9.5,"PowerRating",2016
8,9,"Andrew Loupe",9,9.4,"PowerRating",2016
8,5,"Gary Woodland",9,9.4,"PowerRating",2016
10,NA,"Matt Dobyns",1,9.3,"PowerRating",2016
10,10,"Jason Kokrak",8,9.3,"PowerRating",2016
10,10,"Ryan Palmer",11,9.3,"PowerRating",2016
10,10,"Ryan Ruffels",3,9.3,"PowerRating",2016
14,13,"Jamie Lovemark",12,9.2,"PowerRating",2016
15,15,"Tony Finau",7,9.1,"PowerRating",2016
15,14,"Patrick Rodgers",7,9.1,"PowerRating",2016
17,15,"Scott Hend",1,9,"PowerRating",2016
17,15,"Ryo Ishikawa",1,9,"PowerRating",2016
17,15,"Smylie Kaufman",10,9,"PowerRating",2016
17,15,"Ollie Schniederjans",4,9,"PowerRating",2016
21,20,"Jason Day",6,8.9,"PowerRating",2016
21,20,"Charles Howell III",13,8.9,"PowerRating",2016
21,22,"Justin Rose",6,8.9,"PowerRating",2016
24,22,"Sergio Garcia",2,8.8,"PowerRating",2016
24,26,"Robert Garrigus",6,8.8,"PowerRating",2016
24,22,"Brooks Koepka",6,8.8,"PowerRating",2016
24,26,"Adam Scott",6,8.8,"PowerRating",2016
24,26,"Brendan Steele",9,8.8,"PowerRating",2016
24,22,"Justin Thomas",8,8.8,"PowerRating",2016
30,26,"Bryson DeChambeau",2,8.7,"PowerRating",2016
31,31,"Byeong Hun An",3,8.6,"PowerRating",2016
31,26,"Harold Varner III",10,8.6,"PowerRating",2016
33,32,"Hudson Swafford",7,8.4,"PowerRating",2016
33,35,"Jhonattan Vegas",9,8.4,"PowerRating",2016
35,33,"Benjamin Taylor",1,8.3,"PowerRating",2016
35,33,"DJ Trahan",1,8.3,"PowerRating",2016
37,40,"Rickie Fowler",8,8.2,"PowerRating",2016
38,37,"Branden Grace",4,8.1,"PowerRating",2016
38,37,"Charley Hoffman",9,8.1,"PowerRating",2016
38,37,"Greg Owen",7,8.1,"PowerRating",2016
38,35,"Scott Pinckney",6,8.1,"PowerRating",2016
42,40,"Rafael Campos",1,8,"PowerRating",2016
42,40,"Andres Gonzales",4,8,"PowerRating",2016
42,40,"Sean OHair",9,8,"PowerRating",2016
45,46,"Daniel Berger",8,7.9,"PowerRating",2016
45,46,"Keegan Bradley",3,7.9,"PowerRating",2016
45,40,"Harris English",8,7.9,"PowerRating",2016
45,46,"Maverick McNealy",1,7.9,"PowerRating",2016
49,50,"Russell Henley",7,7.8,"PowerRating",2016
49,56,"Patrick Reed",8,7.8,"PowerRating",2016
51,51,"Kiradech Aphibarnrat",2,7.7,"PowerRating",2016
51,64,"Angel Cabrera",7,7.7,"PowerRating",2016
51,40,"Ernie Els",6,7.7,"PowerRating",2016
51,51,"Phil Mickelson",7,7.7,"PowerRating",2016
51,51,"Seung Yul Noh",9,7.7,"PowerRating",2016
51,69,"Carlos Ortiz",5,7.7,"PowerRating",2016
