"Total1PuttsInside5_RANKTHISWEEK_2014","Total1PuttsInside5_RANKLASTWEEK_2014","Total1PuttsInside5_PLAYERNAME_2014","Total1PuttsInside5_ROUNDS_2014","Total1PuttsInside5_TOTAL_2014","Total1PuttsInside5_TOTALFORALLDISTANCES_2014","Total1PuttsInside5_PCTOFALL1PUTTS_2014","stat_name","year"
68,68,"Kevin Kisner",85,252,495,50.9,"Total1PuttsInside5",2014
68,68,"Brandt Snedeker",89,252,492,51.2,"Total1PuttsInside5",2014
70,70,"Harris English",95,251,506,49.6,"Total1PuttsInside5",2014
70,70,"Hideki Matsuyama",82,251,480,52.3,"Total1PuttsInside5",2014
72,72,"Richard Lee",80,250,471,53.1,"Total1PuttsInside5",2014
73,73,"Keegan Bradley",89,249,483,51.6,"Total1PuttsInside5",2014
73,73,"Jonathan Byrd",76,249,444,56.1,"Total1PuttsInside5",2014
75,75,"Robert Garrigus",80,248,515,48.2,"Total1PuttsInside5",2014
75,75,"YE Yang",79,248,444,55.9,"Total1PuttsInside5",2014
77,77,"Rickie Fowler",91,247,477,51.8,"Total1PuttsInside5",2014
77,77,"Jerry Kelly",80,247,486,50.8,"Total1PuttsInside5",2014
77,77,"Marc Leishman",81,247,480,51.5,"Total1PuttsInside5",2014
77,77,"David Lingmerth",80,247,474,52.1,"Total1PuttsInside5",2014
81,81,"Sean OHair",77,246,473,52,"Total1PuttsInside5",2014
82,82,"Russell Henley",92,242,524,46.2,"Total1PuttsInside5",2014
82,82,"Tyrone Van Aswegen",79,242,462,52.4,"Total1PuttsInside5",2014
84,84,"Bryce Molder",77,239,457,52.3,"Total1PuttsInside5",2014
85,85,"George McNeill",79,238,502,47.4,"Total1PuttsInside5",2014
85,85,"Mike Weir",69,238,421,56.5,"Total1PuttsInside5",2014
87,87,"Tim Clark",75,237,459,51.6,"Total1PuttsInside5",2014
88,88,"Martin Flores",85,236,467,50.5,"Total1PuttsInside5",2014
88,88,"Trevor Immelman",84,236,434,54.4,"Total1PuttsInside5",2014
90,90,"Jeff Overton",80,235,475,49.5,"Total1PuttsInside5",2014
91,91,"Sangmoon Bae",76,232,486,47.7,"Total1PuttsInside5",2014
91,91,"JJ Henry",91,232,458,50.7,"Total1PuttsInside5",2014
93,93,"Ken Duke",80,231,453,51,"Total1PuttsInside5",2014
94,94,"Danny Lee",84,230,492,46.7,"Total1PuttsInside5",2014
95,95,"Matt Every",85,229,503,45.5,"Total1PuttsInside5",2014
96,96,"Charlie Beljan",76,228,449,50.8,"Total1PuttsInside5",2014
96,96,"Kyle Stanley",87,228,432,52.8,"Total1PuttsInside5",2014
96,96,"Robert Streb",75,228,462,49.4,"Total1PuttsInside5",2014
99,99,"Chad Collins",78,226,453,49.9,"Total1PuttsInside5",2014
99,99,"Ryo Ishikawa",75,226,461,49,"Total1PuttsInside5",2014
101,101,"Kevin Streelman",79,225,442,50.9,"Total1PuttsInside5",2014
102,102,"Davis Love III",74,222,425,52.2,"Total1PuttsInside5",2014
102,102,"Ben Martin",80,222,448,49.6,"Total1PuttsInside5",2014
104,104,"Aaron Baddeley",74,220,464,47.4,"Total1PuttsInside5",2014
105,105,"Ben Curtis",77,219,446,49.1,"Total1PuttsInside5",2014
106,106,"Derek Ernst",80,217,412,52.7,"Total1PuttsInside5",2014
106,106,"Charl Schwartzel",64,217,410,52.9,"Total1PuttsInside5",2014
106,106,"Nicholas Thompson",85,217,444,48.9,"Total1PuttsInside5",2014
109,109,"Tommy Gainey",73,215,425,50.6,"Total1PuttsInside5",2014
109,109,"Jhonattan Vegas",77,215,417,51.6,"Total1PuttsInside5",2014
111,111,"John Merrick",87,214,443,48.3,"Total1PuttsInside5",2014
111,111,"Scott Stallings",77,214,424,50.5,"Total1PuttsInside5",2014
113,113,"James Driscoll",71,212,398,53.3,"Total1PuttsInside5",2014
113,113,"Ryan Moore",86,212,445,47.6,"Total1PuttsInside5",2014
115,115,"Robert Allenby",83,211,457,46.2,"Total1PuttsInside5",2014
115,115,"Shawn Stefani",60,211,399,52.9,"Total1PuttsInside5",2014
115,115,"Johnson Wagner",69,211,387,54.5,"Total1PuttsInside5",2014
118,118,"Jason Kokrak",65,210,431,48.7,"Total1PuttsInside5",2014
118,118,"Andrew Svoboda",77,210,427,49.2,"Total1PuttsInside5",2014
118,118,"Bubba Watson",76,210,396,53,"Total1PuttsInside5",2014
121,121,"Rory Sabbatini",82,209,453,46.1,"Total1PuttsInside5",2014
121,121,"Kevin Stadler",90,209,398,52.5,"Total1PuttsInside5",2014
123,123,"Roberto Castro",76,207,404,51.2,"Total1PuttsInside5",2014
124,124,"Graham DeLaet",80,206,423,48.7,"Total1PuttsInside5",2014
124,124,"Matt Jones",83,206,429,48,"Total1PuttsInside5",2014
126,126,"Justin Rose",70,204,380,53.7,"Total1PuttsInside5",2014
127,127,"Phil Mickelson",71,203,402,50.5,"Total1PuttsInside5",2014
127,127,"Bo Van Pelt",83,203,447,45.4,"Total1PuttsInside5",2014
129,129,"Woody Austin",63,201,402,50,"Total1PuttsInside5",2014
129,129,"Angel Cabrera",69,201,418,48.1,"Total1PuttsInside5",2014
129,129,"Ted Potter Jr",68,201,407,49.4,"Total1PuttsInside5",2014
129,129,"Heath Slocum",71,201,417,48.2,"Total1PuttsInside5",2014
129,129,"Mark Wilson",69,201,373,53.9,"Total1PuttsInside5",2014
134,134,"Troy Merritt",62,200,387,51.7,"Total1PuttsInside5",2014
134,134,"John Rollins",84,200,420,47.6,"Total1PuttsInside5",2014
136,136,"Adam Scott",68,199,413,48.2,"Total1PuttsInside5",2014
137,137,"John Peterson",62,198,357,55.5,"Total1PuttsInside5",2014
138,138,"Billy Horschel",92,194,441,44,"Total1PuttsInside5",2014
139,139,"Michael Thompson",74,193,433,44.6,"Total1PuttsInside5",2014
140,140,"Wes Roach",67,191,372,51.3,"Total1PuttsInside5",2014
141,141,"DA Points",75,188,373,50.4,"Total1PuttsInside5",2014
142,142,"Boo Weekley",73,187,328,57,"Total1PuttsInside5",2014
143,143,"Nick Watney",80,186,385,48.3,"Total1PuttsInside5",2014
144,144,"Rory McIlroy",66,185,376,49.2,"Total1PuttsInside5",2014
145,145,"Bud Cauley",56,184,307,59.9,"Total1PuttsInside5",2014
146,146,"Jim Renner",61,183,334,54.8,"Total1PuttsInside5",2014
147,147,"Spencer Levin",59,182,340,53.5,"Total1PuttsInside5",2014
148,148,"Martin Laird",66,180,342,52.6,"Total1PuttsInside5",2014
149,149,"Andrew Loupe",65,179,373,48,"Total1PuttsInside5",2014
150,150,"David Toms",64,178,373,47.7,"Total1PuttsInside5",2014
151,151,"Ian Poulter",57,175,319,54.9,"Total1PuttsInside5",2014
152,152,"Troy Matteson",62,174,322,54,"Total1PuttsInside5",2014
153,153,"DH Lee",54,172,324,53.1,"Total1PuttsInside5",2014
154,154,"Luke Donald",57,171,337,50.7,"Total1PuttsInside5",2014
154,154,"Jamie Lovemark",64,171,320,53.4,"Total1PuttsInside5",2014
156,156,"Briny Baird",50,169,306,55.2,"Total1PuttsInside5",2014
157,157,"Lee Westwood",57,168,333,50.5,"Total1PuttsInside5",2014
158,158,"Martin Kaymer",65,167,338,49.4,"Total1PuttsInside5",2014
158,158,"Graeme McDowell",66,167,350,47.7,"Total1PuttsInside5",2014
160,160,"Hudson Swafford",75,162,344,47.1,"Total1PuttsInside5",2014
161,161,"Jonas Blixt",64,161,315,51.1,"Total1PuttsInside5",2014
162,162,"Jim Herman",62,160,314,51,"Total1PuttsInside5",2014
163,163,"Paul Casey",56,158,334,47.3,"Total1PuttsInside5",2014
164,164,"Jeff Maggert",54,156,298,52.3,"Total1PuttsInside5",2014
165,165,"Brooks Koepka",56,155,303,51.2,"Total1PuttsInside5",2014
166,166,"Kevin Tway",64,154,293,52.6,"Total1PuttsInside5",2014
167,167,"Sergio Garcia",61,149,295,50.5,"Total1PuttsInside5",2014
167,167,"Dustin Johnson",58,149,294,50.7,"Total1PuttsInside5",2014
169,169,"Brad Fritsch",50,147,276,53.3,"Total1PuttsInside5",2014
169,169,"Lucas Glover",68,147,278,52.9,"Total1PuttsInside5",2014
171,171,"Jason Dufner",57,146,282,51.8,"Total1PuttsInside5",2014
172,172,"Bronson La Cassie",51,137,261,52.5,"Total1PuttsInside5",2014
173,173,"Jason Day",54,136,255,53.3,"Total1PuttsInside5",2014
174,174,"Chad Campbell",57,134,277,48.4,"Total1PuttsInside5",2014
175,175,"Will Wilcox",51,128,256,50,"Total1PuttsInside5",2014
176,176,"Henrik Stenson",56,127,252,50.4,"Total1PuttsInside5",2014
177,177,"Louis Oosthuizen",50,101,208,48.6,"Total1PuttsInside5",2014
