"DrivingPct300320Measured_RANKTHISWEEK_2010","DrivingPct300320Measured_RANKLASTWEEK_2010","DrivingPct300320Measured_PLAYERNAME_2010","DrivingPct300320Measured_ROUNDS_2010","DrivingPct300320Measured_Pct_2010","DrivingPct300320Measured_TOTALDRIVESFOR300320_2010","DrivingPct300320Measured_TOTALDRVSOVERALL_2010","DrivingPct300320Measured_RELATIVETOPAR_2010","stat_name","year"
1,1,"Brett Wetterich",54,38.89,42,108,3.98,"DrivingPct300320Measured",2010
2,2,"Charles Warren",64,38.39,43,112,3.23,"DrivingPct300320Measured",2010
3,3,"Davis Love III",79,37.67,55,146,3.4,"DrivingPct300320Measured",2010
4,4,"John Daly",63,37.25,38,102,3.63,"DrivingPct300320Measured",2010
5,5,"Rory McIlroy",54,36.36,32,88,3.84,"DrivingPct300320Measured",2010
6,6,"Bubba Watson",77,36,54,150,3.83,"DrivingPct300320Measured",2010
7,7,"Dustin Johnson",83,35.71,50,140,3.84,"DrivingPct300320Measured",2010
8,8,"Aaron Baddeley",94,34.24,63,184,4.14,"DrivingPct300320Measured",2010
9,9,"Cameron Percy",73,34.09,45,132,3.67,"DrivingPct300320Measured",2010
10,10,"Troy Matteson",84,33.33,56,168,3.86,"DrivingPct300320Measured",2010
11,11,"Alex Prugh",88,33.14,57,172,3.67,"DrivingPct300320Measured",2010
12,12,"Charley Hoffman",85,33.13,55,166,3.8,"DrivingPct300320Measured",2010
13,13,"Phil Mickelson",76,32.81,42,128,4.24,"DrivingPct300320Measured",2010
14,14,"Graham DeLaet",88,31.71,52,164,3.46,"DrivingPct300320Measured",2010
15,15,"Jarrod Lyle",54,31.52,29,92,3.52,"DrivingPct300320Measured",2010
16,16,"JB Holmes",100,31.25,60,192,3.85,"DrivingPct300320Measured",2010
17,17,"Angel Cabrera",64,31.13,33,106,3.55,"DrivingPct300320Measured",2010
18,18,"Adam Scott",70,31.03,36,116,3.58,"DrivingPct300320Measured",2010
19,19,"Robert Garrigus",71,30.77,40,130,3.45,"DrivingPct300320Measured",2010
20,20,"Andres Romero",73,30.14,44,146,3.61,"DrivingPct300320Measured",2010
21,21,"Jimmy Walker",82,30.13,47,156,3.98,"DrivingPct300320Measured",2010
22,22,"DJ Trahan",92,29.89,55,184,3.75,"DrivingPct300320Measured",2010
23,23,"Roger Tambellini",77,29.71,41,138,3.34,"DrivingPct300320Measured",2010
24,24,"Greg Owen",69,28.99,40,138,3.63,"DrivingPct300320Measured",2010
25,25,"Jason Day",82,28.85,45,156,3.69,"DrivingPct300320Measured",2010
26,26,"Charles Howell III",103,28.79,57,198,3.93,"DrivingPct300320Measured",2010
27,27,"Nick Watney",91,28.29,43,152,3.91,"DrivingPct300320Measured",2010
28,28,"Kevin Stadler",86,28.21,44,156,3.57,"DrivingPct300320Measured",2010
29,29,"Scott Piercy",88,27.84,49,176,3.63,"DrivingPct300320Measured",2010
30,30,"David Lutterus",69,27.78,35,126,3.54,"DrivingPct300320Measured",2010
31,31,"James Driscoll",78,27.56,43,156,3.65,"DrivingPct300320Measured",2010
32,32,"George McNeill",79,27.27,42,154,3.55,"DrivingPct300320Measured",2010
33,33,"Martin Laird",91,26.97,48,178,3.38,"DrivingPct300320Measured",2010
34,34,"Michael Letzig",84,26.79,45,168,3.27,"DrivingPct300320Measured",2010
35,35,"Derek Lamely",81,26.71,39,146,3.82,"DrivingPct300320Measured",2010
36,36,"Rickie Fowler",98,26.6,50,188,3.8,"DrivingPct300320Measured",2010
37,37,"Bill Haas",87,26.54,43,162,3.63,"DrivingPct300320Measured",2010
38,38,"Mathias Gronberg",61,26.42,28,106,2.86,"DrivingPct300320Measured",2010
39,39,"Josh Teater",101,26.26,52,198,3.48,"DrivingPct300320Measured",2010
40,40,"JJ Henry",92,26.22,43,164,3.7,"DrivingPct300320Measured",2010
41,41,"Paul Casey",64,26.04,25,96,3.96,"DrivingPct300320Measured",2010
41,41,"Bo Van Pelt",104,26.04,50,192,3.6,"DrivingPct300320Measured",2010
