"ProximitytoHolefrom1020yards_RANKTHISWEEK_2007","ProximitytoHolefrom1020yards_RANKLASTWEEK_2007","ProximitytoHolefrom1020yards_PLAYERNAME_2007","ProximitytoHolefrom1020yards_ROUNDS_2007","ProximitytoHolefrom1020yards_AVGDTP_2007","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2007","ProximitytoHolefrom1020yards_OFSHOTS_2007","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2007","stat_name","year"
1,1,"KJ Choi",87,NA,1059.417,194,9,"ProximitytoHolefrom1020yards",2007
2,2,"Stuart Appleby",74,NA,1116.917,194,71,"ProximitytoHolefrom1020yards",2007
2,2,"Justin Leonard",95,NA,1338.5,233,39,"ProximitytoHolefrom1020yards",2007
4,4,"Tim Clark",66,NA,972.417,167,4,"ProximitytoHolefrom1020yards",2007
5,5,"Jose Maria Olazabal",52,NA,784.583,132,140,"ProximitytoHolefrom1020yards",2007
6,6,"Tom Lehman",62,NA,734.25,122,160,"ProximitytoHolefrom1020yards",2007
6,6,"Steve Stricker",81,NA,920.75,154,21,"ProximitytoHolefrom1020yards",2007
6,6,"David Toms",80,NA,1127.333,188,66,"ProximitytoHolefrom1020yards",2007
9,9,"Jose Coceres",50,NA,858.5,141,6,"ProximitytoHolefrom1020yards",2007
10,10,"Aaron Baddeley",83,NA,1476.917,239,25,"ProximitytoHolefrom1020yards",2007
10,10,"Steve Flesch",100,NA,1489,241,82,"ProximitytoHolefrom1020yards",2007
10,10,"Ryuji Imada",104,NA,1698.583,275,48,"ProximitytoHolefrom1020yards",2007
10,10,"Matt Kuchar",85,NA,1294.083,209,5,"ProximitytoHolefrom1020yards",2007
10,10,"Mike Weir",82,NA,1094.333,178,70,"ProximitytoHolefrom1020yards",2007
15,15,"Alex Cejka",80,NA,1250.167,199,11,"ProximitytoHolefrom1020yards",2007
15,15,"Trevor Immelman",74,NA,903.583,144,123,"ProximitytoHolefrom1020yards",2007
15,15,"Jarrod Lyle",77,NA,1328.583,212,81,"ProximitytoHolefrom1020yards",2007
15,15,"Phil Mickelson",73,NA,976.667,156,53,"ProximitytoHolefrom1020yards",2007
15,15,"Chris Riley",59,NA,1000.917,160,1,"ProximitytoHolefrom1020yards",2007
15,15,"Vijay Singh",102,NA,1600.25,257,61,"ProximitytoHolefrom1020yards",2007
15,15,"Heath Slocum",101,NA,1729.667,275,16,"ProximitytoHolefrom1020yards",2007
