"GreensorFringeinRegulation_RANKTHISWEEK_2013","GreensorFringeinRegulation_RANKLASTWEEK_2013","GreensorFringeinRegulation_PLAYERNAME_2013","GreensorFringeinRegulation_ROUNDS_2013","GreensorFringeinRegulation_Pct_2013","GreensorFringeinRegulation_TOTALHIT_2013","GreensorFringeinRegulation_TOTALATTEMPTS_2013","GreensorFringeinRegulation_RTPSCORE_2013","stat_name","year"
46,46,"Trevor Immelman",73,71.42,797,1116,-125,"GreensorFringeinRegulation",2013
47,47,"Pat Perez",69,71.35,822,1152,-211,"GreensorFringeinRegulation",2013
48,48,"Chris Kirk",89,71.33,1040,1458,-306,"GreensorFringeinRegulation",2013
49,49,"Tiger Woods",61,71.32,552,774,-193,"GreensorFringeinRegulation",2013
50,50,"Ryan Palmer",79,71.26,885,1242,-261,"GreensorFringeinRegulation",2013
51,51,"Jerry Kelly",75,71.18,820,1152,-196,"GreensorFringeinRegulation",2013
52,52,"Brandt Jobe",62,71.07,678,954,-159,"GreensorFringeinRegulation",2013
53,53,"Harris English",95,71,1048,1476,-289,"GreensorFringeinRegulation",2013
54,54,"Cameron Tringale",80,70.96,958,1350,-221,"GreensorFringeinRegulation",2013
55,55,"Matt Jones",83,70.95,894,1260,-224,"GreensorFringeinRegulation",2013
55,55,"Gary Woodland",94,70.95,1060,1494,-290,"GreensorFringeinRegulation",2013
57,57,"Kevin Streelman",86,70.92,868,1224,-224,"GreensorFringeinRegulation",2013
58,58,"William McGirt",75,70.89,906,1278,-214,"GreensorFringeinRegulation",2013
59,59,"John Senden",79,70.86,778,1098,-160,"GreensorFringeinRegulation",2013
60,60,"Chez Reavie",72,70.81,854,1206,-201,"GreensorFringeinRegulation",2013
61,61,"Jeff Overton",78,70.8,943,1332,-236,"GreensorFringeinRegulation",2013
62,62,"Robert Garrigus",69,70.75,624,882,-178,"GreensorFringeinRegulation",2013
63,63,"Ben Kohles",75,70.7,789,1116,-155,"GreensorFringeinRegulation",2013
64,64,"Rory McIlroy",56,70.69,521,737,-158,"GreensorFringeinRegulation",2013
65,65,"Jason Kokrak",78,70.68,916,1296,-240,"GreensorFringeinRegulation",2013
66,66,"Martin Laird",68,70.65,674,954,-148,"GreensorFringeinRegulation",2013
66,66,"Steve LeBrun",66,70.65,674,954,-143,"GreensorFringeinRegulation",2013
66,66,"Charl Schwartzel",69,70.65,686,971,-214,"GreensorFringeinRegulation",2013
69,69,"Cameron Percy",68,70.57,724,1026,-149,"GreensorFringeinRegulation",2013
70,70,"Matt Every",89,70.56,1016,1440,-278,"GreensorFringeinRegulation",2013
71,71,"Russell Henley",80,70.51,837,1187,-227,"GreensorFringeinRegulation",2013
72,72,"Brandt Snedeker",79,70.5,736,1044,-216,"GreensorFringeinRegulation",2013
73,73,"Charley Hoffman",84,70.32,924,1314,-261,"GreensorFringeinRegulation",2013
74,74,"George McNeill",68,70.31,810,1152,-188,"GreensorFringeinRegulation",2013
75,75,"Richard Lee",81,70.29,911,1296,-202,"GreensorFringeinRegulation",2013
76,76,"DH Lee",65,70.21,733,1044,-164,"GreensorFringeinRegulation",2013
77,77,"Ryo Ishikawa",72,70.2,695,990,-137,"GreensorFringeinRegulation",2013
77,77,"Brendan Steele",86,70.2,973,1386,-224,"GreensorFringeinRegulation",2013
79,79,"Phil Mickelson",78,70.18,720,1026,-244,"GreensorFringeinRegulation",2013
79,79,"Ryan Moore",72,70.18,720,1026,-182,"GreensorFringeinRegulation",2013
81,81,"Henrik Norlander",70,70.15,745,1062,-171,"GreensorFringeinRegulation",2013
81,81,"Jimmy Walker",84,70.15,947,1350,-263,"GreensorFringeinRegulation",2013
83,83,"Greg Owen",73,70.12,833,1188,-171,"GreensorFringeinRegulation",2013
84,84,"Martin Kaymer",61,70.11,530,756,-123,"GreensorFringeinRegulation",2013
85,85,"Carl Pettersson",82,70.05,807,1152,-205,"GreensorFringeinRegulation",2013
85,85,"Camilo Villegas",79,70.05,807,1152,-207,"GreensorFringeinRegulation",2013
87,87,"Daniel Summerhays",83,70.01,983,1404,-270,"GreensorFringeinRegulation",2013
88,88,"Ernie Els",63,69.91,604,864,-145,"GreensorFringeinRegulation",2013
89,89,"Bob Estes",66,69.89,780,1116,-188,"GreensorFringeinRegulation",2013
90,90,"Bo Van Pelt",72,69.86,679,972,-162,"GreensorFringeinRegulation",2013
91,91,"Ken Duke",87,69.85,943,1350,-216,"GreensorFringeinRegulation",2013
91,91,"Brad Fritsch",81,69.85,855,1224,-209,"GreensorFringeinRegulation",2013
93,93,"Andrew Svoboda",46,69.84,440,630,-102,"GreensorFringeinRegulation",2013
94,94,"Stuart Appleby",88,69.76,992,1422,-217,"GreensorFringeinRegulation",2013
95,95,"Eric Meierdierks",48,69.67,464,666,-74,"GreensorFringeinRegulation",2013
96,96,"Brian Stuard",78,69.66,790,1134,-168,"GreensorFringeinRegulation",2013
97,97,"James Hahn",78,69.65,840,1206,-232,"GreensorFringeinRegulation",2013
98,98,"Josh Teater",86,69.49,763,1098,-212,"GreensorFringeinRegulation",2013
99,99,"Luke Donald",60,69.44,575,828,-172,"GreensorFringeinRegulation",2013
100,100,"David Hearn",88,69.41,912,1314,-247,"GreensorFringeinRegulation",2013
101,101,"Rickie Fowler",75,69.4,737,1062,-206,"GreensorFringeinRegulation",2013
102,102,"Chris Stroud",88,69.37,974,1404,-244,"GreensorFringeinRegulation",2013
103,103,"Bud Cauley",67,69.35,699,1008,-166,"GreensorFringeinRegulation",2013
103,103,"Will Claxton",67,69.35,699,1008,-129,"GreensorFringeinRegulation",2013
105,105,"Jason Day",86,69.31,761,1098,-199,"GreensorFringeinRegulation",2013
106,106,"Martin Flores",83,69.3,948,1368,-235,"GreensorFringeinRegulation",2013
107,107,"Troy Matteson",68,69.21,735,1062,-164,"GreensorFringeinRegulation",2013
108,108,"Ben Crane",62,69.19,685,990,-144,"GreensorFringeinRegulation",2013
109,109,"Marc Leishman",77,69.18,797,1152,-190,"GreensorFringeinRegulation",2013
110,110,"Jin Park",52,69.12,535,774,-101,"GreensorFringeinRegulation",2013
111,111,"David Toms",49,69.1,398,576,-86,"GreensorFringeinRegulation",2013
112,112,"Ted Potter Jr",65,69.09,684,990,-171,"GreensorFringeinRegulation",2013
113,113,"Tag Ridings",69,69.06,721,1044,-173,"GreensorFringeinRegulation",2013
114,114,"Seung Yul Noh",71,69,770,1116,-175,"GreensorFringeinRegulation",2013
115,115,"Graeme McDowell",53,68.77,458,666,-105,"GreensorFringeinRegulation",2013
115,115,"Scott Stallings",79,68.77,817,1188,-205,"GreensorFringeinRegulation",2013
117,117,"Michael Bradley",56,68.73,532,774,-94,"GreensorFringeinRegulation",2013
118,118,"Erik Compton",74,68.72,804,1170,-173,"GreensorFringeinRegulation",2013
119,119,"Angel Cabrera",73,68.71,705,1026,-169,"GreensorFringeinRegulation",2013
120,120,"Charlie Beljan",62,68.69,680,990,-154,"GreensorFringeinRegulation",2013
121,121,"Sangmoon Bae",83,68.67,890,1296,-238,"GreensorFringeinRegulation",2013
122,122,"Ian Poulter",59,68.66,482,702,-121,"GreensorFringeinRegulation",2013
123,123,"Fabian Gomez",65,68.65,692,1008,-164,"GreensorFringeinRegulation",2013
124,124,"Dicky Pride",71,68.64,729,1062,-155,"GreensorFringeinRegulation",2013
125,125,"Brian Davis",91,68.61,1025,1494,-282,"GreensorFringeinRegulation",2013
126,126,"Robert Streb",75,68.46,764,1116,-174,"GreensorFringeinRegulation",2013
127,127,"Morgan Hoffmann",64,68.45,653,954,-191,"GreensorFringeinRegulation",2013
128,128,"Scott Langley",79,68.14,785,1152,-178,"GreensorFringeinRegulation",2013
129,129,"Luke Guthrie",82,68.12,797,1170,-185,"GreensorFringeinRegulation",2013
130,130,"Jason Bohn",70,68.1,809,1188,-217,"GreensorFringeinRegulation",2013
131,131,"DA Points",87,68.06,833,1224,-202,"GreensorFringeinRegulation",2013
132,132,"Bryce Molder",82,68,869,1278,-226,"GreensorFringeinRegulation",2013
133,133,"Scott Brown",65,67.98,673,990,-158,"GreensorFringeinRegulation",2013
134,134,"David Lynn",70,67.96,685,1008,-164,"GreensorFringeinRegulation",2013
135,135,"Scott Piercy",78,67.92,758,1116,-210,"GreensorFringeinRegulation",2013
136,136,"YE Yang",56,67.89,501,738,-120,"GreensorFringeinRegulation",2013
137,137,"Ben Curtis",59,67.87,562,828,-113,"GreensorFringeinRegulation",2013
138,138,"David Mathis",71,67.83,757,1116,-160,"GreensorFringeinRegulation",2013
139,139,"James Driscoll",76,67.72,768,1134,-201,"GreensorFringeinRegulation",2013
139,139,"Robert Karlsson",56,67.72,451,666,-95,"GreensorFringeinRegulation",2013
141,141,"Greg Chalmers",77,67.62,852,1260,-231,"GreensorFringeinRegulation",2013
142,142,"Patrick Reed",83,67.49,899,1332,-232,"GreensorFringeinRegulation",2013
143,143,"David Lingmerth",68,67.45,692,1026,-181,"GreensorFringeinRegulation",2013
144,144,"Johnson Wagner",64,67.41,631,936,-115,"GreensorFringeinRegulation",2013
145,145,"Tim Clark",64,67.31,521,774,-132,"GreensorFringeinRegulation",2013
146,146,"Freddie Jacobson",63,67.27,557,828,-150,"GreensorFringeinRegulation",2013
147,147,"Brian Harman",89,67.11,918,1368,-225,"GreensorFringeinRegulation",2013
148,148,"Scott Gardiner",61,67.09,628,936,-144,"GreensorFringeinRegulation",2013
148,148,"Michael Thompson",66,67.09,640,954,-136,"GreensorFringeinRegulation",2013
150,150,"Steven Bowditch",67,67.05,700,1044,-171,"GreensorFringeinRegulation",2013
151,151,"Doug LaBelle II",72,67.04,712,1062,-179,"GreensorFringeinRegulation",2013
152,152,"Vaughn Taylor",50,66.94,482,720,-123,"GreensorFringeinRegulation",2013
153,153,"Alistair Presnell",59,66.91,554,828,-120,"GreensorFringeinRegulation",2013
154,154,"Robert Allenby",58,66.77,625,936,-126,"GreensorFringeinRegulation",2013
155,155,"Justin Leonard",86,66.67,900,1350,-238,"GreensorFringeinRegulation",2013
155,155,"Geoff Ogilvy",57,66.67,504,756,-94,"GreensorFringeinRegulation",2013
155,155,"Rod Pampling",46,66.67,420,630,-98,"GreensorFringeinRegulation",2013
155,155,"Andres Romero",63,66.67,624,936,-156,"GreensorFringeinRegulation",2013
155,155,"Lee Williams",62,66.67,612,918,-116,"GreensorFringeinRegulation",2013
160,160,"Derek Ernst",58,66.55,587,882,-124,"GreensorFringeinRegulation",2013
161,161,"Shawn Stefani",63,66.44,598,900,-145,"GreensorFringeinRegulation",2013
162,162,"Aaron Watkins",46,66.19,417,630,-104,"GreensorFringeinRegulation",2013
163,163,"Casey Wittenberg",72,66.12,726,1098,-145,"GreensorFringeinRegulation",2013
164,164,"Jonas Blixt",76,66.09,797,1206,-188,"GreensorFringeinRegulation",2013
165,165,"Tommy Gainey",84,66,891,1350,-223,"GreensorFringeinRegulation",2013
166,166,"Tim Herron",45,65.91,522,792,-122,"GreensorFringeinRegulation",2013
167,167,"Sean OHair",56,65.8,604,918,-128,"GreensorFringeinRegulation",2013
168,168,"Darron Stiles",51,65.74,497,756,-106,"GreensorFringeinRegulation",2013
169,169,"Colt Knost",69,65.61,685,1044,-150,"GreensorFringeinRegulation",2013
170,170,"Padraig Harrington",52,65.56,413,630,-106,"GreensorFringeinRegulation",2013
170,170,"Luke List",65,65.56,613,935,-147,"GreensorFringeinRegulation",2013
172,172,"Bobby Gates",49,65.5,448,684,-86,"GreensorFringeinRegulation",2013
173,173,"Charlie Wi",75,65.07,773,1188,-209,"GreensorFringeinRegulation",2013
174,174,"Peter Hanson",45,64.98,386,594,-111,"GreensorFringeinRegulation",2013
175,175,"Tom Gillis",69,64.81,700,1080,-147,"GreensorFringeinRegulation",2013
176,176,"Stephen Ames",49,64.77,513,792,-128,"GreensorFringeinRegulation",2013
177,177,"Justin Bolli",59,63.16,523,828,-108,"GreensorFringeinRegulation",2013
178,178,"Brian Gay",79,63.07,806,1278,-216,"GreensorFringeinRegulation",2013
179,179,"Mike Weir",60,61.58,521,846,-131,"GreensorFringeinRegulation",2013
180,180,"Aaron Baddeley",68,61.21,650,1062,-194,"GreensorFringeinRegulation",2013
