"3PuttAvoidance2025_RANKTHISWEEK_2010","3PuttAvoidance2025_RANKLASTWEEK_2010","3PuttAvoidance2025_PLAYERNAME_2010","3PuttAvoidance2025_ROUNDS_2010","3PuttAvoidance2025_Pct_2010","3PuttAvoidance2025_TOTAL3PUTTS_2010","3PuttAvoidance2025_ATTEMPTS_2010","3PuttAvoidance2025_2PUTTORBETTERPct_2010","stat_name","year"
1,1,"Aaron Baddeley",94,0,NA,118,100,"3PuttAvoidance2025",2010
1,1,"Rich Barcelo",70,0,NA,80,100,"3PuttAvoidance2025",2010
1,1,"Henrik Bjornstad",72,0,NA,95,100,"3PuttAvoidance2025",2010
1,1,"Daniel Chopra",74,0,NA,93,100,"3PuttAvoidance2025",2010
1,1,"Tim Clark",88,0,NA,82,100,"3PuttAvoidance2025",2010
1,1,"Ben Curtis",78,0,NA,105,100,"3PuttAvoidance2025",2010
1,1,"Brent Delahoussaye",57,0,NA,78,100,"3PuttAvoidance2025",2010
1,1,"Luke Donald",71,0,NA,62,100,"3PuttAvoidance2025",2010
1,1,"Rickie Fowler",98,0,NA,132,100,"3PuttAvoidance2025",2010
1,1,"Jim Furyk",76,0,NA,98,100,"3PuttAvoidance2025",2010
1,1,"Brian Gay",101,0,NA,94,100,"3PuttAvoidance2025",2010
1,1,"Tim Herron",79,0,NA,88,100,"3PuttAvoidance2025",2010
1,1,"Andrew McLardy",52,0,NA,56,100,"3PuttAvoidance2025",2010
1,1,"Rod Pampling",77,0,NA,101,100,"3PuttAvoidance2025",2010
1,1,"Michael Sim",64,0,NA,81,100,"3PuttAvoidance2025",2010
1,1,"Paul Stankowski",62,0,NA,99,100,"3PuttAvoidance2025",2010
1,1,"Roger Tambellini",77,0,NA,102,100,"3PuttAvoidance2025",2010
1,1,"Chris Tidland",77,0,NA,121,100,"3PuttAvoidance2025",2010
1,1,"Dean Wilson",54,0,NA,73,100,"3PuttAvoidance2025",2010
20,20,"Kevin Sutherland",86,0.71,1,141,99.2,"3PuttAvoidance2025",2010
21,21,"Charles Howell III",103,0.73,1,137,99.2,"3PuttAvoidance2025",2010
22,22,"Ryuji Imada",90,0.74,1,135,99.2,"3PuttAvoidance2025",2010
22,22,"Vaughn Taylor",87,0.74,1,135,99.2,"3PuttAvoidance2025",2010
24,24,"Joe Ogilvie",99,0.75,1,134,99.2,"3PuttAvoidance2025",2010
25,25,"Josh Teater",101,0.76,1,132,99.2,"3PuttAvoidance2025",2010
26,26,"James Nitties",92,0.77,1,130,99.2,"3PuttAvoidance2025",2010
27,27,"Charley Hoffman",85,0.79,1,127,99.2,"3PuttAvoidance2025",2010
28,28,"Chris Stroud",90,0.83,1,121,99.1,"3PuttAvoidance2025",2010
29,29,"Jerry Kelly",99,0.87,1,115,99.1,"3PuttAvoidance2025",2010
30,30,"Will Ma Kenzie",72,0.88,1,113,99.1,"3PuttAvoidance2025",2010
31,31,"Marc Leishman",87,0.89,1,112,99.1,"3PuttAvoidance2025",2010
32,32,"Michael Bradley",77,0.91,1,110,99,"3PuttAvoidance2025",2010
32,32,"Chris DiMarco",88,0.91,1,110,99,"3PuttAvoidance2025",2010
32,32,"Alex Prugh",88,0.91,1,110,99,"3PuttAvoidance2025",2010
35,35,"Chad Collins",87,0.92,1,109,99,"3PuttAvoidance2025",2010
36,36,"Jason Bohn",84,0.93,1,108,99,"3PuttAvoidance2025",2010
36,36,"James Driscoll",78,0.93,1,108,99,"3PuttAvoidance2025",2010
36,36,"Garrett Willis",82,0.93,1,108,99,"3PuttAvoidance2025",2010
39,39,"Matt Kuchar",97,0.97,1,103,99,"3PuttAvoidance2025",2010
40,40,"KJ Choi",82,1,1,100,99,"3PuttAvoidance2025",2010
41,41,"Derek Lamely",81,1.01,1,99,98.9,"3PuttAvoidance2025",2010
41,41,"Davis Love III",79,1.01,1,99,98.9,"3PuttAvoidance2025",2010
43,43,"Andres Romero",73,1.03,1,97,98.9,"3PuttAvoidance2025",2010
44,44,"Chris Couch",66,1.05,1,95,98.9,"3PuttAvoidance2025",2010
45,45,"David Toms",86,1.09,1,92,98.9,"3PuttAvoidance2025",2010
46,46,"John Senden",103,1.18,2,170,98.8,"3PuttAvoidance2025",2010
47,47,"Paul Casey",64,1.2,1,83,98.8,"3PuttAvoidance2025",2010
47,47,"Steve Elkington",74,1.2,1,83,98.8,"3PuttAvoidance2025",2010
49,49,"Steve Stricker",73,1.22,1,82,98.7,"3PuttAvoidance2025",2010
50,50,"Tim Petrovic",105,1.27,2,158,98.7,"3PuttAvoidance2025",2010
51,51,"Retief Goosen",75,1.3,1,77,98.7,"3PuttAvoidance2025",2010
52,52,"Vijay Singh",75,1.32,1,76,98.6,"3PuttAvoidance2025",2010
52,52,"Jeev Milkha Singh",59,1.32,1,76,98.6,"3PuttAvoidance2025",2010
54,54,"Geoff Ogilvy",62,1.33,1,75,98.6,"3PuttAvoidance2025",2010
55,55,"Craig Bowden",56,1.35,1,74,98.6,"3PuttAvoidance2025",2010
56,56,"Matt Every",60,1.37,1,73,98.6,"3PuttAvoidance2025",2010
57,57,"Robert Allenby",76,1.39,1,72,98.6,"3PuttAvoidance2025",2010
57,57,"Jarrod Lyle",54,1.39,1,72,98.6,"3PuttAvoidance2025",2010
57,57,"Webb Simpson",98,1.39,2,144,98.6,"3PuttAvoidance2025",2010
60,60,"Skip Kendall",58,1.47,1,68,98.5,"3PuttAvoidance2025",2010
60,60,"Camilo Villegas",78,1.47,1,68,98.5,"3PuttAvoidance2025",2010
62,62,"Padraig Harrington",57,1.49,1,67,98.5,"3PuttAvoidance2025",2010
62,62,"Carl Pettersson",99,1.49,2,134,98.5,"3PuttAvoidance2025",2010
64,64,"Trevor Immelman",55,1.54,1,65,98.4,"3PuttAvoidance2025",2010
65,65,"Blake Adams",84,1.56,2,128,98.4,"3PuttAvoidance2025",2010
65,65,"Cliff Kresge",50,1.56,1,64,98.4,"3PuttAvoidance2025",2010
67,67,"Chad Campbell",95,1.61,2,124,98.3,"3PuttAvoidance2025",2010
68,68,"Briny Baird",87,1.65,2,121,98.3,"3PuttAvoidance2025",2010
68,68,"JB Holmes",100,1.65,2,121,98.3,"3PuttAvoidance2025",2010
68,68,"Justin Leonard",89,1.65,2,121,98.3,"3PuttAvoidance2025",2010
71,71,"Scott McCarron",90,1.69,2,118,98.3,"3PuttAvoidance2025",2010
72,72,"Stephen Ames",75,1.74,2,115,98.2,"3PuttAvoidance2025",2010
72,72,"Brian Stuard",81,1.74,2,115,98.2,"3PuttAvoidance2025",2010
74,74,"Jeff Overton",89,1.77,2,113,98.2,"3PuttAvoidance2025",2010
75,75,"JJ Henry",92,1.79,2,112,98.2,"3PuttAvoidance2025",2010
76,76,"Brandt Snedeker",89,1.85,2,108,98.1,"3PuttAvoidance2025",2010
77,77,"Spencer Levin",110,1.88,3,160,98.1,"3PuttAvoidance2025",2010
78,78,"Michael Connell",89,1.89,2,106,98.1,"3PuttAvoidance2025",2010
