"PuttingRating_RANKTHISWEEK_2015","PuttingRating_RANKLASTWEEK_2015","PuttingRating_PLAYERNAME_2015","PuttingRating_EVENTS_2015","PuttingRating_RATING_2015","stat_name","year"
1,1,"Joe Affrunti",1,9.5,"PuttingRating",2015
2,2,"Andy Sullivan",1,9.4,"PuttingRating",2015
3,3,"Ollie Schniederjans",2,9.2,"PuttingRating",2015
4,4,"George Coetzee",2,9.1,"PuttingRating",2015
5,5,"Steve Lowery",1,8.9,"PuttingRating",2015
5,5,"Martin Piller",1,8.9,"PuttingRating",2015
5,5,"Michael Smith",1,8.9,"PuttingRating",2015
8,8,"Jason Allred",1,8.8,"PuttingRating",2015
8,8,"Kiradech Aphibarnrat",2,8.8,"PuttingRating",2015
8,8,"Bryson DeChambeau",1,8.8,"PuttingRating",2015
11,11,"Tyrrell Hatton",1,8.7,"PuttingRating",2015
11,11,"Tom Johnson",1,8.7,"PuttingRating",2015
11,11,"Scott Verplank",2,8.7,"PuttingRating",2015
14,14,"DH Lee",1,8.6,"PuttingRating",2015
14,14,"Robby Shelton",1,8.6,"PuttingRating",2015
14,14,"Gunn Yang",1,8.6,"PuttingRating",2015
17,17,"Erik Compton",14,8.5,"PuttingRating",2015
17,17,"Austin Cook",5,8.5,"PuttingRating",2015
17,17,"Nick Cullen",1,8.5,"PuttingRating",2015
17,17,"Trevor Immelman",2,8.5,"PuttingRating",2015
17,17,"Rod Pampling",3,8.5,"PuttingRating",2015
17,17,"Cameron Smith",6,8.5,"PuttingRating",2015
23,23,"Mark Anderson",3,8.4,"PuttingRating",2015
23,23,"Soren Kjeldsen",1,8.4,"PuttingRating",2015
23,23,"Patrick Reed",19,8.4,"PuttingRating",2015
23,23,"Jordan Spieth",16,8.4,"PuttingRating",2015
23,23,"Peter Uihlein",1,8.4,"PuttingRating",2015
23,23,"Cory Whitsett",2,8.4,"PuttingRating",2015
29,29,"Steve Flesch",1,8.3,"PuttingRating",2015
29,29,"Danny Lee",22,8.3,"PuttingRating",2015
29,29,"Kenny Perry",3,8.3,"PuttingRating",2015
29,29,"Ian Poulter",11,8.3,"PuttingRating",2015
29,29,"Brendon Todd",18,8.3,"PuttingRating",2015
29,29,"Marc Warren",4,8.3,"PuttingRating",2015
35,35,"Thomas Aiken",2,8.2,"PuttingRating",2015
35,35,"Rickie Fowler",13,8.2,"PuttingRating",2015
35,35,"Morgan Hoffmann",14,8.2,"PuttingRating",2015
35,35,"JB Holmes",15,8.2,"PuttingRating",2015
35,35,"Hiroshi Iwata",1,8.2,"PuttingRating",2015
35,35,"Freddie Jacobson",8,8.2,"PuttingRating",2015
35,35,"Zach Johnson",16,8.2,"PuttingRating",2015
35,35,"Pablo Larrazabal",1,8.2,"PuttingRating",2015
35,35,"Ryan Moore",13,8.2,"PuttingRating",2015
35,35,"Jimmy Walker",16,8.2,"PuttingRating",2015
35,35,"Lee Westwood",7,8.2,"PuttingRating",2015
35,35,"Tiger Woods",5,8.2,"PuttingRating",2015
47,47,"Steven Alker",8,8.1,"PuttingRating",2015
47,47,"Steven Bowditch",17,8.1,"PuttingRating",2015
47,47,"Greg Chalmers",8,8.1,"PuttingRating",2015
47,47,"KJ Choi",12,8.1,"PuttingRating",2015
47,47,"Chad Collins",13,8.1,"PuttingRating",2015
47,47,"Jason Day",14,8.1,"PuttingRating",2015
47,47,"Derek Fathauer",11,8.1,"PuttingRating",2015
47,47,"Harrison Frazar",2,8.1,"PuttingRating",2015
47,47,"Fabian Gomez",13,8.1,"PuttingRating",2015
47,47,"Smylie Kaufman",1,8.1,"PuttingRating",2015
47,47,"Jerry Kelly",13,8.1,"PuttingRating",2015
47,47,"Colt Knost",15,8.1,"PuttingRating",2015
47,47,"Justin Leonard",8,8.1,"PuttingRating",2015
47,47,"Phil Mickelson",13,8.1,"PuttingRating",2015
47,47,"Kevin Na",17,8.1,"PuttingRating",2015
47,47,"Cheng Tsung Pan",1,8.1,"PuttingRating",2015
47,47,"Andrew Putnam",8,8.1,"PuttingRating",2015
47,47,"Marcel Siem",4,8.1,"PuttingRating",2015
47,47,"Brandt Snedeker",19,8.1,"PuttingRating",2015
47,47,"Daniel Summerhays",19,8.1,"PuttingRating",2015
47,47,"David Toms",10,8.1,"PuttingRating",2015
47,47,"Danny Willett",4,8.1,"PuttingRating",2015
69,69,"Eric Axley",6,8,"PuttingRating",2015
69,69,"Aaron Baddeley",12,8,"PuttingRating",2015
69,69,"Ricky Barnes",10,8,"PuttingRating",2015
69,69,"Thomas Bjorn",2,8,"PuttingRating",2015
69,69,"Jonas Blixt",8,8,"PuttingRating",2015
69,69,"Kevin Chappell",15,8,"PuttingRating",2015
69,69,"Harris English",21,8,"PuttingRating",2015
69,69,"Oscar Fraustro",4,8,"PuttingRating",2015
69,69,"Sergio Garcia",9,8,"PuttingRating",2015
69,69,"Chesson Hadley",18,8,"PuttingRating",2015
69,69,"Tom Hoge",12,8,"PuttingRating",2015
69,69,"John Huh",18,8,"PuttingRating",2015
69,69,"Dustin Johnson",14,8,"PuttingRating",2015
69,69,"Martin Kaymer",6,8,"PuttingRating",2015
69,69,"Matt Kuchar",20,8,"PuttingRating",2015
69,69,"David Lingmerth",15,8,"PuttingRating",2015
69,69,"Jamie Lovemark",1,8,"PuttingRating",2015
69,69,"Hideki Matsuyama",16,8,"PuttingRating",2015
69,69,"Troy Matteson",1,8,"PuttingRating",2015
69,69,"John Merrick",8,8,"PuttingRating",2015
69,69,"Cameron Percy",12,8,"PuttingRating",2015
69,69,"Carl Pettersson",21,8,"PuttingRating",2015
69,69,"DA Points",7,8,"PuttingRating",2015
69,69,"Wes Roach",1,8,"PuttingRating",2015
69,69,"Justin Rose",10,8,"PuttingRating",2015
69,69,"Roger Sloan",5,8,"PuttingRating",2015
69,69,"Chris Stroud",11,8,"PuttingRating",2015
69,69,"Justin Thomas",22,8,"PuttingRating",2015
69,69,"Nicholas Thompson",11,8,"PuttingRating",2015
69,69,"Steve Wheatcroft",12,8,"PuttingRating",2015
69,69,"Tim Wilkinson",6,8,"PuttingRating",2015
69,69,"Gary Woodland",11,8,"PuttingRating",2015
101,101,"Stuart Appleby",3,7.9,"PuttingRating",2015
101,101,"Blayne Barber",10,7.9,"PuttingRating",2015
101,101,"Michael Block",2,7.9,"PuttingRating",2015
101,101,"Jason Bohn",19,7.9,"PuttingRating",2015
101,101,"Keegan Bradley",16,7.9,"PuttingRating",2015
101,101,"Scott Brown",16,7.9,"PuttingRating",2015
101,101,"Ben Crane",8,7.9,"PuttingRating",2015
101,101,"Brian Davis",11,7.9,"PuttingRating",2015
101,101,"Luke Donald",12,7.9,"PuttingRating",2015
101,101,"Jamie Donaldson",6,7.9,"PuttingRating",2015
101,101,"Ernie Els",6,7.9,"PuttingRating",2015
101,101,"Matt Every",9,7.9,"PuttingRating",2015
101,101,"Ross Fisher",1,7.9,"PuttingRating",2015
101,101,"Brian Gaffney",1,7.9,"PuttingRating",2015
101,101,"Stephen Gallacher",4,7.9,"PuttingRating",2015
101,101,"Branden Grace",8,7.9,"PuttingRating",2015
101,101,"Luke Guthrie",12,7.9,"PuttingRating",2015
101,101,"Adam Hadwin",16,7.9,"PuttingRating",2015
101,101,"James Hahn",18,7.9,"PuttingRating",2015
101,101,"Charley Hoffman",18,7.9,"PuttingRating",2015
101,101,"Ryo Ishikawa",14,7.9,"PuttingRating",2015
101,101,"Whee Kim",10,7.9,"PuttingRating",2015
101,101,"Chris Kirk",13,7.9,"PuttingRating",2015
101,101,"Kevin Kisner",20,7.9,"PuttingRating",2015
101,101,"Marc Leishman",10,7.9,"PuttingRating",2015
101,101,"Maverick McNealy",2,7.9,"PuttingRating",2015
101,101,"Seung Yul Noh",9,7.9,"PuttingRating",2015
101,101,"Sean OHair",17,7.9,"PuttingRating",2015
101,101,"Louis Oosthuizen",9,7.9,"PuttingRating",2015
101,101,"Garrett Osborn",1,7.9,"PuttingRating",2015
101,101,"Scott Piercy",16,7.9,"PuttingRating",2015
101,101,"Kyle Reifers",14,7.9,"PuttingRating",2015
101,101,"Andres Romero",8,7.9,"PuttingRating",2015
101,101,"Robert Streb",22,7.9,"PuttingRating",2015
101,101,"Zack Sucher",4,7.9,"PuttingRating",2015
101,101,"Adam Svensson",1,7.9,"PuttingRating",2015
101,101,"Andrew Svoboda",9,7.9,"PuttingRating",2015
101,101,"Vaughn Taylor",9,7.9,"PuttingRating",2015
101,101,"Tom Watson",1,7.9,"PuttingRating",2015
140,140,"Sangmoon Bae",18,7.8,"PuttingRating",2015
140,140,"Charlie Beljan",8,7.8,"PuttingRating",2015
140,140,"Zac Blair",16,7.8,"PuttingRating",2015
140,140,"Jonathan Byrd",9,7.8,"PuttingRating",2015
140,140,"Tim Clark",6,7.8,"PuttingRating",2015
140,140,"Brendon de Jonge",20,7.8,"PuttingRating",2015
140,140,"Ken Duke",14,7.8,"PuttingRating",2015
140,140,"Tom Gillis",6,7.8,"PuttingRating",2015
140,140,"Retief Goosen",12,7.8,"PuttingRating",2015
140,140,"Cody Gribble",1,7.8,"PuttingRating",2015
140,140,"Brian Harman",16,7.8,"PuttingRating",2015
140,140,"David Hearn",17,7.8,"PuttingRating",2015
140,140,"Matt Jones",16,7.8,"PuttingRating",2015
140,140,"Hyung Sung Kim",1,7.8,"PuttingRating",2015
140,140,"Jason Kokrak",15,7.8,"PuttingRating",2015
140,140,"Anirban Lahiri",4,7.8,"PuttingRating",2015
140,140,"Alexander Levy",1,7.8,"PuttingRating",2015
140,140,"Shane Lowry",5,7.8,"PuttingRating",2015
140,140,"Graeme McDowell",4,7.8,"PuttingRating",2015
140,140,"William McGirt",20,7.8,"PuttingRating",2015
140,140,"Bryce Molder",18,7.8,"PuttingRating",2015
140,140,"Alexander Noren",1,7.8,"PuttingRating",2015
140,140,"Koumei Oda",3,7.8,"PuttingRating",2015
140,140,"Jeff Overton",14,7.8,"PuttingRating",2015
140,140,"Ryan Palmer",13,7.8,"PuttingRating",2015
140,140,"Pat Perez",20,7.8,"PuttingRating",2015
140,140,"Andy Pope",1,7.8,"PuttingRating",2015
140,140,"Sam Saunders",11,7.8,"PuttingRating",2015
140,140,"Vijay Singh",15,7.8,"PuttingRating",2015
140,140,"Kevin Stadler",1,7.8,"PuttingRating",2015
140,140,"Steve Stricker",6,7.8,"PuttingRating",2015
140,140,"Brian Stuard",14,7.8,"PuttingRating",2015
140,140,"Cameron Tringale",17,7.8,"PuttingRating",2015
140,140,"Johnson Wagner",8,7.8,"PuttingRating",2015
140,140,"Bubba Watson",14,7.8,"PuttingRating",2015
140,140,"Will Wilcox",9,7.8,"PuttingRating",2015
176,176,"Woody Austin",2,7.7,"PuttingRating",2015
176,176,"Matt Bettencourt",2,7.7,"PuttingRating",2015
176,176,"Tony Finau",20,7.7,"PuttingRating",2015
176,176,"Brice Garnett",8,7.7,"PuttingRating",2015
176,176,"Andres Gonzales",14,7.7,"PuttingRating",2015
176,176,"Jason Gore",9,7.7,"PuttingRating",2015
176,176,"Emiliano Grillo",3,7.7,"PuttingRating",2015
176,176,"Brandon Hagy",1,7.7,"PuttingRating",2015
176,176,"Dudley Hart",2,7.7,"PuttingRating",2015
176,176,"Max Homa",9,7.7,"PuttingRating",2015
176,176,"Billy Hurley III",10,7.7,"PuttingRating",2015
176,176,"Brooks Koepka",15,7.7,"PuttingRating",2015
176,176,"Hunter Mahan",16,7.7,"PuttingRating",2015
176,176,"Scott McCarron",1,7.7,"PuttingRating",2015
176,176,"Parker McLachlin",1,7.7,"PuttingRating",2015
176,176,"George McNeill",19,7.7,"PuttingRating",2015
176,176,"Scott Pinckney",15,7.7,"PuttingRating",2015
176,176,"John Rollins",2,7.7,"PuttingRating",2015
176,176,"Rory Sabbatini",13,7.7,"PuttingRating",2015
176,176,"John Senden",9,7.7,"PuttingRating",2015
176,176,"Heath Slocum",4,7.7,"PuttingRating",2015
176,176,"Hudson Swafford",17,7.7,"PuttingRating",2015
176,176,"Nick Taylor",15,7.7,"PuttingRating",2015
176,176,"Josh Teater",3,7.7,"PuttingRating",2015
176,176,"Michael Thompson",14,7.7,"PuttingRating",2015
176,176,"Camilo Villegas",14,7.7,"PuttingRating",2015
176,176,"Boo Weekley",13,7.7,"PuttingRating",2015
176,176,"Charlie Wi",1,7.7,"PuttingRating",2015
176,176,"Mark Wilson",15,7.7,"PuttingRating",2015
205,205,"Arjun Atwal",3,7.6,"PuttingRating",2015
205,205,"Daniel Berger",16,7.6,"PuttingRating",2015
205,205,"Chad Campbell",18,7.6,"PuttingRating",2015
205,205,"Paul Casey",14,7.6,"PuttingRating",2015
205,205,"Roberto Castro",7,7.6,"PuttingRating",2015
205,205,"Alex Cejka",16,7.6,"PuttingRating",2015
205,205,"Ben Curtis",2,7.6,"PuttingRating",2015
205,205,"Mark Hubbard",13,7.6,"PuttingRating",2015
205,205,"Martin Laird",14,7.6,"PuttingRating",2015
205,205,"Scott Langley",16,7.6,"PuttingRating",2015
205,205,"Davis Love III",6,7.6,"PuttingRating",2015
205,205,"Will Ma Kenzie",5,7.6,"PuttingRating",2015
205,205,"Ben Martin",17,7.6,"PuttingRating",2015
205,205,"Rory McIlroy",8,7.6,"PuttingRating",2015
205,205,"Troy Merritt",15,7.6,"PuttingRating",2015
205,205,"James Morrison",1,7.6,"PuttingRating",2015
205,205,"Geoff Ogilvy",7,7.6,"PuttingRating",2015
205,205,"Carlos Ortiz",16,7.6,"PuttingRating",2015
205,205,"Patrick Rodgers",9,7.6,"PuttingRating",2015
205,205,"Shawn Stefani",20,7.6,"PuttingRating",2015
205,205,"YE Yang",2,7.6,"PuttingRating",2015
226,226,"Ryan Armour",4,7.5,"PuttingRating",2015
226,226,"Jon Curran",10,7.5,"PuttingRating",2015
226,226,"Graham DeLaet",12,7.5,"PuttingRating",2015
