"Par5Performance_RANKTHISWEEK_2013","Par5Performance_RANKLASTWEEK_2013","Par5Performance_PLAYERNAME_2013","Par5Performance_ROUNDS_2013","Par5Performance_STATUS_2013","Par5Performance_PAR5AVG_2013","Par5Performance_TOTALPAR_2013","stat_name","year"
1,1,"Brendon de Jonge",110,-139,4.59,1705,"Par5Performance",2013
2,2,"Roberto Castro",97,-129,4.58,1545,"Par5Performance",2013
3,3,"Keegan Bradley",88,-127,4.51,1300,"Par5Performance",2013
4,4,"Matt Kuchar",93,-123,4.54,1350,"Par5Performance",2013
5,5,"Graham DeLaet",94,-121,4.59,1470,"Par5Performance",2013
6,6,"Boo Weekley",100,-120,4.6,1510,"Par5Performance",2013
7,7,"Billy Horschel",96,-113,4.62,1505,"Par5Performance",2013
8,8,"Harris English",95,-107,4.63,1465,"Par5Performance",2013
9,9,"Charley Hoffman",84,-106,4.61,1350,"Par5Performance",2013
9,9,"Rory Sabbatini",86,-106,4.57,1240,"Par5Performance",2013
9,9,"Daniel Summerhays",83,-106,4.61,1365,"Par5Performance",2013
12,12,"Jimmy Walker",84,-102,4.63,1395,"Par5Performance",2013
13,13,"Jason Day",86,-101,4.6,1255,"Par5Performance",2013
13,13,"Kevin Stadler",83,-101,4.59,1245,"Par5Performance",2013
15,15,"Jason Kokrak",78,-100,4.6,1245,"Par5Performance",2013
15,15,"Hunter Mahan",91,-100,4.63,1350,"Par5Performance",2013
15,15,"Webb Simpson",92,-100,4.62,1320,"Par5Performance",2013
18,18,"Cameron Tringale",80,-99,4.62,1305,"Par5Performance",2013
19,19,"Matt Jones",83,-98,4.63,1315,"Par5Performance",2013
19,19,"Brandt Snedeker",79,-98,4.61,1255,"Par5Performance",2013
19,19,"Nick Watney",88,-98,4.65,1405,"Par5Performance",2013
22,22,"James Hahn",78,-97,4.61,1235,"Par5Performance",2013
22,22,"Phil Mickelson",78,-97,4.6,1225,"Par5Performance",2013
22,22,"Patrick Reed",83,-97,4.62,1275,"Par5Performance",2013
25,25,"Jordan Spieth",82,-96,4.62,1255,"Par5Performance",2013
26,26,"Luke Guthrie",82,-95,4.64,1325,"Par5Performance",2013
26,26,"Ryan Palmer",79,-95,4.6,1185,"Par5Performance",2013
26,26,"Kevin Streelman",86,-95,4.64,1315,"Par5Performance",2013
29,29,"Chad Campbell",78,-94,4.61,1195,"Par5Performance",2013
29,29,"Charles Howell III",87,-94,4.66,1370,"Par5Performance",2013
31,31,"Chris Stroud",88,-92,4.68,1435,"Par5Performance",2013
31,31,"Bubba Watson",76,-92,4.61,1170,"Par5Performance",2013
31,31,"Gary Woodland",94,-92,4.67,1410,"Par5Performance",2013
34,34,"Bryce Molder",82,-91,4.64,1255,"Par5Performance",2013
35,35,"Martin Flores",83,-90,4.65,1295,"Par5Performance",2013
35,35,"Justin Leonard",86,-90,4.67,1370,"Par5Performance",2013
37,37,"John Senden",79,-89,4.65,1260,"Par5Performance",2013
38,38,"Rickie Fowler",75,-88,4.62,1150,"Par5Performance",2013
39,39,"DA Points",87,-87,4.68,1375,"Par5Performance",2013
39,39,"Brendan Steele",86,-87,4.67,1310,"Par5Performance",2013
41,41,"Aaron Baddeley",68,-86,4.61,1115,"Par5Performance",2013
41,41,"Chris Kirk",89,-86,4.69,1400,"Par5Performance",2013
43,43,"Charl Schwartzel",69,-85,4.58,1020,"Par5Performance",2013
43,43,"Henrik Stenson",65,-85,4.57,980,"Par5Performance",2013
45,45,"Dustin Johnson",71,-84,4.61,1065,"Par5Performance",2013
45,45,"Nicholas Thompson",99,-84,4.73,1565,"Par5Performance",2013
47,47,"Steven Bowditch",67,-83,4.6,1025,"Par5Performance",2013
47,47,"Kevin Chappell",80,-83,4.68,1305,"Par5Performance",2013
47,47,"KJ Choi",85,-83,4.68,1310,"Par5Performance",2013
47,47,"Matt Every",89,-83,4.71,1435,"Par5Performance",2013
47,47,"John Merrick",79,-83,4.67,1250,"Par5Performance",2013
47,47,"Camilo Villegas",79,-83,4.65,1175,"Par5Performance",2013
53,53,"Greg Chalmers",77,-82,4.66,1195,"Par5Performance",2013
53,53,"Brad Fritsch",81,-82,4.67,1235,"Par5Performance",2013
53,53,"Sergio Garcia",65,-82,4.57,960,"Par5Performance",2013
53,53,"Zach Johnson",84,-82,4.68,1280,"Par5Performance",2013
53,53,"Henrik Norlander",70,-82,4.62,1085,"Par5Performance",2013
58,58,"Brian Davis",91,-81,4.72,1450,"Par5Performance",2013
59,59,"Stewart Cink",71,-80,4.65,1130,"Par5Performance",2013
59,59,"William McGirt",75,-80,4.67,1200,"Par5Performance",2013
59,59,"Scott Stallings",79,-80,4.67,1230,"Par5Performance",2013
59,59,"Josh Teater",86,-80,4.7,1335,"Par5Performance",2013
59,59,"Tiger Woods",61,-80,4.57,920,"Par5Performance",2013
64,64,"Scott Langley",79,-79,4.67,1190,"Par5Performance",2013
64,64,"Kyle Stanley",71,-79,4.66,1145,"Par5Performance",2013
66,66,"Bill Haas",85,-78,4.71,1325,"Par5Performance",2013
66,66,"John Rollins",77,-78,4.66,1160,"Par5Performance",2013
68,68,"Adam Scott",61,-77,4.58,920,"Par5Performance",2013
69,69,"Scott Piercy",78,-76,4.67,1150,"Par5Performance",2013
70,70,"Jim Furyk",80,-75,4.7,1245,"Par5Performance",2013
70,70,"David Hearn",88,-75,4.73,1400,"Par5Performance",2013
70,70,"John Huh",88,-75,4.73,1370,"Par5Performance",2013
70,70,"Richard Lee",81,-75,4.71,1285,"Par5Performance",2013
74,74,"Jerry Kelly",75,-74,4.69,1175,"Par5Performance",2013
74,74,"Luke List",65,-74,4.64,1020,"Par5Performance",2013
74,74,"Ryan Moore",72,-74,4.66,1100,"Par5Performance",2013
77,77,"Bud Cauley",67,-73,4.64,1020,"Par5Performance",2013
77,77,"Ernie Els",63,-73,4.62,960,"Par5Performance",2013
77,77,"DH Lee",65,-73,4.64,1025,"Par5Performance",2013
80,80,"Justin Rose",62,-72,4.6,890,"Par5Performance",2013
81,81,"Brian Harman",89,-71,4.74,1380,"Par5Performance",2013
81,81,"Russell Henley",80,-71,4.7,1190,"Par5Performance",2013
81,81,"Jeff Overton",78,-71,4.71,1245,"Par5Performance",2013
84,84,"JJ Henry",83,-70,4.73,1275,"Par5Performance",2013
84,84,"Robert Streb",75,-70,4.68,1095,"Par5Performance",2013
84,84,"Brian Stuard",78,-70,4.7,1175,"Par5Performance",2013
87,87,"Fabian Gomez",65,-69,4.67,1060,"Par5Performance",2013
87,87,"Doug LaBelle II",72,-69,4.68,1095,"Par5Performance",2013
87,87,"Pat Perez",69,-69,4.7,1145,"Par5Performance",2013
87,87,"Steve Stricker",51,-69,4.52,720,"Par5Performance",2013
91,91,"Stuart Appleby",88,-68,4.75,1335,"Par5Performance",2013
91,91,"Scott Brown",65,-68,4.69,1095,"Par5Performance",2013
93,93,"Jason Bohn",70,-67,4.7,1115,"Par5Performance",2013
93,93,"Cameron Percy",68,-67,4.67,1030,"Par5Performance",2013
95,95,"Jonas Blixt",76,-66,4.71,1145,"Par5Performance",2013
95,95,"Colt Knost",69,-66,4.69,1050,"Par5Performance",2013
97,97,"Sangmoon Bae",83,-65,4.75,1280,"Par5Performance",2013
97,97,"George McNeill",68,-65,4.69,1045,"Par5Performance",2013
97,97,"Greg Owen",73,-65,4.71,1115,"Par5Performance",2013
100,100,"Will Claxton",67,-64,4.69,1025,"Par5Performance",2013
100,100,"Ken Duke",87,-64,4.76,1330,"Par5Performance",2013
100,100,"Ben Kohles",75,-64,4.72,1145,"Par5Performance",2013
100,100,"Steve LeBrun",66,-64,4.69,1020,"Par5Performance",2013
100,100,"Marc Leishman",77,-64,4.72,1150,"Par5Performance",2013
105,105,"Bob Estes",66,-63,4.7,1045,"Par5Performance",2013
105,105,"Lucas Glover",65,-63,4.71,1075,"Par5Performance",2013
105,105,"Carl Pettersson",82,-63,4.75,1245,"Par5Performance",2013
105,105,"Bo Van Pelt",72,-63,4.72,1135,"Par5Performance",2013
109,109,"Sean OHair",56,-62,4.66,905,"Par5Performance",2013
110,110,"Jason Dufner",78,-61,4.73,1130,"Par5Performance",2013
110,110,"David Lingmerth",68,-61,4.72,1100,"Par5Performance",2013
110,110,"Shawn Stefani",63,-61,4.68,955,"Par5Performance",2013
113,113,"David Lynn",70,-60,4.74,1145,"Par5Performance",2013
113,113,"Andres Romero",63,-60,4.69,955,"Par5Performance",2013
115,115,"Jim Herman",59,-59,4.65,835,"Par5Performance",2013
115,115,"Martin Laird",68,-59,4.74,1120,"Par5Performance",2013
117,117,"Ben Crane",62,-58,4.67,870,"Par5Performance",2013
117,117,"Luke Donald",60,-58,4.68,910,"Par5Performance",2013
117,117,"Robert Garrigus",69,-58,4.73,1085,"Par5Performance",2013
117,117,"Alistair Presnell",59,-58,4.68,905,"Par5Performance",2013
117,117,"Michael Thompson",66,-58,4.71,1010,"Par5Performance",2013
122,122,"Ricky Barnes",74,-57,4.74,1100,"Par5Performance",2013
122,122,"Angel Cabrera",73,-57,4.75,1140,"Par5Performance",2013
122,122,"Justin Hicks",79,-57,4.76,1195,"Par5Performance",2013
122,122,"Morgan Hoffmann",64,-57,4.7,940,"Par5Performance",2013
122,122,"Freddie Jacobson",63,-57,4.68,885,"Par5Performance",2013
122,122,"Troy Matteson",68,-57,4.74,1080,"Par5Performance",2013
122,122,"Chez Reavie",72,-57,4.74,1105,"Par5Performance",2013
122,122,"Tag Ridings",69,-57,4.72,1035,"Par5Performance",2013
122,122,"Vaughn Taylor",50,-57,4.6,710,"Par5Performance",2013
122,122,"Lee Westwood",70,-57,4.73,1075,"Par5Performance",2013
122,122,"Lee Williams",62,-57,4.71,970,"Par5Performance",2013
133,133,"Tim Clark",64,-56,4.69,890,"Par5Performance",2013
133,133,"Trevor Immelman",73,-56,4.75,1135,"Par5Performance",2013
133,133,"Martin Kaymer",61,-56,4.66,830,"Par5Performance",2013
133,133,"Rory McIlroy",56,-56,4.69,900,"Par5Performance",2013
133,133,"Mike Weir",60,-56,4.7,940,"Par5Performance",2013
133,133,"Charlie Wi",75,-56,4.75,1125,"Par5Performance",2013
139,139,"Charlie Beljan",62,-55,4.73,1005,"Par5Performance",2013
139,139,"Erik Compton",74,-55,4.76,1150,"Par5Performance",2013
139,139,"Tommy Gainey",84,-55,4.78,1275,"Par5Performance",2013
139,139,"Dicky Pride",71,-55,4.73,1030,"Par5Performance",2013
139,139,"Mark Wilson",56,-55,4.66,805,"Par5Performance",2013
144,144,"Brandt Jobe",62,-54,4.7,900,"Par5Performance",2013
144,144,"David Mathis",71,-54,4.74,1045,"Par5Performance",2013
146,146,"Jeff Maggert",63,-53,4.73,970,"Par5Performance",2013
146,146,"Andrew Svoboda",46,-53,4.61,680,"Par5Performance",2013
148,148,"Jin Park",52,-52,4.68,810,"Par5Performance",2013
149,149,"Peter Hanson",45,-51,4.58,610,"Par5Performance",2013
149,149,"Casey Wittenberg",72,-51,4.77,1120,"Par5Performance",2013
151,151,"James Driscoll",76,-50,4.79,1205,"Par5Performance",2013
151,151,"Tom Gillis",69,-50,4.74,975,"Par5Performance",2013
153,153,"Ryo Ishikawa",72,-49,4.78,1125,"Par5Performance",2013
153,153,"Robert Karlsson",56,-49,4.7,820,"Par5Performance",2013
155,155,"Nicolas Colsaerts",50,-48,4.66,715,"Par5Performance",2013
155,155,"Seung Yul Noh",71,-48,4.78,1090,"Par5Performance",2013
155,155,"Vijay Singh",61,-48,4.75,945,"Par5Performance",2013
155,155,"DJ Trahan",48,-48,4.67,725,"Par5Performance",2013
159,159,"Brian Gay",79,-47,4.8,1190,"Par5Performance",2013
159,159,"Eric Meierdierks",48,-47,4.69,770,"Par5Performance",2013
159,159,"YE Yang",56,-47,4.71,820,"Par5Performance",2013
162,162,"Ted Potter Jr",65,-46,4.75,915,"Par5Performance",2013
163,163,"Aaron Watkins",46,-45,4.68,700,"Par5Performance",2013
164,164,"Stephen Ames",49,-44,4.7,740,"Par5Performance",2013
165,165,"Derek Ernst",58,-43,4.76,910,"Par5Performance",2013
