"Approach200yardsRTPScore_RANKTHISWEEK_2013","Approach200yardsRTPScore_RANKLASTWEEK_2013","Approach200yardsRTPScore_PLAYERNAME_2013","Approach200yardsRTPScore_ROUNDS_2013","Approach200yardsRTPScore_AVGRTP_2013","stat_name","year"
1,1,"Henrik Stenson",65,-0.324,"Approach200yardsRTPScore",2013
2,2,"Steve Stricker",51,-0.3,"Approach200yardsRTPScore",2013
3,3,"Keegan Bradley",88,-0.293,"Approach200yardsRTPScore",2013
4,4,"Tiger Woods",61,-0.282,"Approach200yardsRTPScore",2013
5,5,"Daniel Summerhays",83,-0.281,"Approach200yardsRTPScore",2013
6,6,"Jordan Spieth",82,-0.27,"Approach200yardsRTPScore",2013
7,7,"Steven Bowditch",67,-0.262,"Approach200yardsRTPScore",2013
8,8,"Charley Hoffman",84,-0.259,"Approach200yardsRTPScore",2013
9,9,"Sergio Garcia",65,-0.253,"Approach200yardsRTPScore",2013
10,10,"Robert Karlsson",56,-0.25,"Approach200yardsRTPScore",2013
10,10,"Charl Schwartzel",69,-0.25,"Approach200yardsRTPScore",2013
12,12,"Harris English",95,-0.244,"Approach200yardsRTPScore",2013
13,13,"Brandt Snedeker",79,-0.24,"Approach200yardsRTPScore",2013
14,14,"Matt Kuchar",93,-0.238,"Approach200yardsRTPScore",2013
15,15,"Brandt Jobe",62,-0.221,"Approach200yardsRTPScore",2013
15,15,"Zach Johnson",84,-0.221,"Approach200yardsRTPScore",2013
15,15,"YE Yang",56,-0.221,"Approach200yardsRTPScore",2013
18,18,"Matt Jones",83,-0.219,"Approach200yardsRTPScore",2013
19,19,"Kevin Streelman",86,-0.218,"Approach200yardsRTPScore",2013
20,20,"Hunter Mahan",91,-0.217,"Approach200yardsRTPScore",2013
21,21,"Jason Day",86,-0.216,"Approach200yardsRTPScore",2013
22,22,"Steve LeBrun",66,-0.214,"Approach200yardsRTPScore",2013
22,22,"Kyle Stanley",71,-0.214,"Approach200yardsRTPScore",2013
24,24,"Rory Sabbatini",86,-0.211,"Approach200yardsRTPScore",2013
24,24,"Gary Woodland",94,-0.211,"Approach200yardsRTPScore",2013
26,26,"DJ Trahan",48,-0.206,"Approach200yardsRTPScore",2013
27,27,"Scott Stallings",79,-0.201,"Approach200yardsRTPScore",2013
28,28,"James Hahn",78,-0.199,"Approach200yardsRTPScore",2013
28,28,"Ryan Palmer",79,-0.199,"Approach200yardsRTPScore",2013
30,30,"Graham DeLaet",94,-0.198,"Approach200yardsRTPScore",2013
31,31,"Charles Howell III",87,-0.197,"Approach200yardsRTPScore",2013
32,32,"Rod Pampling",46,-0.196,"Approach200yardsRTPScore",2013
33,33,"Bill Haas",85,-0.195,"Approach200yardsRTPScore",2013
34,34,"Henrik Norlander",70,-0.194,"Approach200yardsRTPScore",2013
35,35,"Patrick Reed",83,-0.192,"Approach200yardsRTPScore",2013
36,36,"Brendan Steele",86,-0.191,"Approach200yardsRTPScore",2013
37,37,"Scott Brown",65,-0.19,"Approach200yardsRTPScore",2013
38,38,"Carl Pettersson",82,-0.189,"Approach200yardsRTPScore",2013
39,39,"Michael Thompson",66,-0.188,"Approach200yardsRTPScore",2013
40,40,"Jim Herman",59,-0.186,"Approach200yardsRTPScore",2013
41,41,"Charlie Beljan",62,-0.184,"Approach200yardsRTPScore",2013
41,41,"Brendon de Jonge",110,-0.184,"Approach200yardsRTPScore",2013
41,41,"Marc Leishman",77,-0.184,"Approach200yardsRTPScore",2013
41,41,"Justin Rose",62,-0.184,"Approach200yardsRTPScore",2013
45,45,"Martin Flores",83,-0.183,"Approach200yardsRTPScore",2013
46,46,"Shawn Stefani",63,-0.181,"Approach200yardsRTPScore",2013
47,47,"Greg Owen",73,-0.18,"Approach200yardsRTPScore",2013
47,47,"Nick Watney",88,-0.18,"Approach200yardsRTPScore",2013
49,49,"Graeme McDowell",53,-0.179,"Approach200yardsRTPScore",2013
50,50,"Kevin Chappell",80,-0.175,"Approach200yardsRTPScore",2013
51,51,"Josh Teater",86,-0.173,"Approach200yardsRTPScore",2013
52,52,"Lee Westwood",70,-0.171,"Approach200yardsRTPScore",2013
53,53,"Chad Campbell",78,-0.169,"Approach200yardsRTPScore",2013
53,53,"John Rollins",77,-0.169,"Approach200yardsRTPScore",2013
55,55,"Jason Kokrak",78,-0.168,"Approach200yardsRTPScore",2013
55,55,"Bubba Watson",76,-0.168,"Approach200yardsRTPScore",2013
57,57,"Peter Hanson",45,-0.167,"Approach200yardsRTPScore",2013
58,58,"Roberto Castro",97,-0.166,"Approach200yardsRTPScore",2013
58,58,"Phil Mickelson",78,-0.166,"Approach200yardsRTPScore",2013
60,60,"David Lingmerth",68,-0.164,"Approach200yardsRTPScore",2013
61,61,"Padraig Harrington",52,-0.163,"Approach200yardsRTPScore",2013
62,62,"Rickie Fowler",75,-0.162,"Approach200yardsRTPScore",2013
63,63,"Martin Kaymer",61,-0.159,"Approach200yardsRTPScore",2013
64,64,"John Merrick",79,-0.157,"Approach200yardsRTPScore",2013
64,64,"Boo Weekley",100,-0.157,"Approach200yardsRTPScore",2013
66,66,"Martin Laird",68,-0.156,"Approach200yardsRTPScore",2013
67,67,"Ben Kohles",75,-0.153,"Approach200yardsRTPScore",2013
68,68,"Tag Ridings",69,-0.15,"Approach200yardsRTPScore",2013
68,68,"Kevin Stadler",83,-0.15,"Approach200yardsRTPScore",2013
70,70,"Matt Every",89,-0.149,"Approach200yardsRTPScore",2013
71,71,"Bud Cauley",67,-0.148,"Approach200yardsRTPScore",2013
71,71,"Russell Henley",80,-0.148,"Approach200yardsRTPScore",2013
73,73,"Adam Scott",61,-0.147,"Approach200yardsRTPScore",2013
74,74,"Dustin Johnson",71,-0.144,"Approach200yardsRTPScore",2013
75,75,"Stewart Cink",71,-0.143,"Approach200yardsRTPScore",2013
76,76,"Will Claxton",67,-0.142,"Approach200yardsRTPScore",2013
77,77,"Brad Fritsch",81,-0.14,"Approach200yardsRTPScore",2013
78,78,"Richard Lee",81,-0.139,"Approach200yardsRTPScore",2013
79,79,"Luke Donald",60,-0.137,"Approach200yardsRTPScore",2013
80,80,"Cameron Tringale",80,-0.136,"Approach200yardsRTPScore",2013
81,81,"Stephen Ames",49,-0.134,"Approach200yardsRTPScore",2013
81,81,"Pat Perez",69,-0.134,"Approach200yardsRTPScore",2013
83,83,"Chris Kirk",89,-0.133,"Approach200yardsRTPScore",2013
83,83,"Luke List",65,-0.133,"Approach200yardsRTPScore",2013
85,85,"Ernie Els",63,-0.132,"Approach200yardsRTPScore",2013
85,85,"William McGirt",75,-0.132,"Approach200yardsRTPScore",2013
85,85,"Seung Yul Noh",71,-0.132,"Approach200yardsRTPScore",2013
88,88,"Ryan Moore",72,-0.131,"Approach200yardsRTPScore",2013
89,89,"John Senden",79,-0.13,"Approach200yardsRTPScore",2013
89,89,"Andrew Svoboda",46,-0.13,"Approach200yardsRTPScore",2013
91,91,"Derek Ernst",58,-0.129,"Approach200yardsRTPScore",2013
91,91,"Brian Harman",89,-0.129,"Approach200yardsRTPScore",2013
93,93,"Nicolas Colsaerts",50,-0.128,"Approach200yardsRTPScore",2013
93,93,"Billy Horschel",96,-0.128,"Approach200yardsRTPScore",2013
93,93,"Cameron Percy",68,-0.128,"Approach200yardsRTPScore",2013
96,96,"DH Lee",65,-0.126,"Approach200yardsRTPScore",2013
97,97,"Jason Bohn",70,-0.124,"Approach200yardsRTPScore",2013
97,97,"Bo Van Pelt",72,-0.124,"Approach200yardsRTPScore",2013
99,99,"Rory McIlroy",56,-0.123,"Approach200yardsRTPScore",2013
99,99,"Vaughn Taylor",50,-0.123,"Approach200yardsRTPScore",2013
99,99,"Jimmy Walker",84,-0.123,"Approach200yardsRTPScore",2013
102,102,"George McNeill",68,-0.122,"Approach200yardsRTPScore",2013
103,103,"John Huh",88,-0.12,"Approach200yardsRTPScore",2013
103,103,"Scott Langley",79,-0.12,"Approach200yardsRTPScore",2013
105,105,"Stuart Appleby",88,-0.117,"Approach200yardsRTPScore",2013
106,106,"Jonas Blixt",76,-0.116,"Approach200yardsRTPScore",2013
107,107,"Webb Simpson",92,-0.115,"Approach200yardsRTPScore",2013
108,108,"Jeff Overton",78,-0.114,"Approach200yardsRTPScore",2013
109,109,"Angel Cabrera",73,-0.112,"Approach200yardsRTPScore",2013
109,109,"Jim Furyk",80,-0.112,"Approach200yardsRTPScore",2013
111,111,"Brian Davis",91,-0.109,"Approach200yardsRTPScore",2013
111,111,"Eric Meierdierks",48,-0.109,"Approach200yardsRTPScore",2013
111,111,"Robert Streb",75,-0.109,"Approach200yardsRTPScore",2013
111,111,"Brian Stuard",78,-0.109,"Approach200yardsRTPScore",2013
115,115,"Lucas Glover",65,-0.108,"Approach200yardsRTPScore",2013
116,116,"Jerry Kelly",75,-0.105,"Approach200yardsRTPScore",2013
116,116,"Sean OHair",56,-0.105,"Approach200yardsRTPScore",2013
118,118,"Tom Gillis",69,-0.104,"Approach200yardsRTPScore",2013
119,119,"Trevor Immelman",73,-0.103,"Approach200yardsRTPScore",2013
120,120,"Nicholas Thompson",99,-0.1,"Approach200yardsRTPScore",2013
121,121,"Sangmoon Bae",83,-0.099,"Approach200yardsRTPScore",2013
121,121,"Alistair Presnell",59,-0.099,"Approach200yardsRTPScore",2013
123,123,"Troy Matteson",68,-0.096,"Approach200yardsRTPScore",2013
123,123,"Andres Romero",63,-0.096,"Approach200yardsRTPScore",2013
125,125,"Robert Garrigus",69,-0.094,"Approach200yardsRTPScore",2013
125,125,"Fabian Gomez",65,-0.094,"Approach200yardsRTPScore",2013
127,127,"Tim Herron",45,-0.093,"Approach200yardsRTPScore",2013
128,128,"Freddie Jacobson",63,-0.092,"Approach200yardsRTPScore",2013
129,129,"Greg Chalmers",77,-0.09,"Approach200yardsRTPScore",2013
130,130,"JJ Henry",83,-0.089,"Approach200yardsRTPScore",2013
130,130,"Chris Stroud",88,-0.089,"Approach200yardsRTPScore",2013
132,132,"Jin Park",52,-0.086,"Approach200yardsRTPScore",2013
133,133,"Ted Potter Jr",65,-0.085,"Approach200yardsRTPScore",2013
134,134,"Vijay Singh",61,-0.083,"Approach200yardsRTPScore",2013
135,135,"Morgan Hoffmann",64,-0.081,"Approach200yardsRTPScore",2013
136,136,"David Lynn",70,-0.078,"Approach200yardsRTPScore",2013
137,137,"Ricky Barnes",74,-0.076,"Approach200yardsRTPScore",2013
137,137,"Ryo Ishikawa",72,-0.076,"Approach200yardsRTPScore",2013
137,137,"Jeff Maggert",63,-0.076,"Approach200yardsRTPScore",2013
140,140,"Camilo Villegas",79,-0.071,"Approach200yardsRTPScore",2013
140,140,"Johnson Wagner",64,-0.071,"Approach200yardsRTPScore",2013
