"Back9ScoringAverage_RANKTHISWEEK_2009","Back9ScoringAverage_RANKLASTWEEK_2009","Back9ScoringAverage_PLAYERNAME_2009","Back9ScoringAverage_ROUNDS_2009","Back9ScoringAverage_AVG_2009","Back9ScoringAverage_TOTALSTROKES_2009","Back9ScoringAverage_TOTALHOLES_2009","stat_name","year"
47,47,"Freddie Jacobson",83,35.24,2925,83,"Back9ScoringAverage",2009
47,47,"Nick Watney",86,35.24,3031,86,"Back9ScoringAverage",2009
49,49,"Bryce Molder",69,35.25,2432,69,"Back9ScoringAverage",2009
49,49,"Kevin Streelman",97,35.25,3419,97,"Back9ScoringAverage",2009
49,49,"Charlie Wi",92,35.25,3243,92,"Back9ScoringAverage",2009
52,52,"Matt Weibring",65,35.26,2292,65,"Back9ScoringAverage",2009
53,53,"Charley Hoffman",97,35.27,3421,97,"Back9ScoringAverage",2009
53,53,"Jeff Maggert",79,35.27,2786,79,"Back9ScoringAverage",2009
53,53,"Troy Matteson",95,35.27,3351,95,"Back9ScoringAverage",2009
56,56,"Michael Letzig",96,35.28,3387,96,"Back9ScoringAverage",2009
56,56,"DJ Trahan",96,35.28,3387,96,"Back9ScoringAverage",2009
58,58,"Scott McCarron",91,35.29,3211,91,"Back9ScoringAverage",2009
59,59,"Kevin Na",91,35.3,3212,91,"Back9ScoringAverage",2009
60,60,"Tom Lehman",55,35.31,1942,55,"Back9ScoringAverage",2009
61,61,"Michael Allen",73,35.32,2578,73,"Back9ScoringAverage",2009
61,61,"Retief Goosen",74,35.32,2578,73,"Back9ScoringAverage",2009
61,61,"Jason Gore",74,35.32,2614,74,"Back9ScoringAverage",2009
61,61,"Davis Love III",89,35.32,3073,87,"Back9ScoringAverage",2009
61,61,"David Mathis",82,35.32,2896,82,"Back9ScoringAverage",2009
61,61,"Chris Stroud",88,35.32,3108,88,"Back9ScoringAverage",2009
67,67,"Stephen Ames",77,35.33,2650,75,"Back9ScoringAverage",2009
67,67,"Sergio Garcia",59,35.33,2049,58,"Back9ScoringAverage",2009
67,67,"JJ Henry",97,35.33,3427,97,"Back9ScoringAverage",2009
67,67,"Marc Leishman",91,35.33,3215,91,"Back9ScoringAverage",2009
71,71,"Mathew Goggin",76,35.34,2615,74,"Back9ScoringAverage",2009
71,71,"Richard Johnson",85,35.34,3004,85,"Back9ScoringAverage",2009
71,71,"Bo Van Pelt",100,35.34,3534,100,"Back9ScoringAverage",2009
74,74,"Kris Blanks",60,35.35,2121,60,"Back9ScoringAverage",2009
74,74,"Charles Warren",63,35.35,2227,63,"Back9ScoringAverage",2009
74,74,"Mark Wilson",99,35.35,3500,99,"Back9ScoringAverage",2009
77,77,"John Merrick",91,35.36,3218,91,"Back9ScoringAverage",2009
77,77,"Ian Poulter",59,35.36,1980,56,"Back9ScoringAverage",2009
77,77,"Chris Riley",77,35.36,2723,77,"Back9ScoringAverage",2009
80,80,"Cameron Beckman",87,35.37,3077,87,"Back9ScoringAverage",2009
80,80,"Cliff Kresge",78,35.37,2759,78,"Back9ScoringAverage",2009
80,80,"Kevin Stadler",65,35.37,2299,65,"Back9ScoringAverage",2009
83,83,"Anthony Kim",76,35.38,2618,74,"Back9ScoringAverage",2009
83,83,"Webb Simpson",94,35.38,3326,94,"Back9ScoringAverage",2009
85,85,"Rod Pampling",72,35.39,2513,71,"Back9ScoringAverage",2009
85,85,"Pat Perez",74,35.39,2548,72,"Back9ScoringAverage",2009
85,85,"Ted Purdy",101,35.39,3574,101,"Back9ScoringAverage",2009
88,88,"Padraig Harrington",66,35.4,2301,65,"Back9ScoringAverage",2009
88,88,"Corey Pavin",73,35.4,2584,73,"Back9ScoringAverage",2009
88,88,"Brett Quigley",92,35.4,3257,92,"Back9ScoringAverage",2009
91,91,"Lee Janzen",74,35.41,2620,74,"Back9ScoringAverage",2009
91,91,"George McNeill",82,35.41,2904,82,"Back9ScoringAverage",2009
91,91,"Tim Petrovic",97,35.41,3435,97,"Back9ScoringAverage",2009
91,91,"Scott Sterling",51,35.41,1806,51,"Back9ScoringAverage",2009
95,95,"Joe Durant",62,35.42,2196,62,"Back9ScoringAverage",2009
95,95,"Sean OHair",80,35.42,2692,76,"Back9ScoringAverage",2009
97,97,"Jarrod Lyle",65,35.43,2303,65,"Back9ScoringAverage",2009
98,98,"Briny Baird",89,35.44,3154,89,"Back9ScoringAverage",2009
98,98,"Alex Cejka",82,35.44,2906,82,"Back9ScoringAverage",2009
98,98,"Tom Pernice Jr",82,35.44,2906,82,"Back9ScoringAverage",2009
98,98,"Bubba Watson",73,35.44,2587,73,"Back9ScoringAverage",2009
102,102,"Woody Austin",84,35.45,2978,84,"Back9ScoringAverage",2009
102,102,"Kirk Triplett",60,35.45,2127,60,"Back9ScoringAverage",2009
104,104,"Robert Garrigus",83,35.46,2943,83,"Back9ScoringAverage",2009
105,105,"Justin Rose",71,35.47,2483,70,"Back9ScoringAverage",2009
106,106,"Johnson Wagner",81,35.48,2874,81,"Back9ScoringAverage",2009
107,107,"Andres Romero",58,35.49,2023,57,"Back9ScoringAverage",2009
107,107,"Nicholas Thompson",96,35.49,3407,96,"Back9ScoringAverage",2009
109,109,"Tommy Armour III",58,35.5,2059,58,"Back9ScoringAverage",2009
109,109,"Steve Elkington",70,35.5,2485,70,"Back9ScoringAverage",2009
111,111,"Nick OHern",90,35.51,3196,90,"Back9ScoringAverage",2009
111,111,"Brandt Snedeker",81,35.51,2876,81,"Back9ScoringAverage",2009
113,113,"John Rollins",92,35.52,3268,92,"Back9ScoringAverage",2009
114,114,"Mark Brooks",55,35.53,1954,55,"Back9ScoringAverage",2009
114,114,"Chris DiMarco",97,35.53,3446,97,"Back9ScoringAverage",2009
114,114,"Heath Slocum",95,35.53,3375,95,"Back9ScoringAverage",2009
117,117,"Charles Howell III",99,35.54,3518,99,"Back9ScoringAverage",2009
118,118,"Aron Price",89,35.55,3164,89,"Back9ScoringAverage",2009
119,119,"Ken Duke",87,35.57,3095,87,"Back9ScoringAverage",2009
119,119,"Martin Laird",72,35.57,2561,72,"Back9ScoringAverage",2009
119,119,"John Mallinger",90,35.57,3201,90,"Back9ScoringAverage",2009
122,122,"Brendon de Jonge",90,35.58,3202,90,"Back9ScoringAverage",2009
122,122,"Ernie Els",70,35.58,2348,66,"Back9ScoringAverage",2009
122,122,"Paul Goydos",79,35.58,2811,79,"Back9ScoringAverage",2009
122,122,"Scott Piercy",85,35.58,3024,85,"Back9ScoringAverage",2009
122,122,"Casey Wittenberg",71,35.58,2526,71,"Back9ScoringAverage",2009
127,127,"Robert Allenby",71,35.59,2491,70,"Back9ScoringAverage",2009
127,127,"Brian Davis",103,35.59,3666,103,"Back9ScoringAverage",2009
129,129,"Daniel Chopra",89,35.61,3169,89,"Back9ScoringAverage",2009
129,129,"Glen Day",79,35.61,2813,79,"Back9ScoringAverage",2009
129,129,"Steve Flesch",77,35.61,2742,77,"Back9ScoringAverage",2009
129,129,"Tim Herron",87,35.61,3098,87,"Back9ScoringAverage",2009
129,129,"Colt Knost",71,35.61,2528,71,"Back9ScoringAverage",2009
129,129,"Rocco Mediate",79,35.61,2813,79,"Back9ScoringAverage",2009
129,129,"Boo Weekley",79,35.61,2742,77,"Back9ScoringAverage",2009
136,136,"Chez Reavie",81,35.64,2887,81,"Back9ScoringAverage",2009
137,137,"Brian Bateman",55,35.65,1961,55,"Back9ScoringAverage",2009
137,137,"James Nitties",86,35.65,3066,86,"Back9ScoringAverage",2009
137,137,"Jeff Overton",92,35.65,3280,92,"Back9ScoringAverage",2009
140,140,"Matt Bettencourt",98,35.67,3496,98,"Back9ScoringAverage",2009
140,140,"Kevin Sutherland",96,35.67,3389,95,"Back9ScoringAverage",2009
140,140,"Dean Wilson",81,35.67,2889,81,"Back9ScoringAverage",2009
143,143,"Phil Mickelson",66,35.68,2248,63,"Back9ScoringAverage",2009
143,143,"Gary Woodland",53,35.68,1891,53,"Back9ScoringAverage",2009
145,145,"Ricky Barnes",67,35.69,2391,67,"Back9ScoringAverage",2009
145,145,"Bob Estes",78,35.69,2784,78,"Back9ScoringAverage",2009
145,145,"Steve Lowery",83,35.69,2962,83,"Back9ScoringAverage",2009
148,148,"Peter Lonard",86,35.7,3070,86,"Back9ScoringAverage",2009
149,149,"Brad Adamonis",70,35.71,2500,70,"Back9ScoringAverage",2009
149,149,"Ryan Palmer",78,35.71,2785,78,"Back9ScoringAverage",2009
151,151,"Jeff Klauk",97,35.73,3466,97,"Back9ScoringAverage",2009
151,151,"Brian Vranesh",51,35.73,1822,51,"Back9ScoringAverage",2009
153,153,"Nathan Green",104,35.74,3717,104,"Back9ScoringAverage",2009
153,153,"Jeff Quinney",78,35.74,2788,78,"Back9ScoringAverage",2009
155,155,"Stewart Cink",79,35.75,2610,73,"Back9ScoringAverage",2009
155,155,"Ryuji Imada",85,35.75,3039,85,"Back9ScoringAverage",2009
157,157,"Jimmy Walker",74,35.76,2646,74,"Back9ScoringAverage",2009
158,158,"Jay Williamson",69,35.78,2469,69,"Back9ScoringAverage",2009
159,159,"Will Ma Kenzie",69,35.83,2472,69,"Back9ScoringAverage",2009
159,159,"Vijay Singh",71,35.83,2472,69,"Back9ScoringAverage",2009
161,161,"Bart Bryant",58,35.84,2079,58,"Back9ScoringAverage",2009
162,162,"Kent Jones",73,35.88,2619,73,"Back9ScoringAverage",2009
163,163,"Billy Mayfair",83,35.92,2981,83,"Back9ScoringAverage",2009
164,164,"Aaron Baddeley",66,35.95,2337,65,"Back9ScoringAverage",2009
165,165,"Derek Fathauer",63,35.98,2267,63,"Back9ScoringAverage",2009
165,165,"Todd Hamilton",83,35.98,2986,83,"Back9ScoringAverage",2009
167,167,"Carl Pettersson",86,35.99,3095,86,"Back9ScoringAverage",2009
168,168,"Leif Olson",51,36.02,1837,51,"Back9ScoringAverage",2009
169,169,"KJ Choi",65,36.03,2306,64,"Back9ScoringAverage",2009
169,169,"Peter Tomasulo",61,36.03,2198,61,"Back9ScoringAverage",2009
171,171,"Darron Stiles",52,36.04,1874,52,"Back9ScoringAverage",2009
172,172,"JB Holmes",74,36.05,2668,74,"Back9ScoringAverage",2009
173,173,"Mark Calcavecchia",72,36.06,2596,72,"Back9ScoringAverage",2009
174,174,"Ben Curtis",63,36.08,2237,62,"Back9ScoringAverage",2009
175,175,"Stuart Appleby",79,36.13,2818,78,"Back9ScoringAverage",2009
176,176,"Parker McLachlin",71,36.14,2566,71,"Back9ScoringAverage",2009
176,176,"Marc Turnesa",77,36.14,2783,77,"Back9ScoringAverage",2009
178,178,"Brendon Todd",53,36.19,1918,53,"Back9ScoringAverage",2009
179,179,"David Duval",56,36.3,2033,56,"Back9ScoringAverage",2009
180,180,"Brad Faxon",59,36.32,2143,59,"Back9ScoringAverage",2009
181,181,"Rick Price",54,36.39,1965,54,"Back9ScoringAverage",2009
182,182,"Adam Scott",53,36.44,1895,52,"Back9ScoringAverage",2009
183,183,"Greg Kraft",51,36.51,1862,51,"Back9ScoringAverage",2009
184,184,"Eric Axley",71,36.65,2602,71,"Back9ScoringAverage",2009
