"GoodDrivePercentage_RANKTHISWEEK_2016","GoodDrivePercentage_RANKLASTWEEK_2016","GoodDrivePercentage_PLAYERNAME_2016","GoodDrivePercentage_ROUNDS_2016","GoodDrivePercentage_Pct_2016","GoodDrivePercentage_HIT_2016","GoodDrivePercentage_TOTALATTEMPTS_2016","stat_name","year"
1,1,"Thomas Aiken",42,90.22,526,583,"GoodDrivePercentage",2016
2,2,"Henrik Stenson",30,90.14,375,416,"GoodDrivePercentage",2016
3,4,"Russell Knox",48,88.39,556,629,"GoodDrivePercentage",2016
4,7,"Bubba Watson",30,87.93,335,381,"GoodDrivePercentage",2016
5,8,"Jerry Kelly",44,87.89,537,611,"GoodDrivePercentage",2016
6,3,"Lucas Glover",53,87.82,649,739,"GoodDrivePercentage",2016
7,11,"Chez Reavie",56,87.42,681,779,"GoodDrivePercentage",2016
8,6,"Jim Herman",55,87.22,669,767,"GoodDrivePercentage",2016
9,14,"David Hearn",55,87.09,668,767,"GoodDrivePercentage",2016
10,10,"Kevin Streelman",46,87.05,558,641,"GoodDrivePercentage",2016
11,5,"Jason Bohn",37,87.04,450,517,"GoodDrivePercentage",2016
12,15,"Roberto Castro",55,86.83,666,767,"GoodDrivePercentage",2016
13,9,"Justin Rose",35,86.8,388,447,"GoodDrivePercentage",2016
14,19,"Colt Knost",56,86.68,677,781,"GoodDrivePercentage",2016
15,16,"Kevin Na",52,86.64,590,681,"GoodDrivePercentage",2016
16,17,"Adam Scott",39,86.51,436,504,"GoodDrivePercentage",2016
17,12,"Ryan Moore",40,86.39,419,485,"GoodDrivePercentage",2016
18,23,"Shane Lowry",35,86.35,386,447,"GoodDrivePercentage",2016
19,20,"Andrew Landry",24,86.27,289,335,"GoodDrivePercentage",2016
20,22,"Brooks Koepka",39,86.22,413,479,"GoodDrivePercentage",2016
21,18,"Emiliano Grillo",47,86.13,534,620,"GoodDrivePercentage",2016
22,26,"Ken Duke",26,86.07,309,359,"GoodDrivePercentage",2016
22,26,"Matthew Fitzpatrick",23,86.07,241,280,"GoodDrivePercentage",2016
24,13,"Scott Langley",41,86.04,493,573,"GoodDrivePercentage",2016
25,21,"Scott Pinckney",53,85.95,636,740,"GoodDrivePercentage",2016
26,39,"Chad Campbell",54,85.94,648,754,"GoodDrivePercentage",2016
27,29,"Shane Bertsch",30,85.92,360,419,"GoodDrivePercentage",2016
27,29,"John Huh",51,85.92,610,710,"GoodDrivePercentage",2016
27,29,"Jordan Spieth",34,85.92,360,419,"GoodDrivePercentage",2016
30,29,"Zac Blair",56,85.79,670,781,"GoodDrivePercentage",2016
31,36,"Jason Dufner",53,85.76,596,695,"GoodDrivePercentage",2016
32,37,"Andy Sullivan",25,85.71,264,308,"GoodDrivePercentage",2016
33,24,"Patrick Rodgers",49,85.67,586,684,"GoodDrivePercentage",2016
34,25,"William McGirt",54,85.56,646,755,"GoodDrivePercentage",2016
35,41,"Bryce Molder",50,85.51,596,697,"GoodDrivePercentage",2016
36,42,"Keegan Bradley",40,85.48,477,558,"GoodDrivePercentage",2016
36,42,"Louis Oosthuizen",25,85.48,212,248,"GoodDrivePercentage",2016
38,44,"Russell Henley",42,85.47,500,585,"GoodDrivePercentage",2016
39,33,"Spencer Levin",62,85.43,739,865,"GoodDrivePercentage",2016
40,46,"Darron Stiles",28,85.42,334,391,"GoodDrivePercentage",2016
41,49,"Justin Leonard",28,85.31,331,388,"GoodDrivePercentage",2016
41,49,"Graeme McDowell",33,85.31,360,422,"GoodDrivePercentage",2016
43,53,"Rickie Fowler",42,85.27,469,550,"GoodDrivePercentage",2016
43,52,"Boo Weekley",53,85.27,631,740,"GoodDrivePercentage",2016
45,35,"John Senden",48,85.22,571,670,"GoodDrivePercentage",2016
46,54,"Brice Garnett",29,85.19,345,405,"GoodDrivePercentage",2016
47,28,"Brian Stuard",24,85.07,285,335,"GoodDrivePercentage",2016
48,55,"Branden Grace",31,85.05,330,388,"GoodDrivePercentage",2016
49,40,"Kevin Kisner",49,85.03,551,648,"GoodDrivePercentage",2016
50,79,"Justin Hicks",26,85,306,360,"GoodDrivePercentage",2016
50,57,"Bernd Wiesberger",23,85,238,280,"GoodDrivePercentage",2016
52,72,"Hideki Matsuyama",40,84.94,440,518,"GoodDrivePercentage",2016
53,34,"David Toms",38,84.88,449,529,"GoodDrivePercentage",2016
54,60,"Wes Roach",33,84.82,391,461,"GoodDrivePercentage",2016
55,45,"Webb Simpson",34,84.81,402,474,"GoodDrivePercentage",2016
56,66,"Fabian Gomez",49,84.72,549,648,"GoodDrivePercentage",2016
56,46,"Davis Love III",40,84.72,477,563,"GoodDrivePercentage",2016
56,63,"Charl Schwartzel",29,84.72,305,360,"GoodDrivePercentage",2016
59,64,"Zach Johnson",42,84.7,454,536,"GoodDrivePercentage",2016
60,76,"Will Ma Kenzie",54,84.69,636,751,"GoodDrivePercentage",2016
61,58,"Jhonattan Vegas",49,84.67,580,685,"GoodDrivePercentage",2016
62,56,"Kyle Reifers",63,84.62,743,878,"GoodDrivePercentage",2016
63,67,"Billy Hurley III",22,84.59,258,305,"GoodDrivePercentage",2016
63,67,"Matt Kuchar",46,84.59,494,584,"GoodDrivePercentage",2016
65,69,"Sergio Garcia",28,84.57,296,350,"GoodDrivePercentage",2016
65,51,"Danny Lee",53,84.57,592,700,"GoodDrivePercentage",2016
67,82,"Paul Casey",39,84.52,426,504,"GoodDrivePercentage",2016
67,37,"Rory McIlroy",37,84.52,355,420,"GoodDrivePercentage",2016
69,59,"Graham DeLaet",50,84.48,588,696,"GoodDrivePercentage",2016
70,76,"Greg Owen",56,84.42,661,783,"GoodDrivePercentage",2016
71,73,"Marc Leishman",41,84.4,449,532,"GoodDrivePercentage",2016
72,74,"KJ Choi",47,84.38,551,653,"GoodDrivePercentage",2016
73,70,"Johnson Wagner",44,84.25,519,616,"GoodDrivePercentage",2016
74,81,"Billy Horschel",45,84.18,495,588,"GoodDrivePercentage",2016
75,64,"Mark Hubbard",73,84.17,856,1017,"GoodDrivePercentage",2016
76,84,"Jason Day",36,84.11,344,409,"GoodDrivePercentage",2016
77,87,"Whee Kim",54,84.02,631,751,"GoodDrivePercentage",2016
78,70,"JJ Henry",44,84.01,520,619,"GoodDrivePercentage",2016
79,62,"Brendan Steele",48,83.93,564,672,"GoodDrivePercentage",2016
80,85,"Sean OHair",45,83.92,527,628,"GoodDrivePercentage",2016
81,86,"Kyle Stanley",57,83.86,665,793,"GoodDrivePercentage",2016
82,61,"Kevin Chappell",49,83.85,571,681,"GoodDrivePercentage",2016
83,89,"Jason Gore",51,83.78,594,709,"GoodDrivePercentage",2016
83,91,"Scott Piercy",45,83.78,496,592,"GoodDrivePercentage",2016
85,90,"Ben Crane",48,83.73,561,670,"GoodDrivePercentage",2016
86,94,"Cameron Percy",22,83.71,257,307,"GoodDrivePercentage",2016
87,83,"Alex Cejka",47,83.66,553,661,"GoodDrivePercentage",2016
88,91,"Justin Thomas",53,83.57,585,700,"GoodDrivePercentage",2016
89,80,"Blayne Barber",44,83.5,511,612,"GoodDrivePercentage",2016
90,104,"Chris Stroud",52,83.45,605,725,"GoodDrivePercentage",2016
91,93,"Henrik Norlander",41,83.42,478,573,"GoodDrivePercentage",2016
92,100,"David Lingmerth",54,83.4,598,717,"GoodDrivePercentage",2016
93,99,"Andres Romero",22,83.39,256,307,"GoodDrivePercentage",2016
93,78,"Mark Wilson",42,83.39,487,584,"GoodDrivePercentage",2016
95,109,"James Hahn",45,83.36,526,631,"GoodDrivePercentage",2016
96,101,"Brandt Snedeker",47,83.31,504,605,"GoodDrivePercentage",2016
97,103,"Miguel Angel Carballo",24,83.28,279,335,"GoodDrivePercentage",2016
98,102,"Bill Haas",42,83.24,442,531,"GoodDrivePercentage",2016
99,106,"Rory Sabbatini",40,83.06,461,555,"GoodDrivePercentage",2016
100,107,"Ben Martin",48,83.01,557,671,"GoodDrivePercentage",2016
101,88,"Vaughn Taylor",30,82.97,346,417,"GoodDrivePercentage",2016
102,97,"Scott Brown",59,82.95,681,821,"GoodDrivePercentage",2016
103,95,"Ian Poulter",37,82.85,425,513,"GoodDrivePercentage",2016
103,123,"Vijay Singh",42,82.85,483,583,"GoodDrivePercentage",2016
105,97,"Adam Hadwin",53,82.84,613,740,"GoodDrivePercentage",2016
106,105,"Brendon de Jonge",55,82.81,636,768,"GoodDrivePercentage",2016
107,112,"Ryan Palmer",46,82.79,529,639,"GoodDrivePercentage",2016
108,113,"Troy Merritt",41,82.78,476,575,"GoodDrivePercentage",2016
109,116,"Hudson Swafford",52,82.73,599,724,"GoodDrivePercentage",2016
110,115,"Daniel Berger",52,82.7,564,682,"GoodDrivePercentage",2016
111,121,"Bronson Burgoon",53,82.68,611,739,"GoodDrivePercentage",2016
112,119,"Stewart Cink",45,82.62,518,627,"GoodDrivePercentage",2016
112,108,"Cameron Tringale",47,82.62,542,656,"GoodDrivePercentage",2016
114,120,"Chris Kirk",51,82.61,532,644,"GoodDrivePercentage",2016
114,126,"Daniel Summerhays",55,82.61,632,765,"GoodDrivePercentage",2016
116,74,"Martin Piller",37,82.59,427,517,"GoodDrivePercentage",2016
117,123,"Sam Saunders",40,82.52,458,555,"GoodDrivePercentage",2016
118,117,"Jamie Lovemark",57,82.49,655,794,"GoodDrivePercentage",2016
119,109,"Si Woo Kim",63,82.48,725,879,"GoodDrivePercentage",2016
120,127,"Brian Harman",60,82.46,691,838,"GoodDrivePercentage",2016
121,128,"Dicky Pride",33,82.43,380,461,"GoodDrivePercentage",2016
122,130,"Jon Curran",55,82.4,632,767,"GoodDrivePercentage",2016
123,137,"DA Points",32,82.33,368,447,"GoodDrivePercentage",2016
124,122,"Derek Ernst",36,82.31,414,503,"GoodDrivePercentage",2016
124,132,"Rhein Gibson",36,82.31,414,503,"GoodDrivePercentage",2016
126,133,"Smylie Kaufman",57,82.24,625,760,"GoodDrivePercentage",2016
127,96,"Tim Wilkinson",40,82.11,459,559,"GoodDrivePercentage",2016
128,118,"Brett Stegmaier",57,82.09,651,793,"GoodDrivePercentage",2016
129,141,"Cameron Smith",45,82.08,513,625,"GoodDrivePercentage",2016
130,125,"Angel Cabrera",42,81.97,482,588,"GoodDrivePercentage",2016
130,140,"Lucas Lee",22,81.97,250,305,"GoodDrivePercentage",2016
132,131,"Sung Kang",51,81.95,581,709,"GoodDrivePercentage",2016
133,133,"Charles Howell III",63,81.89,719,878,"GoodDrivePercentage",2016
134,139,"Harris English",51,81.88,583,712,"GoodDrivePercentage",2016
135,136,"Luke List",51,81.86,582,711,"GoodDrivePercentage",2016
136,146,"Stuart Appleby",39,81.8,445,544,"GoodDrivePercentage",2016
136,128,"Kelly Kraft",35,81.8,400,489,"GoodDrivePercentage",2016
138,111,"Padraig Harrington",38,81.73,434,531,"GoodDrivePercentage",2016
139,144,"Freddie Jacobson",54,81.67,615,753,"GoodDrivePercentage",2016
140,135,"Jason Kokrak",52,81.66,592,725,"GoodDrivePercentage",2016
141,147,"Harold Varner III",58,81.6,661,810,"GoodDrivePercentage",2016
142,148,"Abraham Ancer",26,81.54,296,363,"GoodDrivePercentage",2016
143,114,"Martin Laird",46,81.46,523,642,"GoodDrivePercentage",2016
144,150,"Steve Stricker",25,81.45,281,345,"GoodDrivePercentage",2016
145,148,"Peter Malnati",53,81.29,604,743,"GoodDrivePercentage",2016
146,154,"Francesco Molinari",36,81.27,408,502,"GoodDrivePercentage",2016
147,142,"Hunter Mahan",43,81.24,485,597,"GoodDrivePercentage",2016
148,151,"Steve Marino",40,81.22,454,559,"GoodDrivePercentage",2016
149,145,"Michael Thompson",46,81.18,522,643,"GoodDrivePercentage",2016
150,153,"Gary Woodland",45,81.15,508,626,"GoodDrivePercentage",2016
