"Roundsinthe60s_RANKTHISWEEK_2013","Roundsinthe60s_RANKLASTWEEK_2013","Roundsinthe60s_PLAYERNAME_2013","Roundsinthe60s_EVENTS_2013","Roundsinthe60s_TOTALRNDS_2013","stat_name","year"
1,NA,"Brendon de Jonge",30,48,"Roundsinthe60s",2013
2,NA,"Billy Horschel",26,42,"Roundsinthe60s",2013
3,NA,"Jordan Spieth",23,41,"Roundsinthe60s",2013
4,NA,"Chris Kirk",24,40,"Roundsinthe60s",2013
5,NA,"Keegan Bradley",25,39,"Roundsinthe60s",2013
5,NA,"Harris English",26,39,"Roundsinthe60s",2013
5,NA,"Zach Johnson",24,39,"Roundsinthe60s",2013
8,NA,"Roberto Castro",29,38,"Roundsinthe60s",2013
8,NA,"Rory Sabbatini",27,38,"Roundsinthe60s",2013
10,NA,"Graham DeLaet",26,37,"Roundsinthe60s",2013
10,NA,"Charles Howell III",26,37,"Roundsinthe60s",2013
12,NA,"Matt Jones",24,36,"Roundsinthe60s",2013
12,NA,"Hunter Mahan",25,36,"Roundsinthe60s",2013
12,NA,"Bryce Molder",24,36,"Roundsinthe60s",2013
15,NA,"Matt Kuchar",23,35,"Roundsinthe60s",2013
15,NA,"Jimmy Walker",24,35,"Roundsinthe60s",2013
15,NA,"Boo Weekley",27,35,"Roundsinthe60s",2013
18,NA,"Chris Stroud",26,34,"Roundsinthe60s",2013
18,NA,"Daniel Summerhays",26,34,"Roundsinthe60s",2013
18,NA,"Nicholas Thompson",29,34,"Roundsinthe60s",2013
21,NA,"Brian Davis",28,33,"Roundsinthe60s",2013
21,NA,"Jim Furyk",22,33,"Roundsinthe60s",2013
21,NA,"Bill Haas",25,33,"Roundsinthe60s",2013
21,NA,"Brandt Snedeker",23,33,"Roundsinthe60s",2013
21,NA,"Kevin Stadler",25,33,"Roundsinthe60s",2013
26,NA,"Matt Every",28,32,"Roundsinthe60s",2013
26,NA,"David Hearn",26,32,"Roundsinthe60s",2013
26,NA,"Webb Simpson",25,32,"Roundsinthe60s",2013
26,NA,"Nick Watney",26,32,"Roundsinthe60s",2013
30,NA,"Kevin Streelman",25,31,"Roundsinthe60s",2013
31,NA,"Stuart Appleby",25,30,"Roundsinthe60s",2013
31,NA,"Phil Mickelson",21,30,"Roundsinthe60s",2013
31,NA,"Jeff Overton",24,30,"Roundsinthe60s",2013
31,NA,"Camilo Villegas",23,30,"Roundsinthe60s",2013
31,NA,"Gary Woodland",26,30,"Roundsinthe60s",2013
36,NA,"Jason Day",21,29,"Roundsinthe60s",2013
36,NA,"Bob Estes",18,29,"Roundsinthe60s",2013
36,NA,"Charley Hoffman",23,29,"Roundsinthe60s",2013
36,NA,"Dustin Johnson",22,29,"Roundsinthe60s",2013
36,NA,"John Merrick",23,29,"Roundsinthe60s",2013
36,NA,"Henrik Stenson",18,29,"Roundsinthe60s",2013
36,NA,"Brian Stuard",25,29,"Roundsinthe60s",2013
43,NA,"Steven Bowditch",22,28,"Roundsinthe60s",2013
43,NA,"Kevin Chappell",24,28,"Roundsinthe60s",2013
43,NA,"Martin Flores",25,28,"Roundsinthe60s",2013
43,NA,"Richard Lee",24,28,"Roundsinthe60s",2013
43,NA,"Ryan Palmer",22,28,"Roundsinthe60s",2013
43,NA,"Patrick Reed",26,28,"Roundsinthe60s",2013
43,NA,"John Rollins",24,28,"Roundsinthe60s",2013
50,NA,"Jason Dufner",22,27,"Roundsinthe60s",2013
50,NA,"Luke Guthrie",27,27,"Roundsinthe60s",2013
