"LowestRound_RANKTHISWEEK_2010","LowestRound_RANKLASTWEEK_2010","LowestRound_PLAYERNAME_2010","LowestRound_ROUNDS_2010","LowestRound_VALUE_2010","LowestRound_TOURNCOURSE_2010","LowestRound_ROUND_2010","stat_name","year"
1,1,"Stuart Appleby",101,59,NA,4,"LowestRound",2010
1,1,"Paul Goydos",78,59,NA,1,"LowestRound",2010
3,3,"JB Holmes",100,60,NA,3,"LowestRound",2010
3,3,"Carl Pettersson",99,60,NA,3,"LowestRound",2010
3,3,"Steve Stricker",73,60,NA,1,"LowestRound",2010
6,6,"Arjun Atwal",47,61,NA,1,"LowestRound",2010
6,6,"Cameron Beckman",68,61,NA,2,"LowestRound",2010
6,6,"Kevin Na",94,61,NA,3,"LowestRound",2010
6,6,"DA Points",90,61,NA,3,"LowestRound",2010
10,10,"Ricky Barnes",103,62,NA,3,"LowestRound",2010
10,10,"Shane Bertsch",15,62,NA,1,"LowestRound",2010
10,10,"Graham DeLaet",88,62,NA,3,"LowestRound",2010
10,10,"Brent Delahoussaye",57,62,NA,1,"LowestRound",2010
10,10,"Retief Goosen",75,62,NA,4,"LowestRound",2010
10,10,"Charley Hoffman",85,62,NA,4,"LowestRound",2010
10,10,"Charles Howell III",103,62,NA,4,"LowestRound",2010
10,10,"Ryuji Imada",90,62,NA,2,"LowestRound",2010
10,10,"Freddie Jacobson",83,62,NA,4,"LowestRound",2010
10,10,"Martin Laird",91,62,NA,2,"LowestRound",2010
10,10,"John Mallinger",78,62,NA,4,"LowestRound",2010
10,10,"Rory McIlroy",54,62,NA,4,"LowestRound",2010
10,10,"Katsumasa Miyamoto",6,62,NA,3,"LowestRound",2010
10,10,"Bryce Molder",84,62,NA,2,"LowestRound",2010
10,10,"Jeff Overton",89,62,NA,2,"LowestRound",2010
10,10,"Cameron Percy",73,62,NA,3,"LowestRound",2010
10,10,"Justin Rose",78,62,NA,2,"LowestRound",2010
10,10,"Michael Sim",64,62,NA,4,"LowestRound",2010
10,10,"Chris Stroud",90,62,NA,1,"LowestRound",2010
10,10,"Kevin Sutherland",86,62,NA,2,"LowestRound",2010
10,10,"Camilo Villegas",78,62,NA,1,"LowestRound",2010
10,10,"Bubba Watson",77,62,NA,2,"LowestRound",2010
32,32,"Blake Adams",84,63,NA,1,"LowestRound",2010
32,32,"Woody Austin",93,63,NA,4,"LowestRound",2010
32,32,"Jason Bohn",84,63,NA,1,"LowestRound",2010
32,32,"Jonathan Byrd",85,63,NA,2,"LowestRound",2010
32,32,"Tim Clark",88,63,NA,2,"LowestRound",2010
32,32,"Erik Compton",24,63,NA,1,"LowestRound",2010
32,32,"Chris Couch",66,63,NA,3,"LowestRound",2010
32,32,"Jason Day",82,63,NA,1,"LowestRound",2010
32,32,"Brendon de Jonge",114,63,NA,2,"LowestRound",2010
32,32,"Matt Every",60,63,NA,1,"LowestRound",2010
32,32,"Brian Gay",101,63,NA,4,"LowestRound",2010
32,32,"Tom Gillis",97,63,NA,2,"LowestRound",2010
32,32,"JP Hayes",79,63,NA,3,"LowestRound",2010
32,32,"JJ Henry",92,63,NA,4,"LowestRound",2010
32,32,"Tim Herron",79,63,NA,2,"LowestRound",2010
32,32,"Lee Janzen",77,63,NA,3,"LowestRound",2010
32,32,"Zach Johnson",93,63,NA,1,"LowestRound",2010
32,32,"Jerry Kelly",99,63,NA,2,"LowestRound",2010
32,32,"Matt Kuchar",97,63,NA,3,"LowestRound",2010
32,32,"Derek Lamely",81,63,NA,3,"LowestRound",2010
32,32,"Justin Leonard",89,63,NA,2,"LowestRound",2010
32,32,"Spencer Levin",110,63,NA,2,"LowestRound",2010
32,32,"Bill Lunde",79,63,NA,2,"LowestRound",2010
32,32,"Jeff Maggert",76,63,NA,3,"LowestRound",2010
32,32,"Scott McCarron",90,63,NA,3,"LowestRound",2010
32,32,"Rocco Mediate",71,63,NA,3,"LowestRound",2010
32,32,"Shaun Micheel",70,63,NA,3,"LowestRound",2010
32,32,"James Nitties",92,63,NA,2,"LowestRound",2010
32,32,"Ryan Palmer",84,63,NA,3,"LowestRound",2010
32,32,"Pat Perez",90,63,NA,3,"LowestRound",2010
32,32,"Ian Poulter",55,63,NA,2,"LowestRound",2010
32,32,"John Rollins",81,63,NA,1,"LowestRound",2010
32,32,"Rory Sabbatini",79,63,NA,4,"LowestRound",2010
32,32,"Webb Simpson",98,63,NA,4,"LowestRound",2010
32,32,"Brandt Snedeker",89,63,NA,1,"LowestRound",2010
32,32,"Kevin Streelman",90,63,NA,2,"LowestRound",2010
32,32,"Roland Thatcher",72,63,NA,2,"LowestRound",2010
32,32,"David Toms",86,63,NA,2,"LowestRound",2010
32,32,"Kirk Triplett",36,63,NA,4,"LowestRound",2010
32,32,"Charles Warren",64,63,NA,3,"LowestRound",2010
32,32,"Nick Watney",91,63,NA,3,"LowestRound",2010
32,32,"Boo Weekley",88,63,NA,2,"LowestRound",2010
32,32,"Lee Westwood",40,63,NA,1,"LowestRound",2010
75,75,"Stephen Ames",75,64,NA,2,"LowestRound",2010
75,75,"Aaron Baddeley",94,64,NA,3,"LowestRound",2010
75,75,"Briny Baird",87,64,NA,3,"LowestRound",2010
75,75,"Kris Blanks",91,64,NA,2,"LowestRound",2010
75,75,"Michael Bradley",77,64,NA,4,"LowestRound",2010
75,75,"Chad Campbell",95,64,NA,2,"LowestRound",2010
75,75,"Paul Casey",64,64,NA,2,"LowestRound",2010
75,75,"Greg Chalmers",93,64,NA,2,"LowestRound",2010
75,75,"KJ Choi",82,64,NA,1,"LowestRound",2010
75,75,"Chad Collins",87,64,NA,2,"LowestRound",2010
75,75,"Ben Crane",85,64,NA,3,"LowestRound",2010
75,75,"Ben Curtis",78,64,NA,3,"LowestRound",2010
75,75,"John Daly",63,64,NA,4,"LowestRound",2010
75,75,"Brian Davis",101,64,NA,1,"LowestRound",2010
75,75,"Jason Dufner",87,64,NA,3,"LowestRound",2010
75,75,"Ken Duke",16,64,NA,3,"LowestRound",2010
75,75,"Joe Durant",67,64,NA,4,"LowestRound",2010
75,75,"David Duval",71,64,NA,2,"LowestRound",2010
75,75,"Ernie Els",72,64,NA,3,"LowestRound",2010
75,75,"Bob Estes",79,64,NA,4,"LowestRound",2010
75,75,"Rickie Fowler",98,64,NA,2,"LowestRound",2010
75,75,"Jim Furyk",76,64,NA,4,"LowestRound",2010
75,75,"Robert Garrigus",71,64,NA,4,"LowestRound",2010
75,75,"Lucas Glover",75,64,NA,1,"LowestRound",2010
75,75,"Mathew Goggin",85,64,NA,1,"LowestRound",2010
75,75,"Bill Haas",87,64,NA,3,"LowestRound",2010
75,75,"Padraig Harrington",57,64,NA,4,"LowestRound",2010
75,75,"Mark Hensby",39,64,NA,2,"LowestRound",2010
75,75,"Yuta Ikeda",32,64,NA,2,"LowestRound",2010
75,75,"Richard Johnson",90,64,NA,4,"LowestRound",2010
75,75,"Dustin Johnson",83,64,NA,3,"LowestRound",2010
75,75,"Matt Jones",89,64,NA,1,"LowestRound",2010
75,75,"Skip Kendall",58,64,NA,4,"LowestRound",2010
75,75,"Anthony Kim",45,64,NA,2,"LowestRound",2010
75,75,"Cliff Kresge",50,64,NA,2,"LowestRound",2010
75,75,"Marc Leishman",87,64,NA,4,"LowestRound",2010
