"FinalRoundPerformance_RANKTHISWEEK_2006","FinalRoundPerformance_RANKLASTWEEK_2006","FinalRoundPerformance_PLAYERNAME_2006","FinalRoundPerformance_EVENTS_2006","FinalRoundPerformance_Pct_2006","stat_name","year"
1,NA,"Tiger Woods",15,100,"FinalRoundPerformance",2006
2,NA,"Tjaart van der Walt",21,87.5,"FinalRoundPerformance",2006
3,NA,"Jose Maria Olazabal",18,84.62,"FinalRoundPerformance",2006
4,NA,"Luke Donald",18,80,"FinalRoundPerformance",2006
5,NA,"Fred Couples",17,77.78,"FinalRoundPerformance",2006
5,NA,"Kent Jones",32,77.78,"FinalRoundPerformance",2006
5,NA,"Billy Mayfair",29,77.78,"FinalRoundPerformance",2006
5,NA,"Vaughn Taylor",26,77.78,"FinalRoundPerformance",2006
5,NA,"Jimmy Walker",21,77.78,"FinalRoundPerformance",2006
10,NA,"Ted Purdy",33,76.47,"FinalRoundPerformance",2006
11,NA,"Stewart Cink",26,76.19,"FinalRoundPerformance",2006
11,NA,"Jim Furyk",24,76.19,"FinalRoundPerformance",2006
11,NA,"Ryuji Imada",31,76.19,"FinalRoundPerformance",2006
14,NA,"Todd Hamilton",27,75,"FinalRoundPerformance",2006
14,NA,"Tim Petrovic",30,75,"FinalRoundPerformance",2006
14,NA,"Adam Scott",19,75,"FinalRoundPerformance",2006
17,NA,"Carl Pettersson",28,73.68,"FinalRoundPerformance",2006
18,NA,"Joey Sindelar",29,73.33,"FinalRoundPerformance",2006
18,NA,"Steve Stricker",17,73.33,"FinalRoundPerformance",2006
20,NA,"John Cook",22,72.73,"FinalRoundPerformance",2006
21,NA,"JJ Henry",28,72.22,"FinalRoundPerformance",2006
22,NA,"Greg Chalmers",28,71.43,"FinalRoundPerformance",2006
22,NA,"Jason Gore",29,71.43,"FinalRoundPerformance",2006
22,NA,"Skip Kendall",22,71.43,"FinalRoundPerformance",2006
22,NA,"Mark OMeara",18,71.43,"FinalRoundPerformance",2006
