"OfficialWorldGolfRanking_RANKTHISWEEK_2013","OfficialWorldGolfRanking_RANKLASTWEEK_2013","OfficialWorldGolfRanking_PLAYERNAME_2013","OfficialWorldGolfRanking_EVENTS_2013","OfficialWorldGolfRanking_AVGPOINTS_2013","OfficialWorldGolfRanking_TOTALPOINTS_2013","OfficialWorldGolfRanking_POINTSLOST_2013","OfficialWorldGolfRanking_POINTSGAINED_2013","OfficialWorldGolfRanking_COUNTRY_2013","stat_name","year"
96,99,"Matt Jones",50,1.65,82.7,-17.11,82.14,NA,"OfficialWorldGolfRanking",2013
97,96,"Marcus Fraser",52,1.63,84.74,-72.2,46.53,NA,"OfficialWorldGolfRanking",2013
98,97,"Geoff Ogilvy",47,1.62,76.04,-78.31,49.65,NA,"OfficialWorldGolfRanking",2013
99,98,"Padraig Harrington",52,1.61,83.58,-74.19,50.74,NA,"OfficialWorldGolfRanking",2013
100,100,"Brooks Koepka",40,1.6,63.85,-10.42,58.77,NA,"OfficialWorldGolfRanking",2013
101,101,"Charley Hoffman",52,1.57,81.46,-44.46,69.43,NA,"OfficialWorldGolfRanking",2013
102,109,"SJ Park",41,1.55,63.58,-8.19,61.99,NA,"OfficialWorldGolfRanking",2013
103,103,"Victor Dubuisson",40,1.54,61.67,-35.73,47.83,NA,"OfficialWorldGolfRanking",2013
104,107,"Paul Casey",50,1.54,76.83,-49.86,61.39,NA,"OfficialWorldGolfRanking",2013
105,106,"Kevin Stadler",52,1.52,79.02,-46.26,57.47,NA,"OfficialWorldGolfRanking",2013
106,104,"Hiroyuki Fujita",52,1.52,78.78,-79.78,17.44,NA,"OfficialWorldGolfRanking",2013
107,108,"Chris Stroud",52,1.51,78.7,-33.12,75.66,NA,"OfficialWorldGolfRanking",2013
108,105,"John Senden",52,1.51,78.67,-105.87,38.7,NA,"OfficialWorldGolfRanking",2013
109,110,"Marc Warren",52,1.5,78.13,-33.54,60.25,NA,"OfficialWorldGolfRanking",2013
110,111,"Scott Jamieson",52,1.49,77.61,-50.99,46.46,NA,"OfficialWorldGolfRanking",2013
111,112,"Pablo Larrazabal",52,1.48,77.06,-66.14,53.12,NA,"OfficialWorldGolfRanking",2013
112,114,"Chesson Hadley",40,1.46,58.26,-1.58,59.83,NA,"OfficialWorldGolfRanking",2013
113,113,"Brendan Jones",44,1.45,63.83,-47.55,25.24,NA,"OfficialWorldGolfRanking",2013
114,102,"Sangmoon Bae",52,1.44,75.06,-89.11,71.5,NA,"OfficialWorldGolfRanking",2013
115,119,"Danny Willett",49,1.44,70.64,-50.13,36.84,NA,"OfficialWorldGolfRanking",2013
116,117,"Matt Every",52,1.44,74.88,-42.93,53.67,NA,"OfficialWorldGolfRanking",2013
117,116,"Brian Davis",52,1.44,74.87,-48.66,59.83,NA,"OfficialWorldGolfRanking",2013
118,115,"Rafa Cabrera Bello",52,1.43,74.49,-76.85,40.47,NA,"OfficialWorldGolfRanking",2013
119,118,"KJ Choi",52,1.43,74.41,-98.83,54.18,NA,"OfficialWorldGolfRanking",2013
120,124,"Hyung Sung Kim",52,1.42,74.03,-38.11,44.52,NA,"OfficialWorldGolfRanking",2013
121,120,"Daniel Summerhays",52,1.41,73.07,-25.95,58.04,NA,"OfficialWorldGolfRanking",2013
122,125,"Thaworn Wiratchant",52,1.4,72.81,-55.65,25.31,NA,"OfficialWorldGolfRanking",2013
123,122,"Gregory Bourdy",52,1.39,72.4,-38.35,54.06,NA,"OfficialWorldGolfRanking",2013
124,123,"Ross Fisher",52,1.39,72.11,-46.51,43.47,NA,"OfficialWorldGolfRanking",2013
125,121,"Richie Ramsay",52,1.39,72.09,-69.59,30.64,NA,"OfficialWorldGolfRanking",2013
126,128,"Rory Sabbatini",52,1.37,71.09,-47.49,55.93,NA,"OfficialWorldGolfRanking",2013
127,127,"Jaco Van Zyl",52,1.36,70.88,-51.45,61.17,NA,"OfficialWorldGolfRanking",2013
128,126,"Anders Hansen",45,1.36,61.32,-74.35,34.64,NA,"OfficialWorldGolfRanking",2013
129,129,"David Hearn",52,1.33,69.32,-30.93,59.22,NA,"OfficialWorldGolfRanking",2013
130,130,"Michael Putnam",47,1.33,62.43,-15.76,57.61,NA,"OfficialWorldGolfRanking",2013
131,132,"Julien Quesne",47,1.33,62.37,-34.28,50.4,NA,"OfficialWorldGolfRanking",2013
132,135,"Raphael Jacquelin",51,1.31,66.78,-48.58,43.93,NA,"OfficialWorldGolfRanking",2013
133,131,"Derek Ernst",40,1.31,52.26,-6,58.26,NA,"OfficialWorldGolfRanking",2013
134,134,"John Peterson",40,1.3,51.98,-13.44,45.29,NA,"OfficialWorldGolfRanking",2013
135,133,"Morgan Hoffmann",40,1.29,51.7,-17.29,39.22,NA,"OfficialWorldGolfRanking",2013
136,136,"Josh Teater",52,1.28,66.71,-39.03,60.85,NA,"OfficialWorldGolfRanking",2013
137,137,"Tommy Fleetwood",52,1.28,66.4,-29.78,62.74,NA,"OfficialWorldGolfRanking",2013
138,190,"Shingo Katayama",51,1.26,64.21,-34.49,46.86,NA,"OfficialWorldGolfRanking",2013
139,138,"Thomas Aiken",52,1.25,64.91,-53.53,45.7,NA,"OfficialWorldGolfRanking",2013
140,139,"Darren Fichardt",52,1.25,64.84,-35.2,52.36,NA,"OfficialWorldGolfRanking",2013
141,140,"Charlie Beljan",48,1.24,59.59,-27.97,44.37,NA,"OfficialWorldGolfRanking",2013
142,143,"Eduardo De La Riva",43,1.24,53.3,-21.19,35.66,NA,"OfficialWorldGolfRanking",2013
143,146,"Ben Martin",49,1.24,60.64,-9.22,55.67,NA,"OfficialWorldGolfRanking",2013
144,141,"Mark Wilson",48,1.22,58.76,-69.25,44.28,NA,"OfficialWorldGolfRanking",2013
145,142,"Pat Perez",48,1.21,58.31,-43.33,43.75,NA,"OfficialWorldGolfRanking",2013
146,144,"Seung Yul Noh",52,1.21,62.93,-53.6,34.94,NA,"OfficialWorldGolfRanking",2013
147,145,"Felipe Aguilar",52,1.21,62.9,-36.35,61.11,NA,"OfficialWorldGolfRanking",2013
148,151,"Simon Khan",41,1.17,47.91,-15.81,48.02,NA,"OfficialWorldGolfRanking",2013
149,147,"Stewart Cink",46,1.17,53.73,-25.02,54.17,NA,"OfficialWorldGolfRanking",2013
150,148,"John Rollins",52,1.16,60.14,-50.85,50.04,NA,"OfficialWorldGolfRanking",2013
151,149,"Ryo Ishikawa",52,1.14,59.53,-76.29,28.97,NA,"OfficialWorldGolfRanking",2013
152,150,"Jason Kokrak",52,1.14,59.47,-29.95,54.57,NA,"OfficialWorldGolfRanking",2013
153,156,"Bob Estes",44,1.14,50.06,-30.42,37.22,NA,"OfficialWorldGolfRanking",2013
154,152,"Cameron Tringale",52,1.13,58.66,-47.7,51.05,NA,"OfficialWorldGolfRanking",2013
155,153,"WC Liang",52,1.13,58.65,-25.05,37.76,NA,"OfficialWorldGolfRanking",2013
156,154,"Brian Gay",52,1.12,58.36,-34.17,62.28,NA,"OfficialWorldGolfRanking",2013
157,155,"Brad Kennedy",47,1.12,52.7,-35.58,36.22,NA,"OfficialWorldGolfRanking",2013
158,157,"William McGirt",52,1.11,57.98,-30.73,41.74,NA,"OfficialWorldGolfRanking",2013
159,162,"Koumei Oda",51,1.1,56.3,-52.05,28.29,NA,"OfficialWorldGolfRanking",2013
160,159,"Simon Dyson",52,1.1,57.23,-81.48,36.52,NA,"OfficialWorldGolfRanking",2013
161,160,"Kristoffer Broberg",40,1.09,43.46,-30.67,2.25,NA,"OfficialWorldGolfRanking",2013
162,161,"Greg Chalmers",52,1.09,56.47,-77.63,34.73,NA,"OfficialWorldGolfRanking",2013
163,158,"Gaganjeet Bhullar",43,1.08,46.45,-35.1,13.74,NA,"OfficialWorldGolfRanking",2013
164,163,"JJ Henry",52,1.07,55.84,-33.63,36.76,NA,"OfficialWorldGolfRanking",2013
165,164,"Bud Cauley",52,1.07,55.58,-50.92,28.14,NA,"OfficialWorldGolfRanking",2013
166,165,"Ben Crane",49,1.07,52.33,-67.92,34.93,NA,"OfficialWorldGolfRanking",2013
167,233,"Scott Hend",50,1.06,52.76,-23.98,40.02,NA,"OfficialWorldGolfRanking",2013
168,168,"Brian Harman",52,1.05,54.58,-25.97,40.07,NA,"OfficialWorldGolfRanking",2013
169,167,"Brendan Steele",52,1.05,54.53,-37.7,47.6,NA,"OfficialWorldGolfRanking",2013
170,169,"Andres Romero",48,1.04,50.14,-41.77,31.58,NA,"OfficialWorldGolfRanking",2013
171,171,"Soren Kjeldsen",52,1.04,53.98,-36.23,32.94,NA,"OfficialWorldGolfRanking",2013
172,166,"Kyoung Hoon Lee",44,1.04,45.65,-23.33,27.45,NA,"OfficialWorldGolfRanking",2013
173,170,"Johnson Wagner",52,1.03,53.43,-57.21,34.8,NA,"OfficialWorldGolfRanking",2013
174,174,"Ben Curtis",49,1.02,50.12,-49.9,18.2,NA,"OfficialWorldGolfRanking",2013
175,173,"Jeff Overton",52,1.01,52.61,-58.38,29.85,NA,"OfficialWorldGolfRanking",2013
176,172,"KT Kim",52,1.01,52.55,-73.69,19.69,NA,"OfficialWorldGolfRanking",2013
177,181,"Steve Webster",51,1.01,51.47,-31.62,38.69,NA,"OfficialWorldGolfRanking",2013
178,175,"Hideto Tanihara",49,1.01,49.35,-27.3,27.14,NA,"OfficialWorldGolfRanking",2013
179,177,"Alejandro Canizares",52,1,52.1,-29.5,36.49,NA,"OfficialWorldGolfRanking",2013
180,179,"Nicholas Thompson",52,1,52,-18.41,46.03,NA,"OfficialWorldGolfRanking",2013
181,176,"Charlie Wi",52,1,51.94,-51.43,25.94,NA,"OfficialWorldGolfRanking",2013
182,180,"Edward Loar",52,1,51.81,-13.65,50.63,NA,"OfficialWorldGolfRanking",2013
183,178,"Ted Potter Jr",52,0.99,51.66,-44.33,34.27,NA,"OfficialWorldGolfRanking",2013
184,182,"Garth Mulroy",52,0.99,51.35,-41.29,35.52,NA,"OfficialWorldGolfRanking",2013
185,188,"Prayad Marksaeng",52,0.98,50.81,-29.21,45.39,NA,"OfficialWorldGolfRanking",2013
186,183,"Kevin Na",40,0.98,39.04,-70.65,5.75,NA,"OfficialWorldGolfRanking",2013
187,189,"Romain Wattel",50,0.96,48.18,-34.19,28.5,NA,"OfficialWorldGolfRanking",2013
188,187,"Yoshinori Fujimoto",42,0.96,40.42,-26.97,14.65,NA,"OfficialWorldGolfRanking",2013
189,186,"Jerry Kelly",51,0.96,49.06,-33.25,44.6,NA,"OfficialWorldGolfRanking",2013
190,184,"Vijay Singh",49,0.96,47,-60.62,17.42,NA,"OfficialWorldGolfRanking",2013
191,191,"Bryce Molder",51,0.96,48.74,-47.89,36.26,NA,"OfficialWorldGolfRanking",2013
192,193,"Fredrik Andersson Hed",51,0.95,48.59,-48.22,12.02,NA,"OfficialWorldGolfRanking",2013
193,185,"Aaron Baddeley",50,0.95,47.63,-71.93,31.16,NA,"OfficialWorldGolfRanking",2013
194,192,"Jeff Maggert",52,0.94,49.06,-17.47,45.45,NA,"OfficialWorldGolfRanking",2013
195,194,"Ricardo Santos",52,0.93,48.5,-31.22,47.68,NA,"OfficialWorldGolfRanking",2013
196,195,"Anirban Lahiri",40,0.93,37.23,-23.3,25.69,NA,"OfficialWorldGolfRanking",2013
197,196,"Scott Brown",52,0.93,48.4,-27.15,49.59,NA,"OfficialWorldGolfRanking",2013
198,197,"Daan Huizing",40,0.93,37.07,-0.15,37.22,NA,"OfficialWorldGolfRanking",2013
199,201,"Jonathan Byrd",42,0.91,38.3,-57.86,17.04,NA,"OfficialWorldGolfRanking",2013
200,198,"Mike Hendry",40,0.91,36.45,-17.42,27.19,NA,"OfficialWorldGolfRanking",2013
201,200,"Brendon Todd",52,0.91,47.31,-11.29,46.08,NA,"OfficialWorldGolfRanking",2013
202,213,"Toshinori Muto",52,0.91,47.12,-50.15,17.93,NA,"OfficialWorldGolfRanking",2013
203,199,"Hennie Otto",52,0.9,46.85,-41.04,36.52,NA,"OfficialWorldGolfRanking",2013
204,203,"Joachim B Hansen",46,0.9,41.23,-14.49,23.11,NA,"OfficialWorldGolfRanking",2013
205,202,"Junggon Hwang",52,0.89,46.51,-30.48,20.19,NA,"OfficialWorldGolfRanking",2013
206,208,"Andrea Pavan",49,0.89,43.65,-19.42,41.55,NA,"OfficialWorldGolfRanking",2013
207,205,"James Hahn",52,0.89,46.08,-27.11,35.49,NA,"OfficialWorldGolfRanking",2013
208,206,"Justin Leonard",52,0.89,46.03,-24.46,44.09,NA,"OfficialWorldGolfRanking",2013
209,204,"Toru Taniguchi",50,0.87,43.7,-57.77,12.35,NA,"OfficialWorldGolfRanking",2013
210,207,"Robert Rock",52,0.87,45.23,-59.41,26.16,NA,"OfficialWorldGolfRanking",2013
211,209,"Richard Lee",52,0.87,45.15,-19.76,38.33,NA,"OfficialWorldGolfRanking",2013
212,210,"Jason Bohn",52,0.86,44.8,-19.05,32.46,NA,"OfficialWorldGolfRanking",2013
213,211,"Patrick Cantlay",40,0.85,34.1,-17.62,29.2,NA,"OfficialWorldGolfRanking",2013
214,213,"Martin Flores",52,0.85,44.22,-25.03,35.56,NA,"OfficialWorldGolfRanking",2013
215,220,"Craig Lee",50,0.85,42.5,-15.83,38.15,NA,"OfficialWorldGolfRanking",2013
216,215,"Hyunwoo Ryu",52,0.85,44.01,-23.69,22.33,NA,"OfficialWorldGolfRanking",2013
217,212,"Jeev Milkha Singh",52,0.84,43.87,-52.33,13.43,NA,"OfficialWorldGolfRanking",2013
218,216,"Morten Orum Madsen",44,0.84,37.08,-11.25,29.48,NA,"OfficialWorldGolfRanking",2013
219,217,"Michael Hoey",52,0.84,43.77,-50.17,30.44,NA,"OfficialWorldGolfRanking",2013
220,218,"Trevor Immelman",52,0.84,43.55,-34.81,34.56,NA,"OfficialWorldGolfRanking",2013
221,219,"Tommy Gainey",52,0.83,43.09,-51.27,19.07,NA,"OfficialWorldGolfRanking",2013
222,222,"Sihwan Kim",40,0.82,32.99,-6.96,26.68,NA,"OfficialWorldGolfRanking",2013
223,221,"Eddie Pepperell",40,0.82,32.99,-12.55,23.91,NA,"OfficialWorldGolfRanking",2013
224,225,"Masahiro Kawamura",40,0.82,32.62,-9.13,24.31,NA,"OfficialWorldGolfRanking",2013
225,224,"Shiv Kapur",52,0.81,42.12,-23.66,30.94,NA,"OfficialWorldGolfRanking",2013
226,223,"Edoardo Molinari",40,0.81,32.34,-30.45,28.2,NA,"OfficialWorldGolfRanking",2013
227,270,"Arnond Vongvanij",40,0.79,31.76,-12.35,16.76,NA,"OfficialWorldGolfRanking",2013
228,227,"Yuta Ikeda",52,0.79,41.22,-48.24,8.21,NA,"OfficialWorldGolfRanking",2013
229,228,"Brian Stuard",52,0.79,41.16,-18.93,42.08,NA,"OfficialWorldGolfRanking",2013
230,226,"Retief Goosen",40,0.78,31.39,-51.56,13.52,NA,"OfficialWorldGolfRanking",2013
231,230,"Ricardo Gonzalez",46,0.78,36.08,-21.01,27.79,NA,"OfficialWorldGolfRanking",2013
232,231,"Alvaro Quiros",47,0.78,36.85,-58.1,18.23,NA,"OfficialWorldGolfRanking",2013
233,229,"DH Lee",52,0.78,40.73,-26.89,31.98,NA,"OfficialWorldGolfRanking",2013
234,232,"Shawn Stefani",50,0.78,38.99,-18.86,22.48,NA,"OfficialWorldGolfRanking",2013
235,235,"Satoshi Kodaira",40,0.77,30.97,-5.41,30.4,NA,"OfficialWorldGolfRanking",2013
236,236,"Lucas Glover",42,0.77,32.42,-33.23,36.61,NA,"OfficialWorldGolfRanking",2013
237,237,"Ben Kohles",40,0.77,30.73,-17.06,19.5,NA,"OfficialWorldGolfRanking",2013
238,238,"James Driscoll",52,0.77,39.86,-21.78,35.4,NA,"OfficialWorldGolfRanking",2013
239,240,"Marco Crespi",40,0.76,30.46,-9.21,22.11,NA,"OfficialWorldGolfRanking",2013
240,234,"Adilson da Silva",52,0.76,39.57,-14.82,32.7,NA,"OfficialWorldGolfRanking",2013
241,242,"David Horsey",52,0.76,39.46,-24.44,36.53,NA,"OfficialWorldGolfRanking",2013
242,241,"Jake Roos",47,0.76,35.56,-16.27,23.11,NA,"OfficialWorldGolfRanking",2013
243,239,"Peter Lawrie",52,0.76,39.33,-37.52,19.17,NA,"OfficialWorldGolfRanking",2013
244,243,"Paul Waring",40,0.75,30.2,-7.2,27.4,NA,"OfficialWorldGolfRanking",2013
245,244,"Andrew Svoboda",52,0.75,39.04,-11.76,35.46,NA,"OfficialWorldGolfRanking",2013
246,278,"Kunihiro Kamii",48,0.74,35.72,-21.86,20.57,NA,"OfficialWorldGolfRanking",2013
247,247,"Russell Knox",52,0.74,38.22,-17.3,29.6,NA,"OfficialWorldGolfRanking",2013
248,255,"Woody Austin",45,0.73,32.92,-10.55,28.24,NA,"OfficialWorldGolfRanking",2013
248,245,"Spencer Levin",40,0.73,29.26,-48.84,12.23,NA,"OfficialWorldGolfRanking",2013
250,254,"Wu Ashun",43,0.73,31.34,-20.11,9.33,NA,"OfficialWorldGolfRanking",2013
251,246,"Casey Wittenberg",52,0.73,37.87,-34.65,17.69,NA,"OfficialWorldGolfRanking",2013
252,251,"George McNeill",48,0.73,34.93,-40.87,25.6,NA,"OfficialWorldGolfRanking",2013
