"PowerRating_RANKTHISWEEK_2009","PowerRating_RANKLASTWEEK_2009","PowerRating_PLAYERNAME_2009","PowerRating_EVENTS_2009","PowerRating_RATING_2009","stat_name","year"
1,1,"Alvaro Quiros",3,10,"PowerRating",2009
2,2,"Graham DeLaet",1,9.9,"PowerRating",2009
2,2,"Luke List",1,9.9,"PowerRating",2009
4,4,"Chris Baryla",1,9.8,"PowerRating",2009
5,5,"Dustin Johnson",14,9.7,"PowerRating",2009
5,5,"Bubba Watson",11,9.7,"PowerRating",2009
7,7,"Robert Garrigus",15,9.5,"PowerRating",2009
8,8,"Matt Harmon",1,9.4,"PowerRating",2009
8,8,"Ryo Ishikawa",1,9.4,"PowerRating",2009
8,8,"Rory McIlroy",5,9.4,"PowerRating",2009
8,8,"Louis Oosthuizen",2,9.4,"PowerRating",2009
8,8,"Nick Watney",16,9.4,"PowerRating",2009
13,13,"John Daly",1,9.3,"PowerRating",2009
13,13,"Jamie Lovemark",2,9.3,"PowerRating",2009
15,15,"JB Holmes",10,9.2,"PowerRating",2009
16,16,"Phil Mickelson",11,9.1,"PowerRating",2009
17,17,"Angel Cabrera",7,9,"PowerRating",2009
17,17,"Garth Mulroy",1,9,"PowerRating",2009
17,17,"Tag Ridings",8,9,"PowerRating",2009
17,17,"Andres Romero",7,9,"PowerRating",2009
21,21,"Charley Hoffman",20,8.9,"PowerRating",2009
21,21,"Anthony Kim",13,8.9,"PowerRating",2009
21,21,"Martin Laird",11,8.9,"PowerRating",2009
24,24,"Harrison Frazar",16,8.8,"PowerRating",2009
24,24,"Tommy Gainey",6,8.8,"PowerRating",2009
24,24,"Charles Warren",10,8.8,"PowerRating",2009
24,24,"Gary Woodland",4,8.8,"PowerRating",2009
28,28,"Troy Matteson",15,8.7,"PowerRating",2009
29,29,"Daniel Chopra",16,8.6,"PowerRating",2009
29,29,"Fred Couples",9,8.6,"PowerRating",2009
29,29,"Davis Love III",16,8.6,"PowerRating",2009
29,29,"Kevin Streelman",18,8.6,"PowerRating",2009
33,33,"Jason Day",11,8.5,"PowerRating",2009
33,33,"Kyle Stanley",4,8.5,"PowerRating",2009
35,35,"Rickie Fowler",4,8.4,"PowerRating",2009
35,35,"Scott Piercy",14,8.4,"PowerRating",2009
37,37,"Steve Allan",1,8.3,"PowerRating",2009
37,37,"James Driscoll",7,8.3,"PowerRating",2009
37,37,"Leif Olson",4,8.3,"PowerRating",2009
37,37,"Lee Westwood",3,8.3,"PowerRating",2009
41,41,"Troy Kelly",2,8.2,"PowerRating",2009
41,41,"Marc Leishman",17,8.2,"PowerRating",2009
41,41,"Hunter Mahan",18,8.2,"PowerRating",2009
41,41,"Sean OHair",12,8.2,"PowerRating",2009
45,45,"Sergio Garcia",10,8.1,"PowerRating",2009
45,45,"Bobby Gates",1,8.1,"PowerRating",2009
45,45,"Soren Hansen",3,8.1,"PowerRating",2009
45,45,"Neal Lancaster",1,8.1,"PowerRating",2009
45,45,"Steve Marino",17,8.1,"PowerRating",2009
45,45,"John Merrick",13,8.1,"PowerRating",2009
45,45,"Jeff Overton",15,8.1,"PowerRating",2009
45,45,"Kenny Perry",18,8.1,"PowerRating",2009
45,45,"Charl Schwartzel",2,8.1,"PowerRating",2009
45,45,"Vijay Singh",10,8.1,"PowerRating",2009
55,55,"Stewart Cink",12,7.9,"PowerRating",2009
55,55,"Lucas Glover",18,7.9,"PowerRating",2009
55,55,"Tim Herron",15,7.9,"PowerRating",2009
55,55,"Brandt Jobe",6,7.9,"PowerRating",2009
55,55,"Matt Jones",10,7.9,"PowerRating",2009
55,55,"Anthony Kang",1,7.9,"PowerRating",2009
55,55,"Ryan Moore",14,7.9,"PowerRating",2009
55,55,"John Rollins",16,7.9,"PowerRating",2009
55,55,"Adam Scott",7,7.9,"PowerRating",2009
55,55,"Paul Stankowski",2,7.9,"PowerRating",2009
65,65,"Ross Fisher",3,7.8,"PowerRating",2009
65,65,"Scott Gutschewski",3,7.8,"PowerRating",2009
65,65,"Charles Howell III",18,7.8,"PowerRating",2009
65,65,"Reinier Saxton",1,7.8,"PowerRating",2009
65,65,"Vance Veazey",1,7.8,"PowerRating",2009
65,65,"Camilo Villegas",13,7.8,"PowerRating",2009
71,71,"Matt Bettencourt",16,7.7,"PowerRating",2009
71,71,"Chris Couch",3,7.7,"PowerRating",2009
71,71,"Retief Goosen",14,7.7,"PowerRating",2009
71,71,"Danny Lee",5,7.7,"PowerRating",2009
71,71,"Jack Newman",1,7.7,"PowerRating",2009
71,71,"Rory Sabbatini",14,7.7,"PowerRating",2009
71,71,"Nicholas Thompson",16,7.7,"PowerRating",2009
78,78,"Jonathan Byrd",17,7.6,"PowerRating",2009
78,78,"Paul Casey",6,7.6,"PowerRating",2009
78,78,"Ryan Palmer",12,7.6,"PowerRating",2009
78,78,"Martin Piller",1,7.6,"PowerRating",2009
78,78,"Bo Van Pelt",17,7.6,"PowerRating",2009
83,83,"Ricky Barnes",7,7.5,"PowerRating",2009
83,83,"Gonzalo Fdez Castano",1,7.5,"PowerRating",2009
83,83,"Bill Haas",15,7.5,"PowerRating",2009
83,83,"Michael Letzig",19,7.5,"PowerRating",2009
83,83,"Boo Weekley",15,7.5,"PowerRating",2009
83,83,"Tiger Woods",12,7.5,"PowerRating",2009
89,89,"Ted Purdy",18,7.4,"PowerRating",2009
89,89,"DJ Trahan",16,7.4,"PowerRating",2009
91,91,"Robert Allenby",12,7.3,"PowerRating",2009
91,91,"David Berganio Jr",5,7.3,"PowerRating",2009
91,91,"Mark Brown",1,7.3,"PowerRating",2009
91,91,"Erik Compton",2,7.3,"PowerRating",2009
91,91,"Peter Hanson",1,7.3,"PowerRating",2009
91,91,"Bill Lunde",14,7.3,"PowerRating",2009
91,91,"Geoff Ogilvy",14,7.3,"PowerRating",2009
91,91,"John Senden",20,7.3,"PowerRating",2009
91,91,"Peter Tomasulo",3,7.3,"PowerRating",2009
100,100,"JP Hayes",4,7.2,"PowerRating",2009
100,100,"Will Ma Kenzie",9,7.2,"PowerRating",2009
102,102,"Thomas Aiken",1,7.1,"PowerRating",2009
102,102,"Billy Andrade",1,7.1,"PowerRating",2009
102,102,"Ernie Els",13,7.1,"PowerRating",2009
102,102,"Andres Gonzales",1,7.1,"PowerRating",2009
102,102,"John Huston",5,7.1,"PowerRating",2009
102,102,"Prayad Marksaeng",2,7.1,"PowerRating",2009
102,102,"Greg Norman",1,7.1,"PowerRating",2009
102,102,"Jeev Milkha Singh",9,7.1,"PowerRating",2009
102,102,"Hideto Tanihara",1,7.1,"PowerRating",2009
111,111,"Tadd Fujikawa",2,7,"PowerRating",2009
111,111,"JJ Henry",17,7,"PowerRating",2009
111,111,"Martin Kaymer",6,7,"PowerRating",2009
111,111,"Matthew Loving",1,7,"PowerRating",2009
111,111,"Jeff Maggert",11,7,"PowerRating",2009
111,111,"Greg Owen",15,7,"PowerRating",2009
117,117,"Mathew Goggin",11,6.9,"PowerRating",2009
117,117,"YE Yang",16,6.9,"PowerRating",2009
119,119,"George McNeill",15,6.8,"PowerRating",2009
120,120,"Eric Axley",4,6.7,"PowerRating",2009
120,120,"David Duval",4,6.7,"PowerRating",2009
120,120,"Padraig Harrington",10,6.7,"PowerRating",2009
120,120,"Thongchai Jaidee",1,6.7,"PowerRating",2009
120,120,"Frank Lickliter II",4,6.7,"PowerRating",2009
