"EarlyPar3ScoringAverage_RANKTHISWEEK_2006","EarlyPar3ScoringAverage_RANKLASTWEEK_2006","EarlyPar3ScoringAverage_PLAYERNAME_2006","EarlyPar3ScoringAverage_ROUNDS_2006","EarlyPar3ScoringAverage_AVG_2006","EarlyPar3ScoringAverage_TOTALSTROKES_2006","EarlyPar3ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Jim Furyk",89,2.91,329,113,"EarlyPar3ScoringAverage",2006
2,2,"Luke Donald",66,2.93,319,109,"EarlyPar3ScoringAverage",2006
2,2,"Arron Oberholser",82,2.93,436,149,"EarlyPar3ScoringAverage",2006
4,4,"David Toms",76,2.94,315,107,"EarlyPar3ScoringAverage",2006
5,5,"Jose Maria Olazabal",62,2.95,369,125,"EarlyPar3ScoringAverage",2006
5,5,"Scott Verplank",88,2.95,511,173,"EarlyPar3ScoringAverage",2006
7,7,"Richard Johnson",94,2.97,546,184,"EarlyPar3ScoringAverage",2006
7,7,"Corey Pavin",74,2.97,442,149,"EarlyPar3ScoringAverage",2006
7,7,"Adam Scott",70,2.97,324,109,"EarlyPar3ScoringAverage",2006
10,10,"Stephen Ames",63,2.98,334,112,"EarlyPar3ScoringAverage",2006
10,10,"Chad Campbell",91,2.98,497,167,"EarlyPar3ScoringAverage",2006
10,10,"Brent Geiberger",99,2.98,626,210,"EarlyPar3ScoringAverage",2006
10,10,"Padraig Harrington",54,2.98,274,92,"EarlyPar3ScoringAverage",2006
10,10,"Justin Rose",98,2.98,509,171,"EarlyPar3ScoringAverage",2006
15,15,"Tommy Armour III",65,2.99,458,153,"EarlyPar3ScoringAverage",2006
15,15,"Jonathan Byrd",66,2.99,395,132,"EarlyPar3ScoringAverage",2006
15,15,"Brian Gay",107,2.99,642,215,"EarlyPar3ScoringAverage",2006
15,15,"Stephen Leaney",84,2.99,505,169,"EarlyPar3ScoringAverage",2006
15,15,"Shigeki Maruyama",94,2.99,595,199,"EarlyPar3ScoringAverage",2006
15,15,"Geoff Ogilvy",76,2.99,380,127,"EarlyPar3ScoringAverage",2006
15,15,"Tom Pernice Jr",108,2.99,615,206,"EarlyPar3ScoringAverage",2006
22,22,"Trevor Immelman",86,3,438,146,"EarlyPar3ScoringAverage",2006
22,22,"Sean OHair",100,3,655,218,"EarlyPar3ScoringAverage",2006
22,22,"Joe Ogilvie",95,3,555,185,"EarlyPar3ScoringAverage",2006
22,22,"Duffy Waldorf",96,3,632,211,"EarlyPar3ScoringAverage",2006
26,26,"Joe Durant",101,3.01,550,183,"EarlyPar3ScoringAverage",2006
26,26,"Steve Flesch",119,3.01,792,263,"EarlyPar3ScoringAverage",2006
26,26,"Mathias Gronberg",92,3.01,520,173,"EarlyPar3ScoringAverage",2006
26,26,"JL Lewis",57,3.01,352,117,"EarlyPar3ScoringAverage",2006
26,26,"Davis Love III",85,3.01,473,157,"EarlyPar3ScoringAverage",2006
26,26,"Phil Mickelson",74,3.01,364,121,"EarlyPar3ScoringAverage",2006
26,26,"Brett Quigley",109,3.01,544,181,"EarlyPar3ScoringAverage",2006
