"RightRoughTendency_RANKTHISWEEK_2005","RightRoughTendency_RANKLASTWEEK_2005","RightRoughTendency_PLAYERNAME_2005","RightRoughTendency_ROUNDS_2005","RightRoughTendency_Pct_2005","RightRoughTendency_TOTALRIGHTROUGH_2005","RightRoughTendency_POSSIBLEFWYS_2005","RightRoughTendency_RELATIVETOPAR_2005","stat_name","year"
1,1,"Olin Browne",99,7.84,99,1263,0.2,"RightRoughTendency",2005
2,2,"Jeff Maggert",79,7.96,71,892,0.11,"RightRoughTendency",2005
3,3,"Jeff Hart",63,8.01,68,849,0.25,"RightRoughTendency",2005
4,4,"Fred Funk",102,8.8,109,1239,0.11,"RightRoughTendency",2005
5,5,"Matt Kuchar",60,9.17,74,807,0.18,"RightRoughTendency",2005
6,6,"Brian Gay",101,9.35,129,1379,0.12,"RightRoughTendency",2005
7,7,"Duffy Waldorf",86,9.38,102,1088,0.22,"RightRoughTendency",2005
8,8,"Robert Damron",89,9.69,120,1239,0.24,"RightRoughTendency",2005
9,9,"Alex Cejka",84,9.73,104,1069,0.14,"RightRoughTendency",2005
10,10,"Skip Kendall",80,10.04,109,1086,0.22,"RightRoughTendency",2005
11,11,"Paul Claxton",79,10.13,106,1046,0.23,"RightRoughTendency",2005
12,12,"Omar Uresti",84,10.21,114,1117,0.18,"RightRoughTendency",2005
13,13,"Danny Briggs",70,10.22,97,949,0.09,"RightRoughTendency",2005
14,14,"Jim Carter",62,10.27,86,837,0.3,"RightRoughTendency",2005
15,15,"Jeff Sluman",94,10.4,133,1279,0.11,"RightRoughTendency",2005
16,16,"Cameron Beckman",96,10.48,134,1279,0.17,"RightRoughTendency",2005
17,17,"Doug Barron",70,10.64,104,977,0.08,"RightRoughTendency",2005
17,17,"JL Lewis",98,10.64,133,1250,0.08,"RightRoughTendency",2005
19,19,"John Cook",72,10.88,100,919,0.25,"RightRoughTendency",2005
20,20,"Jonathan Kaye",77,10.89,104,955,0.12,"RightRoughTendency",2005
20,20,"Kenny Perry",82,10.89,97,891,0.09,"RightRoughTendency",2005
22,22,"Larry Mize",54,10.91,73,669,0.27,"RightRoughTendency",2005
23,23,"Tim Clark",92,10.92,108,989,0.09,"RightRoughTendency",2005
24,24,"Mark Hensby",70,10.93,80,732,0.21,"RightRoughTendency",2005
25,25,"Bart Bryant",91,10.97,127,1158,0.16,"RightRoughTendency",2005
26,26,"Jerry Kelly",101,11.03,130,1179,0.1,"RightRoughTendency",2005
27,27,"Kevin Stadler",96,11.09,142,1281,0.2,"RightRoughTendency",2005
28,28,"Hidemichi Tanaka",106,11.13,158,1420,0.04,"RightRoughTendency",2005
29,29,"Mark Brooks",72,11.21,109,972,0.26,"RightRoughTendency",2005
30,30,"Jay Williamson",53,11.23,83,739,0.16,"RightRoughTendency",2005
31,31,"Phil Mickelson",81,11.25,91,809,-0.02,"RightRoughTendency",2005
31,31,"Heath Slocum",103,11.25,149,1325,0.14,"RightRoughTendency",2005
33,33,"Gavin Coles",70,11.44,112,979,0.13,"RightRoughTendency",2005
34,34,"Mark Calcavecchia",92,11.49,131,1140,0.08,"RightRoughTendency",2005
34,34,"Stephen Leaney",89,11.49,134,1166,0.13,"RightRoughTendency",2005
36,36,"Steve Lowery",100,11.52,151,1311,0.06,"RightRoughTendency",2005
37,37,"Craig Barlow",81,11.53,117,1015,0.2,"RightRoughTendency",2005
38,38,"Brent Geiberger",61,11.59,92,794,0.21,"RightRoughTendency",2005
39,39,"DA Points",94,11.79,148,1255,0.09,"RightRoughTendency",2005
40,40,"Jeff Brehaut",71,11.82,110,931,0.03,"RightRoughTendency",2005
40,40,"Kevin Sutherland",89,11.82,137,1159,0.09,"RightRoughTendency",2005
40,40,"Mark Wilson",74,11.82,115,973,0.17,"RightRoughTendency",2005
43,43,"Darron Stiles",78,11.88,126,1061,0.13,"RightRoughTendency",2005
44,44,"Roland Thatcher",75,11.9,121,1017,0.16,"RightRoughTendency",2005
45,45,"Kent Jones",99,11.93,161,1349,0.14,"RightRoughTendency",2005
46,46,"Steve Flesch",90,11.94,115,963,0.23,"RightRoughTendency",2005
