"ConsecutiveGIR_RANKTHISWEEK_2006","ConsecutiveGIR_RANKLASTWEEK_2006","ConsecutiveGIR_PLAYERNAME_2006","ConsecutiveGIR_EVENTS_2006","ConsecutiveGIR_STREAK_2006","ConsecutiveGIR_CURRENTSTREAK_2006","ConsecutiveGIR_ROUND_2006","ConsecutiveGIR_HOLE_2006","ConsecutiveGIR_YEARTOURN_2006","stat_name","year"
1,1,"Phil Mickelson",19,37,NA,1,11,2006140,"ConsecutiveGIR",2006
1,1,"Tiger Woods",15,37,6,2,2,2006440,"ConsecutiveGIR",2006
3,3,"Jeff Gove",29,31,1,2,2,2006330,"ConsecutiveGIR",2006
3,3,"Bo Van Pelt",28,31,4,1,1,2006330,"ConsecutiveGIR",2006
5,5,"Thomas Levet",18,30,NA,2,4,2006260,"ConsecutiveGIR",2006
6,6,"Joe Durant",28,29,1,4,14,2006130,"ConsecutiveGIR",2006
7,7,"Kevin Sutherland",29,27,2,2,13,2006460,"ConsecutiveGIR",2006
8,8,"JL Lewis",17,26,NA,4,18,2006050,"ConsecutiveGIR",2006
8,8,"Frank Lickliter II",29,26,2,2,17,2006460,"ConsecutiveGIR",2006
10,10,"Donnie Hammond",11,25,3,4,7,2006260,"ConsecutiveGIR",2006
11,11,"Briny Baird",25,24,1,1,3,2006330,"ConsecutiveGIR",2006
11,11,"Davis Love III",23,24,NA,1,6,2006140,"ConsecutiveGIR",2006
11,11,"Scott Verplank",25,24,3,3,5,2006330,"ConsecutiveGIR",2006
14,14,"Olin Browne",30,23,1,1,16,2006050,"ConsecutiveGIR",2006
14,14,"Chad Campbell",25,23,NA,2,14,2006280,"ConsecutiveGIR",2006
14,14,"Alex Cejka",30,23,NA,4,16,2006400,"ConsecutiveGIR",2006
14,14,"Todd Fischer",35,23,NA,2,17,2006080,"ConsecutiveGIR",2006
14,14,"Brent Geiberger",30,23,6,2,1,2006460,"ConsecutiveGIR",2006
14,14,"Paul Goydos",24,23,NA,1,12,2006080,"ConsecutiveGIR",2006
14,14,"Skip Kendall",22,23,NA,1,1,2006330,"ConsecutiveGIR",2006
14,14,"Corey Pavin",23,23,NA,4,1,2006320,"ConsecutiveGIR",2006
14,14,"DA Points",28,23,1,4,18,2006450,"ConsecutiveGIR",2006
14,14,"Duffy Waldorf",28,23,NA,3,2,2006460,"ConsecutiveGIR",2006
24,24,"Jason Gore",29,22,NA,2,13,2006460,"ConsecutiveGIR",2006
24,24,"Stephen Leaney",27,22,2,3,7,2006470,"ConsecutiveGIR",2006
24,24,"Ian Leggatt",29,22,1,2,13,2006460,"ConsecutiveGIR",2006
24,24,"Daisuke Maruyama",25,22,1,2,13,2006470,"ConsecutiveGIR",2006
24,24,"Graeme McDowell",15,22,6,4,15,2006170,"ConsecutiveGIR",2006
24,24,"Justin Rose",28,22,2,1,5,2006470,"ConsecutiveGIR",2006
24,24,"John Senden",28,22,1,3,7,2006290,"ConsecutiveGIR",2006
24,24,"Dean Wilson",34,22,NA,2,9,2006460,"ConsecutiveGIR",2006
32,32,"Michael Campbell",10,21,2,1,8,2006310,"ConsecutiveGIR",2006
32,32,"Charley Hoffman",29,21,1,4,18,2006400,"ConsecutiveGIR",2006
32,32,"Kent Jones",32,21,NA,1,11,2006140,"ConsecutiveGIR",2006
32,32,"Bob May",21,21,2,1,8,2006300,"ConsecutiveGIR",2006
