"USOpen_PLAYER_NAME_2012","USOpen_Finish_2012","year"
"Webb Simpson",1,2012
"Michael Thompson",2,2012
"Graeme McDowell",2,2012
"David Toms",4,2012
"Padraig Harrington",4,2012
"John Peterson",4,2012
"Jason Dufner",4,2012
"Jim Furyk",4,2012
"Ernie Els",9,2012
"Casey Wittenberg",10,2012
"Retief Goosen",10,2012
"John Senden",10,2012
"Kevin Chappell",10,2012
"Lee Westwood",10,2012
"KJ Choi",15,2012
"Steve Stricker",15,2012
"Adam Scott",15,2012
"Aaron Watkins",15,2012
"Martin Kaymer",15,2012
"Freddie Jacobson",15,2012
"Nick Watney",21,2012
"Raphael Jacquelin",21,2012
"Justin Rose",21,2012
"Tiger Woods",21,2012
"Blake Adams",21,2012
"Jordan Spieth",21,2012
"Matt Kuchar",27,2012
"Nicolas Colsaerts",27,2012
"Davis Love III",29,2012
"Alistair Presnell",29,2012
"Morgan Hoffmann",29,2012
"Francesco Molinari",29,2012
"Robert Karlsson",29,2012
"Kevin Na",29,2012
"Scott Langley",29,2012
"Charlie Wi",29,2012
"Beau Hossler",29,2012
"Charl Schwartzel",38,2012
"Hunter Mahan",38,2012
"Sergio Garcia",38,2012
"Zach Johnson",41,2012
"Rickie Fowler",41,2012
"Ian Poulter",41,2012
"Alex Cejka",41,2012
"Patrick Cantlay",41,2012
"Matteo Manassero",46,2012
"Bob Estes",46,2012
"Angel Cabrera",46,2012
"Steve LeBrun",46,2012
"Hunter Hamrick",46,2012
"Simon Dyson",51,2012
"Jesse Mueller",51,2012
"Nicholas Thompson",51,2012
"Hiroyuki Fujita",51,2012
"Branden Grace",51,2012
"Michael Allen",56,2012
"Jeff Curl",56,2012
"Jonathan Byrd",56,2012
"Bo Van Pelt",59,2012
"Jason Day",59,2012
"Ja Bum Park",59,2012
"Matthew Baldwin",59,2012
"Kevin Streelman",59,2012
"Darron Stiles",59,2012
"Marc Warren",65,2012
"Phil Mickelson",65,2012
"Kyung Kim",67,2012
"Stephen Ames",68,2012
"Keegan Bradley",68,2012
"Rod Pampling",70,2012
"Jason Bohn",71,2012
"Joe Ogilvie",72,2012
"Casey Martin",73,2012
"Joe Durant",73,2012
"Bill Haas",73,2012
"Lucas Glover",73,2012
"Martin Laird",73,2012
"Louis Oosthuizen",73,2012
"Dustin Johnson",73,2012
"Ryo Ishikawa",73,2012
"Brian Harman",73,2012
"Mikko Ilonen",73,2012
"Lee Slattery",73,2012
"Justin Hicks",73,2012
"Alberto Sanchez",73,2012
"Roberto Castro",73,2012
"Gregory Bourdy",73,2012
"Thomas Bjorn",73,2012
"Bubba Watson",73,2012
"Mark Wilson",73,2012
"Charles Howell III",73,2012
"Carl Pettersson",73,2012
"YE Yang",73,2012
"Robert Garrigus",73,2012
"Jim Herman",95,2012
"Alvaro Quiros",95,2012
"Chez Reavie",95,2012
"Rory McIlroy",95,2012
"Geoff Ogilvy",95,2012
"Ben Crane",95,2012
"Martin Flores",95,2012
"Scott Piercy",95,2012
"Kyle Stanley",95,2012
"Alexander Noren",95,2012
"Edward Loar",95,2012
"San Moon Bae",95,2012
"Rafael Cabrera Bello",95,2012
"Gary Woodland",108,2012
"Peter Lawrie",108,2012
"Luke Donald",108,2012
"Olin Browne",108,2012
"Anders Hansen",108,2012
"Spencer Levin",108,2012
"Brendan Jones",108,2012
"Tim Herron",108,2012
"Tim Clark",108,2012
"Toru Taniguchi",108,2012
"Stewart Cink",118,2012
"Sam Osborne",118,2012
"DA Points",118,2012
"Paul Claxton",118,2012
"Anthony Summers",118,2012
"Bill Lunde",123,2012
"David Mathis",123,2012
"Michael Campbell",123,2012
"Tadahiro Takayama",123,2012
"James Hahn",123,2012
"Shane Bertsch",123,2012
"Tommy Biershenk",123,2012
"Colt Knost",123,2012
"Matt Bettencourt",123,2012
"George Coetzee",123,2012
"Vijay Singh",123,2012
"Robert Rock",123,2012
"Peter Hanson",123,2012
"Aaron Baddeley",136,2012
"Kyle Thompson",136,2012
"Brooks Koepka",136,2012
"Trevor Immelman",139,2012
"Hunter Haas",139,2012
"Brice Garnett",139,2012
"Brian Gaffney",139,2012
"Donghwan Lee",143,2012
"Gonzalo Fernande Castano",143,2012
"Andy Zhang",145,2012
"Tim Weinhart",145,2012
"Miguel Angel Jimenez",147,2012
"Nick Sherwood",147,2012
"Mark McCormick",149,2012
"Scott Smith",149,2012
"Soren Kjeldsen",151,2012
"Dennis Miller",152,2012
"Steve Marino",152,2012
"Cole Howard",154,2012
"Brian Rowell",155,2012
