"PGAChamp_PLAYER_NAME_2012","PGAChamp_Finish_2012","year"
"Rory McIlroy",1,2012
"David Lynn",2,2012
"Justin Rose",3,2012
"Keegan Bradley",3,2012
"Ian Poulter",3,2012
"Carl Pettersson",3,2012
"Blake Adams",7,2012
"Jamie Donaldson",7,2012
"Peter Hanson",7,2012
"Steve Stricker",7,2012
"Ben Curtis",11,2012
"Bubba Watson",11,2012
"Tim Clark",11,2012
"Geoff Ogilvy",11,2012
"Graeme McDowell",11,2012
"Tiger Woods",11,2012
"Adam Scott",11,2012
"John Daly",18,2012
"Padraig Harrington",18,2012
"Bo Van Pelt",18,2012
"Louis Oosthuizen",21,2012
"Joost Luiten",21,2012
"Robert Garrigus",21,2012
"Pat Perez",21,2012
"Seungyul Noh",21,2012
"Jimmy Walker",21,2012
"Thorbjorn Olesen",27,2012
"Miguel Angel Jimenez",27,2012
"Jason Dufner",27,2012
"Marc Leishman",27,2012
"Trevor Immelman",27,2012
"John Senden",32,2012
"Greg Chalmers",32,2012
"Bill Haas",32,2012
"Luke Donald",32,2012
"Freddie Jacobson",36,2012
"Rich Beem",36,2012
"Phil Mickelson",36,2012
"YE Yang",36,2012
"Marcel Siem",36,2012
"Vijay Singh",36,2012
"JJ Henry",42,2012
"Jim Furyk",42,2012
"Aaron Baddeley",42,2012
"Gary Woodland",42,2012
"David Toms",42,2012
"Martin Laird",42,2012
"Paul Lawrie",48,2012
"Ernie Els",48,2012
"Dustin Johnson",48,2012
"Thomas Bjorn",48,2012
"Retief Goosen",48,2012
"Scott Piercy",48,2012
"Francesco Molinari",54,2012
"Brendon de Jonge",54,2012
"San Moon Bae",54,2012
"Darren Clarke",54,2012
"KJ Choi",54,2012
"Charl Schwartzel",59,2012
"Ryo Ishikawa",59,2012
"Kyung Kim",61,2012
"Gonzalo Fernande Castano",62,2012
"Chez Reavie",62,2012
"Ken Duke",62,2012
"George McNeill",62,2012
"Alexander Noren",66,2012
"Marcus Fraser",66,2012
"Toru Taniguchi",68,2012
"John Huh",68,2012
"Zach Johnson",70,2012
"Matt Every",71,2012
"Cameron Tringale",72,2012
"Hiroyuki Fujita",80,2012
"Nicolas Colsaerts",80,2012
"Anders Hansen",80,2012
"Sergio Garcia",80,2012
"Webb Simpson",80,2012
"Davis Love III",80,2012
"George Coetzee",80,2012
"Ted Potter Jr",80,2012
"Robert Allenby",80,2012
"Johnson Wagner",80,2012
"Bernd Wiesberger",80,2012
"Thomas Aiken",80,2012
"Bob Sowards",92,2012
"Jonathan Byrd",92,2012
"Hunter Mahan",92,2012
"Mark Wilson",92,2012
"William McGirt",92,2012
"Rafael Cabrera Bello",92,2012
"Robert Karlsson",92,2012
"Ryan Moore",92,2012
"Jason Day",92,2012
"Lee Westwood",92,2012
"Stewart Cink",92,2012
"Bryce Molder",103,2012
"Simon Dyson",103,2012
"Charles Howell III",103,2012
"Matteo Manassero",103,2012
"Branden Grace",103,2012
"Scott Stallings",103,2012
"Thongchai Jaidee",103,2012
"Jeff Coston",103,2012
"John Rollins",111,2012
"Rickie Fowler",111,2012
"Matt Kuchar",111,2012
"Brendan Jones",111,2012
"Michael Thompson",111,2012
"Mike Small",111,2012
"Chris Stroud",111,2012
"Darrell Kestner",118,2012
"Brandt Snedeker",118,2012
"Nick Watney",118,2012
"Jeff Overton",118,2012
"Rory Sabbatini",118,2012
"Lucas Glover",118,2012
"Shaun Micheel",118,2012
"Bud Cauley",118,2012
"Alan Morin",118,2012
"Danny Balin",127,2012
"Roger Chapman",127,2012
"Spencer Levin",127,2012
"Angel Cabrera",127,2012
"Charlie Wi",131,2012
"Pablo Larrazabal",131,2012
"Rod Perry",131,2012
"Kelly Mitchum",131,2012
"Charley Hoffman",131,2012
"Ryan Palmer",131,2012
"Kyle Stanley",137,2012
"Mitch Lowe",137,2012
"Tommy Gainey",137,2012
"Martin Kaymer",137,2012
"Brian Cairns",137,2012
"Jeev Milkha Singh",142,2012
"Alvaro Quiros",142,2012
"Frank Bensel",144,2012
"Mark Brooks",144,2012
"DA Points",144,2012
"Jose Maria Olazabal",144,2012
"Matt Dobyns",144,2012
"Brian Gaffney",149,2012
"Paul Scaletta",150,2012
"Brian Davis",150,2012
"Marty Jertson",150,2012
"Robert Rock",150,2012
"Corey Prugh",154,2012
"Mark Brown",76,2012
"Paul Casey",155,2012
"Bill Murchison Jr",77,2012
"Michael Frye",157,2012
"Doug Wade",158,2012
"Sean OHair",75,2012
"Scott Verplank",73,2012
"Kevin Na",74,2012
"Michael Hoey",79,2012
"William Murchison III",77,2012
"Bill Murchison III",156,2012
