"OpenChamp_PLAYER_NAME_2010","OpenChamp_Finish_2010","year"
"Louis Oosthuizen",1,2010
"Lee Westwood",2,2010
"Rory McIlroy",3,2010
"Henrik Stenson",3,2010
"Paul Casey",3,2010
"Retief Goosen",6,2010
"Robert Rock",7,2010
"Sean OHair",7,2010
"Nick Watney",7,2010
"Martin Kaymer",7,2010
"Alvaro Quiros",11,2010
"Jeff Overton",11,2010
"Luke Donald",11,2010
"Rickie Fowler",14,2010
"Tom Lehman",14,2010
"Charl Schwartzel",14,2010
"Ignacio Garrido",14,2010
"Robert Karlsson",14,2010
"Sergio Garcia",14,2010
"JB Holmes",14,2010
"Dustin Johnson",14,2010
"Jin Jeong",14,2010
"Trevor Immelman",23,2010
"Graeme McDowell",23,2010
"Stephen Gallacher",23,2010
"Tiger Woods",23,2010
"Edoardo Molinari",27,2010
"Matt Kuchar",27,2010
"Ryo Ishikawa",27,2010
"Bradley Dredge",27,2010
"Marcel Siem",27,2010
"Robert Allenby",27,2010
"Kevin Na",27,2010
"Adam Scott",27,2010
"Miguel Angel Jimenez",27,2010
"Alejandro Canizares",27,2010
"Vijay Singh",37,2010
"Colm Moriarty",37,2010
"Hunter Mahan",37,2010
"Soren Kjeldsen",37,2010
"Peter Hanson",37,2010
"Ross Fisher",37,2010
"Shane Lowry",37,2010
"Darren Clarke",44,2010
"Bo Van Pelt",44,2010
"Camilo Villegas",44,2010
"Ricky Barnes",44,2010
"John Senden",48,2010
"Simon Dyson",48,2010
"Kyung Kim",48,2010
"John Daly",48,2010
"Stewart Cink",48,2010
"Phil Mickelson",48,2010
"Lucas Glover",48,2010
"Danny Chia",55,2010
"Simon Khan",55,2010
"Zane Scotland",55,2010
"Steve Stricker",55,2010
"Steve Marino",55,2010
"Ian Poulter",60,2010
"Jason Day",60,2010
"Peter Senior",60,2010
"Heath Slocum",60,2010
"Toru Taniguchi",60,2010
"YE Yang",60,2010
"Tom Pernice Jr",60,2010
"Marc Leishman",60,2010
"Hirofumi Miyase",68,2010
"Colin Montgomerie",68,2010
"Steven Tiley",68,2010
"Fredrik Andersson Hed",68,2010
"Andrew Coltart",72,2010
"Mark Calcavecchia",73,2010
"Richard S Johnson",74,2010
"Thomas Aiken",74,2010
"Zach Johnson",76,2010
"Scott Verplank",76,2010
"Eric Chun",78,2010
"Bubba Watson",78,2010
"Oliver Wilson",78,2010
"Thomas Bjorn",78,2010
"Justin Rose",78,2010
"Mark OMeara",78,2010
"Gregory Havret",78,2010
"Tom Whitehouse",78,2010
"Estanislao Goya",77,2010
"Rhys Davies",86,2010
"Ben Crane",86,2010
"Gareth Maybin",86,2010
"Ryuichi Oda",86,2010
"Seungyul Noh",86,2010
"Ross McGowan",86,2010
"Gonzalo Fernande Castano",86,2010
"Ernie Els",86,2010
"Tom Watson",86,2010
"Mike Weir",86,2010
"Ben Curtis",97,2010
"Angel Cabrera",97,2010
"Jason Bohn",97,2010
"DA Points",97,2010
"Todd Hamilton",97,2010
"Chris Wood",97,2010
"Davis Love III",97,2010
"Michael Sim",97,2010
"Koumei Oda",105,2010
"Geoff Ogilvy",105,2010
"Jim Furyk",105,2010
"Hiroyuki Fujita",105,2010
"Justin Leonard",105,2010
"KJ Choi",105,2010
"Paul Goydos",105,2010
"Bill Haas",105,2010
"Yuta Ikeda",105,2010
"Padraig Harrington",105,2010
"Kenny Perry",105,2010
"Anders Hansen",116,2010
"Sandy Lyle",116,2010
"Francesco Molinari",116,2010
"Tim Petrovic",116,2010
"Jean Hugo",116,2010
"Paul Lawrie",116,2010
"Loren Roberts",116,2010
"Soren Hansen",116,2010
"Tim Clark",116,2010
"Byeon Hun An",116,2010
"Philip Archer",116,2010
"Kurt Barnes",127,2010
"Darren Fichardt",127,2010
"Paul Streeter",127,2010
"Josh Cunliffe",127,2010
"Shunsuke Sonoda",127,2010
"Thongchai Jaidee",127,2010
"Jamie Abbott",127,2010
"Katsumasa Miyamoto",134,2010
"Victor Dubuisson",134,2010
"Mathew Goggin",134,2010
"Alexander Noren",134,2010
"Nick Faldo",134,2010
"Jerry Kelly",139,2010
"Thomas Levet",139,2010
"Ryan Moore",139,2010
"Mark Haastrup",139,2010
"Jose Manuel Lara",143,2010
"Brian Gay",143,2010
"Tyrrell Hatton",143,2010
"Ja Bum Park",143,2010
"George McNeill",143,2010
"Jason Dufner",143,2010
"David Duval",143,2010
"Cameron Percy",143,2010
"Gary Clark",151,2010
"Glen Day",152,2010
"Martin Laird",152,2010
"Ewan Porter",154,2010
"Laurie Canter",155,2010
"Simon Edwards",156,2010
"Tano Goya",86,2010
