"PGAChamp_PLAYER_NAME_2010","PGAChamp_Finish_2010","year"
"Martin Kaymer",1,2010
"Bubba Watson",2,2010
"Zach Johnson",3,2010
"Rory McIlroy",3,2010
"Jason Dufner",5,2010
"Steve Elkington",5,2010
"Dustin Johnson",5,2010
"Camilo Villegas",8,2010
"WC Liang",8,2010
"Matt Kuchar",10,2010
"Jason Day",10,2010
"Phil Mickelson",12,2010
"Paul Casey",12,2010
"Simon Dyson",12,2010
"Bryce Molder",12,2010
"Robert Karlsson",16,2010
"DA Points",16,2010
"Charl Schwartzel",18,2010
"Stephen Gallacher",18,2010
"Steve Stricker",18,2010
"Stewart Cink",18,2010
"Ernie Els",18,2010
"Nick Watney",18,2010
"JB Holmes",24,2010
"Carl Pettersson",24,2010
"Simon Khan",24,2010
"Jim Furyk",24,2010
"Seungyul Noh",28,2010
"Troy Matteson",28,2010
"Tiger Woods",28,2010
"Bo Van Pelt",28,2010
"David Horsey",28,2010
"Gonzalo Fernande Castano",33,2010
"Ryan Palmer",33,2010
"Heath Slocum",33,2010
"Edoardo Molinari",33,2010
"David Toms",33,2010
"Francesco Molinari",33,2010
"Adam Scott",39,2010
"Justin Leonard",39,2010
"Ben Crane",39,2010
"KJ Choi",39,2010
"Hunter Mahan",39,2010
"Tim Clark",39,2010
"Vijay Singh",39,2010
"Brandt Snedeker",39,2010
"Brian Davis",39,2010
"Shaun Micheel",48,2010
"Darren Clarke",48,2010
"Marc Leishman",48,2010
"Martin Laird",48,2010
"Charles Howell III",48,2010
"Brendon de Jonge",48,2010
"Kyung Kim",48,2010
"Retief Goosen",55,2010
"Davis Love III",55,2010
"Tom Lehman",55,2010
"Kevin Na",58,2010
"Gregory Bourdy",58,2010
"Rickie Fowler",58,2010
"Peter Hanson",58,2010
"Fredrik Andersson Hed",62,2010
"Chad Campbell",62,2010
"Rhys Davies",62,2010
"Ryan Moore",65,2010
"Brian Gay",65,2010
"DJ Trahan",67,2010
"Stuart Appleby",68,2010
"Rob Labritz",68,2010
"Ross McGowan",70,2010
"Jeff Overton",71,2010
"Tim Thelen",74,2010
"Chris Wood",74,2010
"Boo Weekley",74,2010
"Kenny Perry",74,2010
"Yuta Ikeda",74,2010
"Louis Oosthuizen",74,2010
"Kevin Stadler",74,2010
"Soren Kjeldsen",74,2010
"John Merrick",74,2010
"Jerry Kelly",74,2010
"Padraig Harrington",74,2010
"Michael Sim",74,2010
"Matt Bettencourt",74,2010
"Freddie Jacobson",74,2010
"Raphael Jacquelin",74,2010
"John Senden",89,2010
"Anders Hansen",89,2010
"Troy Pare",89,2010
"Rory Sabbatini",89,2010
"Lucas Glover",89,2010
"Graeme McDowell",89,2010
"Bill Haas",89,2010
"Scott Verplank",89,2010
"Vaughn Taylor",89,2010
"Sergio Garcia",89,2010
"Thongchai Jaidee",89,2010
"Danny Willett",72,2010
"Mike Weir",100,2010
"Miguel Angel Jimenez",100,2010
"Ben Curtis",100,2010
"Stephen Ames",100,2010
"Justin Rose",100,2010
"Mitch Lowe",100,2010
"Jimmy Walker",100,2010
"Alvaro Quiros",100,2010
"YE Yang",100,2010
"Kevin Sutherland",110,2010
"Jason Bohn",110,2010
"Angel Cabrera",110,2010
"Charlie Wi",110,2010
"Derek Lamely",110,2010
"Geoff Ogilvy",110,2010
"Luke Donald",110,2010
"Hiroyuki Fujita",110,2010
"Anthony Kim",110,2010
"Ricky Barnes",110,2010
"Soren Hansen",120,2010
"Shane Lowry",120,2010
"Trevor Immelman",120,2010
"Sean OHair",120,2010
"Bill Lunde",120,2010
"Ryo Ishikawa",120,2010
"George McNeill",120,2010
"Oliver Wilson",127,2010
"Scott Hebert",127,2010
"Tetsuji Hiratsuka",127,2010
"Matt Jones",127,2010
"Sonny Skinner",127,2010
"Koumei Oda",132,2010
"Ross Fisher",132,2010
"Mike Small",132,2010
"Danny Balin",132,2010
"Stu Ingraham",132,2010
"Paul Goydos",137,2010
"Kris Blanks",137,2010
"Tim Petrovic",137,2010
"Ryan Benzel",137,2010
"Cameron Beckman",141,2010
"Kyle Flinton",141,2010
"David Hutsell",143,2010
"Henrik Stenson",143,2010
"Rich Steinmetz",143,2010
"Mark Brooks",143,2010
"Rob Moss",143,2010
"Robert McClellan",148,2010
"Bruce Smith",148,2010
"Steve Marino",148,2010
"Jason Schmuhl",148,2010
"Chip Sullivan",152,2010
"Keith Ohr",153,2010
"Corey Pavin",153,2010
"Mark Sheftic",155,2010
"Colin Montgomerie",156,2010
"John Daly",73,2010
"Ian Poulter",157,2010
"Danny Willett",100,2010
