"PGAChamp_PLAYER_NAME_2006","PGAChamp_Finish_2006","year"
"Tiger Woods",1,2006
"Shaun Micheel",2,2006
"Adam Scott",3,2006
"Sergio Garcia",3,2006
"Luke Donald",3,2006
"Mike Weir",6,2006
"Steve Stricker",7,2006
"KJ Choi",7,2006
"Ryan Moore",9,2006
"Ian Poulter",9,2006
"Geoff Ogilvy",9,2006
"Sean OHair",12,2006
"Chris DiMarco",12,2006
"Henrik Stenson",14,2006
"Tim Herron",14,2006
"Ernie Els",16,2006
"David Toms",16,2006
"Woody Austin",16,2006
"Phil Mickelson",16,2006
"Jonathan Byrd",20,2006
"Robert Allenby",20,2006
"Fred Funk",20,2006
"Harrison Frazar",20,2006
"Chad Campbell",24,2006
"Stewart Cink",24,2006
"Tim Clark",24,2006
"Anders Hansen",24,2006
"Steve Flesch",24,2006
"Dean Wilson",29,2006
"Heath Slocum",29,2006
"Robert Karlsson",29,2006
"Lee Westwood",29,2006
"Jim Furyk",29,2006
"Trevor Immelman",34,2006
"Retief Goosen",34,2006
"Davis Love III",34,2006
"Richard Green",37,2006
"Graeme McDowell",37,2006
"Billy Mayfair",37,2006
"JB Holmes",37,2006
"Daniel Chopra",41,2006
"Billy Andrade",41,2006
"JJ Henry",41,2006
"Justin Rose",41,2006
"Chris Riley",41,2006
"Lucas Glover",46,2006
"Olin Browne",46,2006
"Jerry Kelly",48,2006
"Joey Sindelar",49,2006
"Nathan Green",49,2006
"Rich Beem",49,2006
"Corey Pavin",49,2006
"Ryan Palmer",49,2006
"Kenny Perry",49,2006
"Stuart Appleby",55,2006
"Hideto Tanihara",55,2006
"Aaron Baddeley",55,2006
"Stephen Ames",55,2006
"Jose Maria Olazabal",55,2006
"Steve Lowery",60,2006
"Ben Curtis",60,2006
"Jeff Maggert",62,2006
"Charles Warren",62,2006
"Jason Gore",62,2006
"Bob Tway",65,2006
"Miguel Angel Jimenez",65,2006
"David Howell",67,2006
"Don Yrene",68,2006
"Jay Haas",68,2006
"Jim Kane",70,2006
"Arron Oberholser",75,2006
"Rory Sabbatini",75,2006
"Angel Cabrera",75,2006
"Vijay Singh",75,2006
"Chris Couch",75,2006
"Brett Quigley",75,2006
"Anthony Wall",75,2006
"Mike Small",75,2006
"Charl Schwartzel",75,2006
"Charles Howell III",75,2006
"David Duval",75,2006
"Zach Johnson",75,2006
"Greg Owen",75,2006
"Craig Thomas",88,2006
"Brandt Jobe",88,2006
"Jesper Parnevik",88,2006
"Bart Bryant",88,2006
"Wes Short Jr",88,2006
"Shigeki Maruyama",88,2006
"Justin Leonard",88,2006
"Robert Gamez",88,2006
"John Daly",88,2006
"John Rollins",88,2006
"Andrew Buckle",88,2006
"Bob Estes",88,2006
"Pat Perez",88,2006
"Michael Campbell",88,2006
"Brad Faxon",88,2006
"Camilo Villegas",88,2006
"Lee Rinker",104,2006
"Paul Casey",104,2006
"Fred Couples",104,2006
"Nick OHern",104,2006
"Paul Azinger",104,2006
"Jeff Sluman",104,2006
"John Bickerton",104,2006
"Rod Pampling",104,2006
"John Senden",104,2006
"Gregory Bisconti",71,2006
"Stephen Dodd",113,2006
"Niclas Fasth",113,2006
"Tom Lehman",113,2006
"Colin Montgomerie",113,2006
"Nick Price",113,2006
"Mark Brooks",113,2006
"Carl Pettersson",113,2006
"Andres Romero",113,2006
"Kenneth Ferrie",113,2006
"Ted Purdy",113,2006
"Craig Barlow",113,2006
"Peter Lonard",113,2006
"Scott Verplank",113,2006
"Bradley Dredge",113,2006
"Chris Wiemers",127,2006
"Padraig Harrington",127,2006
"Vaughn Taylor",127,2006
"Johan Edfors",127,2006
"Ben Crane",127,2006
"Gonzalo Fernande Castano",72,2006
"Jason Bohn",132,2006
"Kelly Mitchum",132,2006
"Paul Broadhurst",132,2006
"Thomas Bjorn",132,2006
"Chip Sullivan",136,2006
"Bernhard Langer",136,2006
"John Aber",136,2006
"Tim Weinhart",136,2006
"Steve Schneiter",136,2006
"Simon Khan",136,2006
"Larry Nelson",142,2006
"Alan Schulte",142,2006
"Jeffrey Cranford",142,2006
"Nick Dougherty",142,2006
"Kirk Triplett",146,2006
"Jerry Haas",146,2006
"Tom Pernice Jr",146,2006
"Todd Hamilton",146,2006
"SK Ho",146,2006
"Brett Wetterich",146,2006
"Richard S Johnson",152,2006
"Ron Philo Jr",152,2006
"Mark Brown",154,2006
"Barry Evans",155,2006
"Sam Arnold",156,2006
"Mark Calcavecchia",74,2006
"Dudley Hart",73,2006
