"USOpen_PLAYER_NAME_2011","USOpen_Finish_2011","year"
"Rory McIlroy",1,2011
"Jason Day",2,2011
"Kevin Chappell",3,2011
"Robert Garrigus",3,2011
"Lee Westwood",3,2011
"YE Yang",3,2011
"Peter Hanson",7,2011
"Sergio Garcia",7,2011
"Charl Schwartzel",9,2011
"Louis Oosthuizen",9,2011
"Brandt Snedeker",11,2011
"Davis Love III",11,2011
"Heath Slocum",11,2011
"Graeme McDowell",14,2011
"Webb Simpson",14,2011
"Bo Van Pelt",14,2011
"Matt Kuchar",14,2011
"Freddie Jacobson",14,2011
"Johan Edfors",19,2011
"Steve Stricker",19,2011
"Ryan Palmer",21,2011
"Patrick Cantlay",21,2011
"Robert Rock",23,2011
"Gary Woodland",23,2011
"Retief Goosen",23,2011
"Dustin Johnson",23,2011
"Bill Haas",23,2011
"Henrik Stenson",23,2011
"Brandt Jobe",23,2011
"Ryo Ishikawa",30,2011
"Gregory Havret",30,2011
"Seungyul Noh",30,2011
"Rory Sabbatini",30,2011
"John Senden",30,2011
"DoHoon Kim",30,2011
"Harrison Frazar",30,2011
"Zach Johnson",30,2011
"Kyung Kim",30,2011
"Adam Hadwin",39,2011
"Martin Kaymer",39,2011
"Sunghoon Kang",39,2011
"San Moon Bae",42,2011
"Lucas Glover",42,2011
"Russell Henley",42,2011
"Charley Hoffman",45,2011
"Luke Donald",45,2011
"Michael Putnam",45,2011
"Chez Reavie",45,2011
"Robert Karlsson",45,2011
"Padraig Harrington",45,2011
"Scott Piercy",51,2011
"Alexander Noren",51,2011
"Marc Leishman",51,2011
"JJ Henry",54,2011
"Anthony Kim",54,2011
"Phil Mickelson",54,2011
"Matteo Manassero",54,2011
"Edoardo Molinari",54,2011
"Alvaro Quiros",54,2011
"Todd Hamilton",60,2011
"Justin Hicks",60,2011
"Marcel Siem",60,2011
"Bubba Watson",63,2011
"Brian Gay",63,2011
"Jeff Overton",63,2011
"Bud Cauley",63,2011
"Kevin Streelman",67,2011
"Alexandre Rocha",68,2011
"Christo Greyling",68,2011
"Kenichi Kuboya",68,2011
"Wes Heffernan",71,2011
"Brad Benjamin",72,2011
"Scott Hend",73,2011
"Stephen Gallacher",73,2011
"Martin Laird",73,2011
"Hunter Mahan",73,2011
"Rickie Fowler",73,2011
"Christopher Deforest",73,2011
"David May",73,2011
"Chad Campbell",73,2011
"Paul Casey",73,2011
"Stewart Cink",73,2011
"Adam Scott",73,2011
"Justin Rose",73,2011
"Nick OHern",73,2011
"Jesse Hutchins",73,2011
"John Ellis",73,2011
"Ben Crane",88,2011
"Mark Wilson",88,2011
"Ian Poulter",88,2011
"Nick Watney",88,2011
"Aaron Baddeley",88,2011
"Elliot Gealy",88,2011
"Shane Lowry",88,2011
"Ernie Els",88,2011
"Andres Gonzales",96,2011
"Jason Dufner",96,2011
"David Toms",96,2011
"Francesco Molinari",96,2011
"Trevor Immelman",96,2011
"Camilo Villegas",96,2011
"Briny Baird",96,2011
"Jon Mills",96,2011
"Bennett Blakeman",96,2011
"Chris Williams",96,2011
"Marc Turnesa",96,2011
"Greg Chalmers",96,2011
"Alex Cejka",96,2011
"Jim Furyk",96,2011
"Sam Saunders",96,2011
"DA Points",96,2011
"Michael Tobiason Jr",96,2011
"Scott Barr",114,2011
"Miguel Angel Jimenez",114,2011
"Ryan Moore",114,2011
"Nicolas Colsaerts",114,2011
"Fred Funk",114,2011
"KJ Choi",114,2011
"Angel Cabrera",114,2011
"Peter Uihlein",114,2011
"Matthew Edwards",114,2011
"Bubba Dickerson",123,2011
"Geoff Ogilvy",123,2011
"Robert Allenby",123,2011
"Kirk Triplett",123,2011
"Thomas Levet",123,2011
"Joey Lamielle",123,2011
"Robert Dinwiddie",129,2011
"Cheng Tsung Pan",129,2011
"Hiroyuki Fujita",129,2011
"David Howell",129,2011
"Chris Wilson",129,2011
"Michael Campbell",129,2011
"Jonathan Byrd",129,2011
"Zack Byrd",129,2011
"Michael Whitehead",129,2011
"Michael D Smith",129,2011
"Maarten Lafeber",139,2011
"Ryan Nelson",139,2011
"Brian Locke",139,2011
"Beau Hossler",139,2011
"Daehyun Kim",139,2011
"Brad Adamonis",139,2011
"Adam Long",139,2011
"Andreas Hartoe",146,2011
"Scott Pinckney",146,2011
"Geoffrey Sisk",148,2011
"Kevin Na",148,2011
"Brett Patterson",148,2011
"Steve Irwin",148,2011
"Will Wilcox",148,2011
"Ty Tryon",153,2011
"David Chung",153,2011
"Matthew Richardson",155,2011
"Michael Barbosa",156,2011
"Tim Petrovic",96,2011
