"OpenChamp_PLAYER_NAME_2007","OpenChamp_Finish_2007","year"
"Padraig Harrington",1,2007
"Sergio Garcia",2,2007
"Andres Romero",3,2007
"Richard Green",4,2007
"Ernie Els",4,2007
"Hunter Mahan",6,2007
"Stewart Cink",6,2007
"Ben Curtis",8,2007
"Mike Weir",8,2007
"KJ Choi",8,2007
"Steve Stricker",8,2007
"Markus Brier",12,2007
"Tiger Woods",12,2007
"Justin Rose",12,2007
"Pelle Edberg",12,2007
"Miguel Angel Jimenez",12,2007
"Jim Furyk",12,2007
"Paul Broadhurst",12,2007
"Paul McGinley",19,2007
"Pat Perez",20,2007
"Zach Johnson",20,2007
"Rich Beem",20,2007
"Mark Calcavecchia",23,2007
"Jonathan Byrd",23,2007
"Retief Goosen",23,2007
"Chris DiMarco",23,2007
"Ian Poulter",27,2007
"Adam Scott",27,2007
"Rod Pampling",27,2007
"Paul Casey",27,2007
"Lucas Glover",27,2007
"JJ Henry",27,2007
"Vijay Singh",27,2007
"Angel Cabrera",34,2007
"Niclas Fasth",35,2007
"Charley Hoffman",35,2007
"Shaun Micheel",35,2007
"Boo Weekley",35,2007
"Lee Westwood",35,2007
"Nick Watney",35,2007
"Mark Foster",35,2007
"Nick Dougherty",42,2007
"Ryan Moore",42,2007
"Rory McIlroy",42,2007
"John Senden",45,2007
"Arron Oberholser",45,2007
"Ross Bain",45,2007
"Carl Pettersson",45,2007
"Won Lee",49,2007
"Jerry Kelly",49,2007
"Kevin Stadler",51,2007
"Tom Lehman",51,2007
"Brian Davis",53,2007
"Gregory Bourdy",53,2007
"Thomas Bjorn",53,2007
"David Howell",53,2007
"Michael Campbell",57,2007
"Scott Verplank",57,2007
"Anders Hansen",57,2007
"Mark OMeara",60,2007
"Trevor Immelman",60,2007
"Toru Taniguchi",60,2007
"Jon Bevan",63,2007
"Luke Donald",63,2007
"Raphael Jacquelin",65,2007
"Sandy Lyle",65,2007
"Sean OHair",67,2007
"Alastair Forsyth",67,2007
"Fredrik Andersson Hed",69,2007
"Peter Hanson",69,2007
"Matthew Zions",70,2007
"Henrik Stenson",70,2007
"Tom Pernice Jr",70,2007
"Johan Edfors",70,2007
"Joe Durant",70,2007
"Peter Fowler",70,2007
"Justin Leonard",70,2007
"Paul Lawrie",70,2007
"Colin Montgomerie",70,2007
"Tomohiro Kondo",70,2007
"David Toms",80,2007
"Phil Mickelson",80,2007
"Brett Quigley",80,2007
"Benn Barham",80,2007
"Terry Pilkadaris",80,2007
"John Rollins",80,2007
"Darren Clarke",80,2007
"Drew Weaver",80,2007
"Toshi Izawa",80,2007
"Gregory Havret",80,2007
"Ross Fisher",90,2007
"Brett Wetterich",90,2007
"David Frost",90,2007
"Charles Howell III",90,2007
"Chad Campbell",90,2007
"Achi Sato",90,2007
"Loren Roberts",90,2007
"Steven Alker",90,2007
"Adilson da Silva",90,2007
"Stuart Appleby",90,2007
"Geoff Ogilvy",90,2007
"Hideto Tanihara",90,2007
"Nick OHern",90,2007
"Peter Baker",90,2007
"Charl Schwartzel",104,2007
"Bradley Dredge",104,2007
"John Daly",104,2007
"Rory Sabbatini",104,2007
"Graeme McDowell",104,2007
"Francesco Molinari",104,2007
"Paul Sheehan",104,2007
"David Higgins",104,2007
"Matt Kuchar",104,2007
"Richard Sterne",104,2007
"Davis Love III",104,2007
"Jeev Milkha Singh",104,2007
"Michael Putnam",104,2007
"Spencer Levin",104,2007
"Mathias Eliasson",104,2007
"Richie Ramsay",119,2007
"Aaron Baddeley",119,2007
"John Bickerton",119,2007
"Stephen Ames",119,2007
"Robert Karlsson",123,2007
"Robert Allenby",123,2007
"Kevin Harper",123,2007
"YE Yang",123,2007
"Oliver Wilson",123,2007
"Nick Faldo",123,2007
"Chi Bing Lam",129,2007
"Seung Ho Lee",129,2007
"David Coupland",129,2007
"Anthony Wall",129,2007
"Todd Hamilton",129,2007
"David Shacklady",129,2007
"Toshinori Muto",129,2007
"Donghwan Lee",129,2007
"Mark Hensby",138,2007
"Paul Waring",138,2007
"Steven Parry",138,2007
"Anders Hultman",138,2007
"Scott Laycock",138,2007
"Jose Filipe Lima",138,2007
"Duffy Waldorf",144,2007
"Desvonde Botes",145,2007
"Vaughn Taylor",145,2007
"Justin Kehoe",147,2007
"Doug McGuigan",147,2007
"Llewellyn Matthews",149,2007
"Ben Bunny",149,2007
"Graeme Storm",149,2007
"Scott Drummond",152,2007
"Adam Groom",152,2007
"David Gleeson",152,2007
"Tony Jacklin",155,2007
"Ewan Porter",156,2007
"DH Lee",129,2007
