"OpenChamp_PLAYER_NAME_2008","OpenChamp_Finish_2008","year"
"Padraig Harrington",1,2008
"Ian Poulter",2,2008
"Henrik Stenson",3,2008
"Greg Norman",3,2008
"Jim Furyk",5,2008
"Chris Wood",5,2008
"David Howell",7,2008
"Robert Karlsson",7,2008
"Ernie Els",7,2008
"Paul Casey",7,2008
"Stephen Ames",7,2008
"Steve Stricker",7,2008
"Robert Allenby",7,2008
"Anthony Kim",7,2008
"Ben Curtis",7,2008
"Adam Scott",16,2008
"Justin Leonard",16,2008
"KJ Choi",16,2008
"Jean Van De Velde",19,2008
"Gregory Havret",19,2008
"Paul Waring",19,2008
"Phil Mickelson",19,2008
"Graeme McDowell",19,2008
"Freddie Jacobson",19,2008
"Trevor Immelman",19,2008
"Anders Hansen",19,2008
"Davis Love III",19,2008
"Rocco Mediate",19,2008
"Alexander Noren",19,2008
"Simon Wakefield",19,2008
"Thomas Sherreard",19,2008
"Richard Green",32,2008
"Nick OHern",32,2008
"Andres Romero",32,2008
"Heath Slocum",32,2008
"Tom Lehman",32,2008
"Todd Hamilton",32,2008
"Retief Goosen",32,2008
"Thomas Aiken",39,2008
"David Duval",39,2008
"Ariel Canete",39,2008
"Gregory Bourdy",39,2008
"Jay Williamson",39,2008
"Bart Bryant",39,2008
"Woody Austin",39,2008
"Mike Weir",39,2008
"Camilo Villegas",39,2008
"Simon Khan",39,2008
"Graeme Storm",39,2008
"Ross Fisher",39,2008
"Anthony Wall",51,2008
"Michael Campbell",51,2008
"Stuart Appleby",51,2008
"Doug LaBelle II",51,2008
"Zach Johnson",51,2008
"David Frost",51,2008
"Sergio Garcia",51,2008
"Richard Finch",58,2008
"Tom Gillis",58,2008
"Kevin Stadler",58,2008
"Scott Verplank",58,2008
"Colin Montgomerie",58,2008
"Peter Hanson",58,2008
"Liang We Chong",64,2008
"Jonathan Lomas",64,2008
"Soren Hansen",64,2008
"Lee Westwood",67,2008
"David Horsey",67,2008
"Jean Baptiste Gonnet",67,2008
"Brendan Jones",70,2008
"Justin Rose",70,2008
"Martin Wiegele",70,2008
"John Rollins",70,2008
"Craig Parry",70,2008
"Jose Filipe Lima",70,2008
"Jeff Overton",70,2008
"Pablo Larrazabal",70,2008
"Lucas Glover",78,2008
"Nick Dougherty",78,2008
"Martin Kaymer",80,2008
"Philip Archer",81,2008
"Sean OHair",82,2008
"Chi Bing Lam",83,2008
"Paul Lawrie",84,2008
"Stewart Cink",84,2008
"Azuma Yano",84,2008
"James Kingston",84,2008
"Prayad Marksaeng",84,2008
"Scott McCarron",84,2008
"Alex Cejka",84,2008
"Peter Baker",84,2008
"Yoshinobu Tsukada",84,2008
"Peter Appleyard",84,2008
"Pat Perez",84,2008
"Damien McGrane",84,2008
"Tom Watson",84,2008
"Aaron Baddeley",84,2008
"Richard Sterne",84,2008
"Pelle Edberg",84,2008
"Jon Bevan",84,2008
"Josh Cunliffe",84,2008
"Andrew Tampion",102,2008
"Mark OMeara",102,2008
"Charles Howell III",102,2008
"Ryuji Imada",102,2008
"Brandt Snedeker",102,2008
"Soren Kjeldsen",102,2008
"Mark Calcavecchia",102,2008
"Geoff Ogilvy",102,2008
"Oliver Wilson",102,2008
"Vijay Singh",102,2008
"Hideto Tanihara",102,2008
"Craig Barlow",102,2008
"David Smail",114,2008
"Michael Letzig",114,2008
"Niclas Fasth",114,2008
"Benjamin Hebert",114,2008
"Johan Edfors",114,2008
"Simon Dyson",114,2008
"Matt Kuchar",114,2008
"Hunter Mahan",114,2008
"Paul Goydos",114,2008
"Barry Hume",114,2008
"Tim Clark",124,2008
"Boo Weekley",124,2008
"Gary Boyd",124,2008
"Angel Cabrera",127,2008
"Rory Sabbatini",127,2008
"Miguel Angel Jimenez",127,2008
"Rod Pampling",127,2008
"Doug McGuigan",127,2008
"Angelo Que",127,2008
"Jeff Quinney",127,2008
"Ewan Porter",134,2008
"Rohan Blizard",134,2008
"Hennie Otto",136,2008
"Scott Strange",136,2008
"JB Holmes",136,2008
"Jamie Elson",136,2008
"Hiroshi Iwata",140,2008
"Reinier Saxton",140,2008
"Michio Matsumura",142,2008
"Tim Petrovic",142,2008
"Adam Blyth",142,2008
"Steve Webster",145,2008
"Philip Walton",145,2008
"Brad Lamb",145,2008
"Darren Fichardt",148,2008
"Jerry Kelly",148,2008
"Shintaro Kai",150,2008
"Danny Chia",151,2008
"Peter Fowler",152,2008
"John Daly",153,2008
"Jamie Howarth",153,2008
"Sandy Lyle",155,2008
"Rich Beem",156,2008
