"USOpen_PLAYER_NAME_2008","USOpen_Finish_2008","year"
"Tiger Woods",1,2008
"Rocco Mediate",2,2008
"Lee Westwood",3,2008
"Robert Karlsson",4,2008
"DJ Trahan",4,2008
"Carl Pettersson",6,2008
"John Merrick",6,2008
"Miguel Angel Jimenez",6,2008
"Heath Slocum",9,2008
"Eric Axley",9,2008
"Brandt Snedeker",9,2008
"Camilo Villegas",9,2008
"Geoff Ogilvy",9,2008
"Retief Goosen",14,2008
"Stewart Cink",14,2008
"Rod Pampling",14,2008
"Ernie Els",14,2008
"Phil Mickelson",18,2008
"Chad Campbell",18,2008
"Ryuji Imada",18,2008
"Brandt Jobe",18,2008
"Sergio Garcia",18,2008
"Mike Weir",18,2008
"Robert Allenby",18,2008
"Hunter Mahan",18,2008
"Adam Scott",26,2008
"Boo Weekley",26,2008
"Anthony Kim",26,2008
"Bart Bryant",29,2008
"Steve Stricker",29,2008
"Patrick Sheehan",29,2008
"Jeff Quinney",29,2008
"Scott Verplank",29,2008
"Aaron Baddeley",29,2008
"Michael Thompson",29,2008
"Pat Perez",36,2008
"Daniel Chopra",36,2008
"Padraig Harrington",36,2008
"Jon Mills",36,2008
"Justin Leonard",36,2008
"Andres Romero",36,2008
"Todd Hamilton",36,2008
"Joe Ogilvie",36,2008
"Robert Dinwiddie",36,2008
"Stuart Appleby",36,2008
"Jim Furyk",36,2008
"Oliver Wilson",36,2008
"Jarrod Lyle",48,2008
"John Rollins",48,2008
"Matt Kuchar",48,2008
"Dustin Johnson",48,2008
"Tim Clark",48,2008
"Ben Crane",53,2008
"Soren Hansen",53,2008
"Kevin Streelman",53,2008
"Martin Kaymer",53,2008
"Davis Love III",53,2008
"Stephen Ames",58,2008
"Rory Sabbatini",58,2008
"Nick Watney",60,2008
"Alastair Forsyth",60,2008
"Brett Quigley",60,2008
"David Toms",60,2008
"Rickie Fowler",60,2008
"John Mallinger",65,2008
"Vijay Singh",65,2008
"Paul Casey",65,2008
"Trevor Immelman",65,2008
"DA Points",69,2008
"Derek Fathauer",69,2008
"Andrew Dresser",71,2008
"Andrew Svoboda",71,2008
"Woody Austin",71,2008
"Jesper Parnevik",74,2008
"Ian Leggatt",74,2008
"Justin Hicks",74,2008
"Ross McGowan",77,2008
"Rich Beem",78,2008
"Chris Kirk",78,2008
"Scott Sterling",80,2008
"Jon Turcott",80,2008
"Zach Johnson",80,2008
"Toru Taniguchi",80,2008
"JB Holmes",80,2008
"Robert Garrigus",80,2008
"Casey Wittenberg",80,2008
"Kyle Stanley",80,2008
"Hunter Haas",80,2008
"Thomas Levet",80,2008
"Mathew Goggin",80,2008
"Rob Rashell",91,2008
"Richard Sterne",91,2008
"Ben Curtis",91,2008
"Justin Rose",91,2008
"Mark OMeara",91,2008
"Ross Fisher",91,2008
"Steve Marino",91,2008
"John Ellis",91,2008
"David Hearn",91,2008
"Peter Tomasulo",91,2008
"Scott Piercy",91,2008
"KJ Choi",91,2008
"Nick Taylor",103,2008
"Jonathan Byrd",103,2008
"Michael Letzig",103,2008
"Michael Allen",106,2008
"Charles Howell III",106,2008
"Jason Bohn",106,2008
"Kevin Tway",106,2008
"Freddie Jacobson",106,2008
"Lee Janzen",106,2008
"Shingo Katayama",106,2008
"DJ Brigman",113,2008
"Henrik Stenson",113,2008
"Bubba Watson",113,2008
"Charlie Beljan",116,2008
"Angel Cabrera",116,2008
"Nick Dougherty",116,2008
"Jason Gore",116,2008
"Dean Wilson",116,2008
"Joey Lamielle",116,2008
"Travis Bertoni",116,2008
"Colin Montgomerie",123,2008
"Kevin Silva",123,2008
"Robert Gaus",123,2008
"Craig Barlow",123,2008
"Brad Bryant",123,2008
"Craig Parry",123,2008
"Johan Edfors",123,2008
"Jerry Kelly",130,2008
"Jordan Cox",130,2008
"Sean English",130,2008
"Philip Archer",133,2008
"Jay Choi",133,2008
"Jeff Wilson",133,2008
"Steve Flesch",133,2008
"Jeffrey Bors",137,2008
"Chris Stroud",138,2008
"Phillippe Gasnier",138,2008
"Michael Campbell",138,2008
"Yohann Benson",138,2008
"Artemio Murakami",142,2008
"Bobby Collins",142,2008
"Garrett Chaussard",142,2008
"Brian Kortan",142,2008
"Jimmy Henderson",146,2008
"Fernando Figueroa",146,2008
"Niclas Fasth",148,2008
"Gary Wolstenholme",149,2008
"Mike Gilmore",150,2008
"Michael Quagliano",150,2008
"Brian Bergstol",150,2008
"Chris Devlin",150,2008
"Mark Calcavecchia",155,2008
"Luke Donald",154,2008
"Ian Poulter",79,2008
