"PGAChamp_PLAYER_NAME_2008","PGAChamp_Finish_2008","year"
"Padraig Harrington",1,2008
"Sergio Garcia",2,2008
"Ben Curtis",2,2008
"Camilo Villegas",4,2008
"Henrik Stenson",4,2008
"Steve Flesch",6,2008
"Phil Mickelson",7,2008
"Andres Romero",7,2008
"Alastair Forsyth",9,2008
"Justin Rose",9,2008
"Jeev Milkha Singh",9,2008
"Charlie Wi",9,2008
"Ken Duke",13,2008
"Aaron Baddeley",13,2008
"Paul Casey",15,2008
"Stuart Appleby",15,2008
"Graeme McDowell",15,2008
"Prayad Marksaeng",15,2008
"David Toms",15,2008
"Brian Gay",20,2008
"Robert Karlsson",20,2008
"Angel Cabrera",20,2008
"Boo Weekley",20,2008
"Mark Brown",24,2008
"Brandt Snedeker",24,2008
"Nicholas Thompson",24,2008
"Freddie Jacobson",24,2008
"Retief Goosen",24,2008
"Jim Furyk",29,2008
"JB Holmes",29,2008
"Ian Poulter",31,2008
"Sean OHair",31,2008
"Chris DiMarco",31,2008
"Paul Goydos",31,2008
"Robert Allenby",31,2008
"DJ Trahan",31,2008
"Ernie Els",31,2008
"Geoff Ogilvy",31,2008
"Rory Sabbatini",39,2008
"Steve Elkington",39,2008
"Steve Stricker",39,2008
"Mike Weir",42,2008
"Tom Lehman",42,2008
"Michael Campbell",42,2008
"Briny Baird",42,2008
"John Senden",42,2008
"Michael Allen",47,2008
"Carl Pettersson",47,2008
"Billy Mayfair",47,2008
"Dean Wilson",47,2008
"Charles Howell III",47,2008
"John Merrick",52,2008
"Peter Hanson",52,2008
"Charl Schwartzel",52,2008
"Anthony Kim",55,2008
"Tim Clark",55,2008
"James Kingston",55,2008
"Justin Leonard",58,2008
"Pat Perez",58,2008
"Steve Marino",60,2008
"John Mallinger",60,2008
"Chez Reavie",60,2008
"Niclas Fasth",63,2008
"Corey Pavin",63,2008
"Mark Calcavecchia",63,2008
"Paul Azinger",63,2008
"Kevin Sutherland",63,2008
"Peter Lonard",68,2008
"Hiroyuki Fujita",68,2008
"Bubba Watson",70,2008
"Richard Green",71,2008
"Rocco Mediate",72,2008
"Louis Oosthuizen",73,2008
"Brendan Jones",75,2008
"John Daly",75,2008
"Soren Kjeldsen",75,2008
"Bob Tway",75,2008
"Fred Couples",75,2008
"Tom Pernice Jr",75,2008
"Johnson Wagner",75,2008
"Frank Esposito Jr",75,2008
"Simon Dyson",75,2008
"Zach Johnson",75,2008
"Ryan Moore",75,2008
"Rich Beem",75,2008
"Todd Hamilton",75,2008
"JJ Henry",88,2008
"Jay Haas",88,2008
"Mark Brooks",88,2008
"Adam Scott",88,2008
"Daniel Chopra",88,2008
"Richard S Johnson",88,2008
"Nick OHern",88,2008
"Vaughn Taylor",88,2008
"Heath Slocum",96,2008
"Darren Clarke",96,2008
"Anders Hansen",96,2008
"Scott Strange",96,2008
"Don Yrene",96,2008
"KJ Choi",96,2008
"Stewart Cink",96,2008
"Miguel Angel Jimenez",96,2008
"Rod Pampling",96,2008
"Steve Lowery",96,2008
"Tommy Armour III",106,2008
"Vijay Singh",106,2008
"Stephen Ames",106,2008
"Chad Campbell",106,2008
"Jyoti Randhawa",106,2008
"Alan Morin",106,2008
"Davis Love III",106,2008
"Hennie Otto",106,2008
"Trevor Immelman",114,2008
"Soren Hansen",114,2008
"Ross Fisher",114,2008
"Jerry Kelly",114,2008
"Sonny Skinner",114,2008
"Tim Weinhart",114,2008
"Parker McLachlin",114,2008
"Steve Webster",121,2008
"Martin Kaymer",121,2008
"Toru Taniguchi",121,2008
"Sam Arnold",121,2008
"Bart Bryant",121,2008
"Ryan Benzel",126,2008
"Jim Estes",126,2008
"Scott Verplank",126,2008
"George McNeill",126,2008
"Ben Crane",126,2008
"Cliff Kresge",126,2008
"Lee Westwood",126,2008
"Oliver Wilson",126,2008
"Mathew Goggin",134,2008
"Jeff Quinney",134,2008
"Scott Hebert",134,2008
"Peter Hedblom",134,2008
"Rick Leibovich",134,2008
"Tim Thelen",139,2008
"Jonathan Byrd",139,2008
"Jeff Martin",139,2008
"Ryuji Imada",139,2008
"Greg Kraft",139,2008
"Woody Austin",144,2008
"Kyle Flinton",144,2008
"Pablo Larrazabal",144,2008
"Bradley Martin",144,2008
"Curt Sanders",144,2008
"Nick Dougherty",149,2008
"Colin Montgomerie",150,2008
"Hunter Mahan",150,2008
"Eric Dugas",152,2008
"David Long",153,2008
"Vince Jewell",154,2008
"Eric Manning",155,2008
"Brad Dean",156,2008
"Kenny Perry",74,2008
